entry_id,posting_date,policy_group_id,account_code,description,amount,dr_cr_flag,source_metric,export_status
831b9756-eebd-41f9-827a-70554a3f0532,2021-09-07,GRP63577,AC87225,Voice key remain station.,-33492.42,CR,RA,Posted
347e9194-c376-4884-bab9-9a639674ac3f,2020-05-09,GRP74686,AC94709,Production provide player local.,-25262.15,CR,Claim,Ready
393c0c42-0403-4f84-a8a2-605094055ea0,2019-05-01,GRP31393,AC52870,Heart program.,-15687.04,DR,CSM,Posted
da0a6015-b179-4232-a796-786e991cca81,2020-08-23,GRP43614,AC00000,Exactly director mother.,-24218.6,DR,Claim,Posted
3291534d-b9d0-4199-be93-526a829aef35,2019-10-25,GRP59096,AC80146,Wrong everyone hour blue.,-39141.13,CR,Claim,Rejected
e59a3980-90c6-4374-a036-b81792e654f2,2018-02-15,GRP05669,AC54845,Suddenly read staff.,3427.35,CR,CSM,Ready
7f13cd7b-09d5-4767-bbd3-80519cd11a61,2025-02-21,GRP04477,AC04136,Protect skill she.,20885.4,DR,RA,Rejected
e546abf5-9590-4324-9d27-4a81af9d87a3,2019-04-03,GRP03126,AC65157,Long compare.,28878.37,DR,CSM,Posted
48463156-ea50-473a-8d5f-041b0d627ecf,2022-07-11,GRP36487,AC58783,Ago we fill.,-12948.89,DR,Claim,Rejected
3fb5ea3e-d12c-4d67-a6b9-472d26c27f7c,2021-07-16,GRP33106,AC52194,Office list because sport reality.,23366.56,CR,CSM,Ready
1a96e58b-78af-4c03-9eee-c954f19311d8,2024-07-12,GRP40903,AC66211,Over sense husband save want.,4021.77,DR,CSM,Ready
1929dd86-f8ae-403e-98c6-d1ce4a6cf622,2018-04-19,GRP17098,AC45654,Not improve truth whose.,6407.61,DR,Claim,Ready
0ad786c3-7eee-4d1e-b4ec-8923975f335b,2022-10-01,GRP64166,AC70971,President example community music dog.,39654.69,CR,RA,Rejected
42d1db0d-2c17-4a27-9294-2917caefd609,2022-05-12,GRP44732,AC99880,Most knowledge.,-35056.0,DR,Claim,Posted
69d974bc-d0ca-47c3-b0e3-2e18b077ffeb,2024-12-28,GRP22240,AC72512,Often part we.,33641.05,DR,Claim,Posted
dcc62ea5-f152-44fb-b13f-95e91a0ebd0e,2022-02-16,GRP94466,AC86647,Paper lose team design.,6347.19,CR,Claim,Ready
1de81fb6-d564-4cec-b912-52d8563f976b,2020-03-03,GRP31393,AC20429,Space game.,-28135.38,CR,RA,Posted
54c1dc4c-7237-454a-bbc6-452bea4826b3,2024-10-15,GRP76820,AC20086,Adult late.,15973.89,DR,Claim,Posted
808ad272-5d6a-4a27-9184-2af11380c3d7,2024-09-09,GRP06944,AC54443,Table for team care.,46967.82,CR,Claim,Ready
33aba4a2-e252-455b-8943-90b88acb204c,2020-12-19,GRP53287,AC87379,Itself national product check.,-45819.93,CR,CSM,Ready
5322dc01-3bc4-472f-b217-5fcff5e9b5ae,2025-04-24,GRP15175,AC89566,Kind southern conference.,-32732.7,DR,RA,Rejected
1ca997b4-9da4-47e9-875c-d53c5e189fb8,2021-07-01,GRP49399,AC31471,Significant human rather left produce.,3544.31,CR,Claim,Ready
08022fad-0661-4971-a09d-5498c0678f22,2020-11-17,GRP73833,AC45325,Enter painting add send.,24061.16,DR,RA,Ready
67234a68-8950-4caf-9f85-156b2d7fee7b,2022-07-12,GRP91212,AC00212,Fund why administration east.,-48842.21,CR,CSM,Rejected
ee58fd3a-bf4c-470f-9567-46e22cac9c21,2019-12-01,GRP34125,AC02885,Watch will Mr under.,-9173.22,CR,RA,Ready
7d82cdcc-d040-4e12-9025-4d860cb0c948,2019-06-17,GRP84731,AC25845,Live approach yard weight.,1628.23,CR,CSM,Posted
04a9eee9-6922-46e7-8ad2-20db2f0185bf,2021-07-26,GRP39295,AC34103,Yard provide hope.,-12167.97,DR,Claim,Ready
64e94f7d-a522-4960-ad3d-f2c1d1e07a00,2018-09-01,GRP28201,AC23160,Performance statement agree.,38083.44,CR,CSM,Rejected
aa31c30e-f3f9-4659-94ea-cc76694fb5d0,2020-07-15,GRP59587,AC39523,Test responsibility prevent.,10484.2,CR,CSM,Rejected
cb583667-64c3-48f0-a448-faa2bcd48c23,2021-11-02,GRP12155,AC25185,Community event.,19969.35,DR,RA,Posted
146e42fe-223e-495e-a0ac-5061aa402e34,2019-11-08,GRP33239,AC08607,Quality more.,-16063.34,CR,RA,Rejected
1fd90ed9-a909-4716-9e68-69eb3d10dd49,2022-04-27,GRP55364,AC01138,Green past center others possible.,10889.27,DR,CSM,Rejected
f0fa7e99-7eb3-4fde-8ca3-886bc6b91c7a,2019-06-15,GRP05576,AC62001,Yes film natural pull truth.,-10609.45,CR,Claim,Ready
14073583-cb78-4e6f-be03-179694467540,2019-05-18,GRP43923,AC14878,Dark charge memory.,-11331.69,DR,CSM,Posted
13d6a5a4-eda6-485c-9fd5-f1c99dafdae1,2018-07-28,GRP73551,AC75696,Realize music if.,-30369.26,DR,Claim,Posted
935b2ad2-d26c-42e1-8052-edd9c0ef4a6f,2021-01-02,GRP26386,AC67432,Campaign run set expect.,-7306.98,DR,Claim,Rejected
88049d4d-4c01-4c19-b808-c12826585ca2,2021-01-12,GRP79093,AC56835,Front factor huge for carry.,-46301.12,DR,Claim,Ready
d312adee-9157-46ad-a3e8-ee850fcbefdf,2020-08-20,GRP15186,AC86029,Side room bar hold speech.,-13682.23,CR,Claim,Rejected
46688b69-7484-4ac0-b2db-576b54c2f0cb,2023-04-24,GRP02834,AC68623,Hold range democratic election something.,-34021.74,CR,Claim,Posted
3f0b564c-be9c-4cdd-b770-e0fd3f3a3e6d,2022-02-13,GRP47533,AC57105,Have yard.,-5508.35,CR,CSM,Ready
7ded116a-27cb-4673-a929-cb465deafb1b,2020-10-06,GRP28961,AC85787,Speak share nor.,22590.15,DR,CSM,Posted
fd981b13-2bad-4fa9-85bb-a5fc2f846349,2025-06-23,GRP17240,AC71920,Watch give yes capital.,48818.31,CR,Claim,Ready
c1d5071e-bd15-481c-87a0-85448732d162,2019-01-19,GRP75841,AC44477,Across treat other.,4508.83,CR,CSM,Ready
2ae233d2-c587-4f19-a526-fd06b9059438,2025-04-30,GRP83228,AC69707,Suggest film return suffer cost.,2194.77,CR,Claim,Rejected
cee3806f-fc80-462e-828a-d5d8a011a5d7,2021-03-27,GRP52549,AC68214,Test finally many.,26913.66,CR,Claim,Ready
9cc73a09-f6d8-477c-9357-ca66f9fa26c2,2024-05-02,GRP79496,AC01383,Seven matter then establish.,-12887.24,CR,CSM,Posted
b92d80f3-8deb-46c4-b215-968fb0497a3a,2022-10-25,GRP73551,AC10740,Deal statement.,-27399.98,DR,RA,Ready
6c4d37d6-3da9-4df9-bc8e-fad9ceab900e,2020-10-28,GRP06953,AC20912,Job into.,8778.55,DR,Claim,Rejected
cb9d2bde-c701-4c4f-a220-dff0e1f3aade,2022-03-16,GRP49466,AC17497,Less will owner source.,-7108.36,DR,Claim,Posted
8b77b064-55f6-436d-8a9f-43b80adc6e6f,2019-05-30,GRP28935,AC71431,Field series change dinner somebody.,185.07,DR,CSM,Ready
274a82d2-ffdd-4e1e-8e85-8302c926cc35,2020-02-13,GRP54142,AC29123,Their drop program be.,37658.01,DR,Claim,Ready
dc3aa45d-cfe1-4c6e-8986-30760b9e3a44,2019-09-14,GRP84252,AC58855,Mother against then certainly control.,33902.01,CR,Claim,Posted
1dc8d404-4c7b-47f3-a290-79a10029f729,2019-07-02,GRP59505,AC87852,Late close her cell.,47649.62,CR,RA,Ready
ab93eaa8-560a-4d74-9bd8-9bde5ca75afc,2021-05-03,GRP82344,AC17725,Gas tax hour.,43904.83,DR,Claim,Rejected
d0dda8c0-d810-4d79-988e-70928120a6fc,2018-08-05,GRP20168,AC59528,Democrat half perhaps method.,49102.1,CR,CSM,Ready
97fcd169-9ebf-4205-9a21-ddf69a5d1ad4,2024-01-15,GRP72369,AC34618,Also several skin range with.,-10917.11,CR,Claim,Rejected
1df0ac8a-ad66-46ab-946c-3f0414233827,2018-11-08,GRP22684,AC90089,Hotel ten likely hold against.,42622.05,DR,RA,Posted
33130362-9bff-4432-88d9-c9eb503f5ac6,2025-01-07,GRP29461,AC17460,Event central hair can.,-45135.08,CR,CSM,Posted
2c6c7ac1-c925-4b4f-99a0-b52297b5a7d0,2023-01-27,GRP36359,AC33923,Whatever dark case red.,41143.64,DR,RA,Ready
9fd1390d-fd18-4473-abf1-5e0628cbc64f,2020-05-25,GRP91047,AC37067,Ago hotel player free over.,-7016.3,DR,RA,Rejected
d9185479-00d9-4962-ba3d-11041b971b0e,2020-06-19,GRP53135,AC49420,Teacher record have marriage.,96.83,CR,RA,Rejected
331eccf0-967f-4d08-8d34-787020379eba,2023-08-27,GRP88192,AC15381,Remain full in.,3096.63,DR,Claim,Posted
f6f64c58-b1a6-4662-8f9f-3abfed3bf1fa,2021-08-05,GRP53394,AC87348,Site middle decide night.,-14756.79,CR,CSM,Ready
5fb999e6-a2a5-4fa6-82c5-db5aa6edf990,2021-04-24,GRP77545,AC21893,Total behind any.,31677.11,DR,RA,Rejected
1ec79f0d-3275-4d8d-9372-a17d9eaba00d,2018-02-09,GRP65721,AC10997,Employee activity feel.,-39390.1,CR,RA,Posted
e9ba9f30-5d26-455a-99ba-25f42d17a2e4,2022-08-07,GRP23116,AC28864,Themselves tree surface sit.,-10023.0,DR,RA,Rejected
c6bd447a-0ff4-4716-8b34-677e086813e1,2019-01-01,GRP97360,AC67905,Bit war child far site.,-16197.61,CR,CSM,Posted
fbd84e0f-a373-465f-80ab-3eb26e502db5,2019-10-08,GRP88095,AC04322,Go writer difficult news.,45957.11,CR,Claim,Rejected
9ce05799-3214-4525-9864-d3ec4a6c1051,2023-11-19,GRP23491,AC02187,Agreement indeed.,21877.07,CR,CSM,Ready
67fb5106-25dc-4b00-8d51-4bd7474ad511,2023-10-05,GRP71247,AC21982,Also table a.,37165.29,CR,CSM,Posted
e811e4fe-58d0-47d7-82b3-265e467b7b16,2018-07-20,GRP31519,AC87873,Road whose two behavior.,-3840.11,CR,RA,Ready
35927d70-e16f-4e7e-89b5-e2ef00ee829e,2023-02-25,GRP35971,AC01798,Film high on.,-25706.46,CR,RA,Rejected
769f4d78-09a6-4e1a-b4c5-ef69bdb0a0e1,2019-04-20,GRP42907,AC67879,Cold science writer election despite.,-26878.6,CR,Claim,Posted
180fd4fb-968e-499d-ad4b-89ecc9876e5c,2020-12-06,GRP56692,AC44004,Follow stop growth finally push.,14562.16,CR,Claim,Rejected
83825894-751b-455d-bf5e-14e1b9ff5cce,2025-12-24,GRP73935,AC25097,Feel as good imagine.,-41762.45,DR,Claim,Ready
5c7f1d5b-f507-48fb-b23d-2f258c7e456f,2018-12-29,GRP53445,AC76626,Board check.,-5947.88,DR,CSM,Rejected
3326ca01-fffd-4f09-987e-5fb8cee2d411,2024-06-20,GRP96202,AC08468,View enjoy.,32844.43,CR,Claim,Rejected
7bb91e9a-6c3b-4351-bca7-df1d66166dfb,2021-06-18,GRP73800,AC63890,Couple add foreign state.,39265.88,DR,RA,Rejected
5e75cdaf-fb73-4901-af39-e46fa989314a,2025-07-04,GRP93552,AC07889,Entire relationship.,37402.17,DR,Claim,Rejected
e6d5a0c3-369a-434c-a398-5ee58fc11949,2022-02-09,GRP80976,AC27420,Born shake treat focus team.,-41708.92,DR,CSM,Posted
569680b2-5338-449b-a6e2-97932978a4c3,2018-05-18,GRP98569,AC16305,Many reduce.,40040.01,CR,CSM,Ready
8a15b2e7-e8ee-4735-bd9a-158a5f033abe,2020-11-28,GRP64264,AC91036,Back what character value get.,3405.65,DR,RA,Posted
f2c17510-56c1-462f-8852-2e7e685ac70a,2021-04-16,GRP03658,AC10133,Thought part arrive.,-14835.54,DR,RA,Ready
60dfda6c-ec49-4c00-9227-0022f98a3118,2024-12-30,GRP34125,AC20765,Religious likely community.,35889.82,DR,Claim,Posted
209fae1c-9892-438c-8c6e-f51c4aea623d,2018-01-22,GRP95720,AC44596,Economy team rule effect political.,-36808.9,DR,Claim,Posted
898105a1-c756-4edf-8db5-63eadb06c9b4,2019-07-11,GRP37216,AC78938,I able.,-39390.65,DR,RA,Posted
4af95ce8-da7d-4459-a74d-88e6679fa92e,2021-06-08,GRP96245,AC48039,You where home.,-41177.18,DR,Claim,Rejected
b0f97730-b6e5-4477-911f-d6accfde67e8,2024-05-10,GRP68073,AC98374,Arm economic make.,-14422.91,CR,Claim,Ready
9675cd91-1b4a-47bc-80d1-b1957b80acad,2022-07-30,GRP53445,AC23702,Indicate two less price.,10250.01,CR,Claim,Rejected
afc1252a-49d7-45b5-8ed0-2dcc933985d7,2022-05-10,GRP71218,AC79580,Pretty special building.,-35710.85,CR,CSM,Rejected
694ee8bb-e653-48d5-9be8-9c1869770eec,2021-02-27,GRP90608,AC32401,Term guy fly difference he.,20792.16,CR,Claim,Posted
b171abe3-cf5c-4050-85f1-498bd734dd65,2018-10-22,GRP71629,AC73614,Area material theory tonight base.,38005.02,CR,CSM,Ready
71ee58fc-9cf5-4506-a5d6-c3090de9936a,2022-05-02,GRP80401,AC13424,Owner manage few science also.,43106.66,CR,Claim,Rejected
54b81469-4d36-4798-9fa6-e85d6c23ee58,2020-04-02,GRP03201,AC28629,Remain wide.,-26021.98,CR,RA,Posted
4c70796d-d9b2-4bc8-aba7-6e4f93bedaec,2022-01-05,GRP92072,AC34457,Single agency friend president.,-39281.69,CR,Claim,Rejected
197aae0f-c45f-4cbe-8e7a-909bbdc9c2cf,2022-11-07,GRP49029,AC20840,Down easy only policy.,27738.4,CR,Claim,Rejected
025cacbb-cafc-48ce-9d0d-2a8ec299e627,2023-10-30,GRP28992,AC22178,Property pull business true.,-48748.82,CR,Claim,Posted
7cea7900-e0bf-46e2-8d48-2fb9925a5efa,2022-06-16,GRP73671,AC09646,Plant particularly green drive.,-48409.92,CR,RA,Rejected
11f255e3-8a69-4823-a604-39bf3158c5a8,2019-09-26,GRP28562,AC10688,Tax among beat popular.,16325.42,CR,Claim,Posted
2b00e501-41fa-44e1-aeee-22068aa26581,2024-02-08,GRP62956,AC15440,Fill role consider.,21437.0,CR,Claim,Rejected
602577ea-f7ba-44c4-ac02-a87d308b0b5f,2025-07-04,GRP43301,AC95719,Change determine there.,-12380.21,DR,RA,Rejected
0ea54278-823e-4f58-912e-b9fd019a3504,2021-07-31,GRP27562,AC51190,Position agreement piece.,-19855.84,CR,CSM,Posted
764b7021-3a5f-43bb-bd0f-59bc03295b57,2018-02-26,GRP33969,AC94938,Computer different nature claim yes.,-11313.88,CR,RA,Rejected
00eda10d-80cd-4bae-b781-d591f6c3ee6e,2023-03-14,GRP91997,AC84842,A memory both everything like.,-30857.65,CR,RA,Rejected
6f6e8227-4b64-40a1-b9d4-9890134c08fe,2024-07-15,GRP58274,AC38816,Hotel back.,21939.32,DR,RA,Posted
f3c58553-e883-4afe-882c-fd3112deb642,2024-12-13,GRP34651,AC60730,Push reflect.,-21249.95,DR,Claim,Rejected
ff0dfc19-c8c7-45f8-ab21-e5c754ec0f11,2024-09-05,GRP67143,AC76973,Research range everybody return.,24533.18,CR,CSM,Posted
76fc6716-a1fc-477f-89ea-776ce4af6685,2021-12-25,GRP30804,AC59396,Capital miss agent open.,-10877.21,CR,CSM,Posted
da6d015f-fc4d-4d38-9c4b-b77b4e9034e3,2022-02-23,GRP83453,AC53447,Country indicate gun quality.,40213.14,CR,RA,Rejected
909a4615-baf9-4c5c-909a-ed0166bdea00,2021-10-30,GRP49372,AC52375,Person bit crime national.,-40223.19,CR,RA,Ready
4f6e6b88-5bd1-422f-950c-20c27a55920c,2018-09-29,GRP04164,AC08588,Structure however.,-5989.73,DR,Claim,Rejected
8ebf968c-c029-4e92-870d-34455fee5e75,2018-08-27,GRP99155,AC40153,Job decade military appear magazine.,33876.02,CR,CSM,Rejected
e9b56618-99f3-4c01-b748-15b6c9ffb441,2025-06-16,GRP58850,AC46750,Security free audience one quality.,-8383.25,CR,RA,Ready
4e9e636e-3c83-4c1d-8613-649987ec62fd,2020-07-12,GRP37244,AC87244,Visit environmental sport hit above.,-3174.76,CR,Claim,Posted
c9a612bd-58d2-45d0-bb4a-8926c3788012,2021-07-09,GRP09913,AC57707,Industry skill her.,5247.09,CR,CSM,Rejected
44bdbd4a-28ca-41ec-81f2-bd8f4a5a4245,2025-01-22,GRP44736,AC71487,Begin business debate.,25880.89,CR,Claim,Rejected
41a6d877-b6a3-498f-8536-f7a24719de60,2023-10-30,GRP60401,AC52030,West sport fly base discover.,-37311.45,CR,CSM,Rejected
e756dc8d-5408-42ad-bf23-0b3809a4e1b9,2021-03-25,GRP42239,AC14456,Many feeling risk.,23943.83,CR,RA,Rejected
d25bc9e7-9e63-454a-b9e9-8f766d491eaf,2023-12-22,GRP47791,AC37550,Probably foreign rather might.,24975.99,CR,CSM,Rejected
92d62b76-88e5-4eb8-bbaa-8b988f137af0,2021-04-13,GRP75059,AC37418,Around politics help size idea.,-41309.82,DR,CSM,Ready
0e7e15d7-4afc-42f6-a7f1-94a5759ec065,2024-04-21,GRP74646,AC17611,Season economic.,8898.25,CR,RA,Ready
bb4675de-8e9e-4aea-ba8b-23d1f7d5ddda,2018-09-29,GRP33300,AC35780,Student rest popular allow.,22412.3,DR,RA,Ready
2494ade1-3f4a-4cea-a3b8-8ff063cb0b5d,2023-06-15,GRP95733,AC99057,Magazine think wind training three.,15243.43,DR,Claim,Ready
e4975840-4fb6-49d9-99fc-90b2113306ac,2019-11-22,GRP55940,AC75985,Worry develop item sport.,38967.08,CR,RA,Rejected
8a051e3f-dfcc-4270-998b-94f35be91668,2018-10-15,GRP41909,AC44344,Coach themselves.,13041.33,CR,RA,Ready
1ce99e65-ddd4-4f37-98a8-2bc897981e58,2023-04-28,GRP33239,AC84488,After cause box need across.,39643.66,DR,RA,Ready
62033799-af8b-42a9-bede-ea1697aa088c,2024-05-18,GRP05576,AC84713,Good long fall call.,-13017.69,DR,Claim,Posted
5785dd3c-d606-4633-bc72-4945beb9a0bb,2019-06-23,GRP64483,AC29549,West there make.,-46648.37,DR,Claim,Posted
b05a94d1-c54f-4d89-b9f7-aae1bd2e4e59,2019-12-11,GRP21011,AC06649,Another interesting.,-17874.72,DR,CSM,Posted
33d92fe0-cbc5-4549-8c49-4757ecdc7e43,2024-03-20,GRP68586,AC34679,Actually next seven throw.,40559.8,DR,RA,Posted
f4969dff-14c2-4abe-911e-5bf836cf40df,2025-05-14,GRP19376,AC32714,Indeed deep accept none.,-11372.91,CR,RA,Rejected
80fe9ae6-607b-44f5-90be-c5d888e3f0c4,2021-02-23,GRP29604,AC27981,Hundred across or remain.,41838.46,DR,CSM,Rejected
3ac35ceb-e3aa-4f3a-9429-81fdf398bb71,2019-08-28,GRP48954,AC08621,Mission speech market.,34650.54,DR,Claim,Posted
e0da80ee-cba1-4298-b336-2e5af810d2ae,2020-08-12,GRP91967,AC23181,Feel public about fear.,-36540.68,DR,RA,Rejected
7e2efc18-74cc-4c11-8c9a-1d7624c58c2c,2019-08-29,GRP32089,AC90874,Year practice moment.,-2012.52,DR,CSM,Posted
3e8208e8-3ef0-4281-b9f6-be31bf0ef466,2025-08-01,GRP66445,AC77469,Throw evidence on trade fish.,-14841.29,DR,Claim,Posted
8f840400-347c-43ae-a85c-bc5bf863c1bd,2018-02-04,GRP24173,AC06784,Listen scientist.,-25998.69,CR,RA,Rejected
233ffdea-0476-4880-9b06-bf5c775ee608,2021-04-06,GRP12155,AC13021,Power meet and free.,-37880.18,CR,Claim,Rejected
ee014938-dfa9-4ed1-be69-82e94845a529,2018-11-24,GRP60778,AC97419,Ago job through meet.,-39156.78,DR,CSM,Posted
30c79ba5-c903-4b79-8913-8bbe429d43cd,2021-03-25,GRP32676,AC99574,Continue even happy.,-12121.67,DR,CSM,Posted
1b969c4a-7ee6-4023-aa99-4139c5628d77,2018-01-03,GRP75576,AC50738,Unit reveal.,-28916.77,CR,RA,Ready
f6bb7f5d-e863-4394-a835-1248e0805f51,2023-06-13,GRP90553,AC16817,Your name.,32119.74,DR,RA,Ready
b69283e7-3cad-4106-8345-203761186d27,2021-03-30,GRP30610,AC79056,Concern management social condition church.,8187.15,CR,Claim,Posted
043d7d30-cc25-4eb8-b7ae-53dd9687ab3d,2021-02-03,GRP55561,AC34263,Student four must reveal current.,413.43,CR,CSM,Rejected
7ecf4494-77e1-48a1-bb3c-dbebc619e25b,2018-04-17,GRP29604,AC17309,Lead stop send.,-46159.07,CR,Claim,Rejected
0f02ca66-3866-4f0d-9087-d8d3b5b72d6a,2021-11-06,GRP37267,AC29163,Drop out head.,-1257.72,CR,CSM,Ready
3dafe9b1-695b-45f2-901a-783ad9766918,2020-04-08,GRP29562,AC80812,Woman event shoulder.,8332.4,CR,Claim,Posted
787db031-f0cf-4619-84ba-fe581c4a9ffa,2025-05-02,GRP00143,AC52653,Build pressure raise while away.,38363.58,DR,Claim,Rejected
e7067ecc-d852-4d25-ac2d-69ccece3788b,2020-02-23,GRP89848,AC40924,Participant offer question.,43983.57,DR,RA,Posted
63cf077a-958e-432e-a508-6708c365a27a,2020-07-11,GRP00560,AC90371,Establish yourself student.,-47527.1,DR,CSM,Rejected
7b6db09b-6b77-4629-8874-7a22efaa79bb,2024-02-03,GRP94778,AC21598,Really low only interview.,44812.59,CR,CSM,Ready
bc24f95f-1f09-495b-80c3-7545a73faa59,2025-08-24,GRP93524,AC86895,Director floor.,-38933.39,CR,Claim,Rejected
cf399ebc-de6b-4b76-b131-21f5245f4439,2021-08-14,GRP92865,AC65147,Exactly some anything.,-29010.92,DR,RA,Posted
38313468-269b-4c19-a667-299d52eb7fae,2023-06-25,GRP82270,AC70361,Population threat out ability.,35003.05,DR,CSM,Rejected
13e9423f-9fa3-4df0-86a1-a4543561f1cd,2018-02-17,GRP23236,AC43213,Effort certain treatment rule off.,-10026.57,CR,Claim,Ready
aac2da80-2211-4293-b2b6-356a421bcd55,2024-06-20,GRP58195,AC46369,Church form street relate address.,22693.12,CR,Claim,Ready
86ed8cc5-aff6-4a2b-bd15-ef58be9b2bce,2020-03-05,GRP29361,AC39792,Poor sound relate.,-32489.83,DR,RA,Posted
b7af84db-7d0c-4a12-a7b6-7039846b6f40,2019-08-01,GRP34741,AC93405,Piece school official occur.,11406.45,CR,CSM,Ready
5b5c3dab-b1a0-4448-a83d-3f17180a5efb,2022-08-13,GRP13488,AC05785,Rate purpose grow.,12638.5,DR,CSM,Ready
fdff79b3-314f-40f5-84e3-3fe143e6d2b9,2025-05-16,GRP01325,AC35702,Morning not.,33078.35,CR,Claim,Ready
7cbdc386-25cc-45cc-9fd6-9c3a08fda363,2019-05-13,GRP65511,AC68768,Fish another on peace.,-36266.85,CR,RA,Ready
e9c2847a-570e-4b23-a25a-95dc7f9d2606,2020-10-14,GRP82270,AC15119,Significant manager central world pretty.,-19831.96,CR,CSM,Rejected
d9e51ef0-7d08-49ee-bf06-d110c2a5bdcb,2020-06-18,GRP41557,AC01921,Court determine.,-10217.98,CR,CSM,Rejected
ba73f558-1b8f-4703-b81b-0344dd79940e,2021-09-24,GRP85762,AC28619,Season check this.,11040.02,DR,Claim,Posted
5b787a6c-c1b2-4296-8e78-f27d353c8781,2018-05-10,GRP46705,AC20289,Top rest call nation something.,43580.64,CR,RA,Ready
5cdbdf8f-da76-4397-b609-7c8c6b30cf7b,2018-07-02,GRP36978,AC00295,Full trouble.,-41056.67,DR,Claim,Rejected
4674b0e8-4843-4e5f-ad41-19d003e8571d,2024-06-04,GRP99155,AC34959,There any computer natural.,-41476.35,DR,RA,Ready
