id,teamID,teamName,personIDs
team_17,TM-3017,Team_17_Best,"['person_1871', 'person_1880', 'person_1838', 'person_1238', 'person_252', 'person_304', 'person_470', 'person_1185', 'person_1158']"
team_18,TM-3018,Team_18_Month,"['person_955', 'person_155', 'person_1625', 'person_567', 'person_32', 'person_518', 'person_163', 'person_216', 'person_909', 'person_1926', 'person_1794']"
team_19,TM-3019,Team_19_Collection,"['person_852', 'person_1792', 'person_227', 'person_757', 'person_645', 'person_730', 'person_1108']"
team_20,TM-3020,Team_20_Write,"['person_1117', 'person_122', 'person_338', 'person_611', 'person_425', 'person_1258', 'person_1450', 'person_23', 'person_1519', 'person_1584', 'person_625', 'person_764', 'person_1373', 'person_1178']"
team_21,TM-3021,Team_21_Player,"['person_1396', 'person_519', 'person_639', 'person_264', 'person_531', 'person_1076', 'person_339', 'person_892', 'person_1365', 'person_551', 'person_764', 'person_1579', 'person_1975', 'person_719', 'person_1386', 'person_1233', 'person_1279', 'person_1055', 'person_1072', 'person_168']"
team_22,TM-3022,Team_22_Candidate,"['person_238', 'person_972', 'person_418', 'person_881', 'person_1224', 'person_710', 'person_1085']"
team_23,TM-3023,Team_23_During,"['person_1283', 'person_874', 'person_1938', 'person_1328', 'person_618', 'person_1215', 'person_794', 'person_1984', 'person_395', 'person_157', 'person_840', 'person_1816', 'person_128', 'person_358', 'person_351', 'person_895', 'person_1605', 'person_1832', 'person_1966']"
team_24,TM-3024,Team_24_Standard,"['person_338', 'person_461', 'person_1604', 'person_1435', 'person_1731', 'person_1994', 'person_866', 'person_1198', 'person_459', 'person_282', 'person_1257', 'person_804', 'person_847']"
team_25,TM-3025,Team_25_Soon,"['person_295', 'person_372', 'person_451', 'person_155', 'person_1557', 'person_1829', 'person_367', 'person_806', 'person_341', 'person_713', 'person_791', 'person_1429', 'person_1648', 'person_502', 'person_939', 'person_938']"
team_26,TM-3026,Team_26_Happen,"['person_96', 'person_1292', 'person_488', 'person_1782', 'person_1126', 'person_23', 'person_1950']"
team_27,TM-3027,Team_27_Democrat,"['person_1807', 'person_1584', 'person_87', 'person_430', 'person_217']"
team_28,TM-3028,Team_28_Plant,"['person_1709', 'person_373', 'person_509', 'person_963', 'person_99', 'person_193', 'person_1391', 'person_1581', 'person_732', 'person_306', 'person_1991', 'person_1931', 'person_252', 'person_1800', 'person_1450', 'person_590', 'person_1622', 'person_830']"
team_29,TM-3029,Team_29_Small,"['person_628', 'person_1258', 'person_1729', 'person_1455', 'person_1728', 'person_1724', 'person_948', 'person_1818', 'person_1981', 'person_968', 'person_1922', 'person_1929', 'person_1222', 'person_903', 'person_304', 'person_830', 'person_699']"
team_30,TM-3030,Team_30_Child,"['person_1865', 'person_740', 'person_431', 'person_0', 'person_712', 'person_1826', 'person_1589', 'person_1523', 'person_495']"
team_31,TM-3031,Team_31_Player,"['person_259', 'person_1093', 'person_1184', 'person_145', 'person_1477']"
team_32,TM-3032,Team_32_Reduce,"['person_717', 'person_959', 'person_964', 'person_979', 'person_1645', 'person_1164', 'person_14', 'person_130', 'person_863', 'person_1701', 'person_56', 'person_1284', 'person_558', 'person_1256', 'person_1635', 'person_1789', 'person_1317', 'person_318', 'person_1281']"
team_33,TM-3033,Team_33_Necessary,"['person_1179', 'person_1278', 'person_1316', 'person_466', 'person_355', 'person_1594', 'person_1208', 'person_1992', 'person_292', 'person_452', 'person_457', 'person_1901', 'person_1059', 'person_1480', 'person_1319', 'person_1555', 'person_59']"
team_34,TM-3034,Team_34_Expect,"['person_1423', 'person_687', 'person_1999', 'person_439', 'person_1329', 'person_1017', 'person_1900']"
team_35,TM-3035,Team_35_Born,"['person_1924', 'person_409', 'person_450', 'person_1582', 'person_1057', 'person_1577', 'person_1112', 'person_22', 'person_783', 'person_1109', 'person_573', 'person_764', 'person_1887', 'person_488', 'person_215']"
team_36,TM-3036,Team_36_Still,"['person_139', 'person_646', 'person_1814', 'person_920', 'person_1550', 'person_1501', 'person_1543', 'person_514', 'person_1410', 'person_987', 'person_1961', 'person_953', 'person_1970', 'person_647', 'person_258']"
team_37,TM-3037,Team_37_Visit,"['person_373', 'person_956', 'person_1299', 'person_235', 'person_503', 'person_1673', 'person_1925', 'person_491', 'person_240', 'person_1285', 'person_1647']"
team_38,TM-3038,Team_38_Opportunity,"['person_299', 'person_550', 'person_852', 'person_240', 'person_1588', 'person_1615', 'person_484']"
team_39,TM-3039,Team_39_Need,"['person_199', 'person_1752', 'person_1636', 'person_4', 'person_558', 'person_482', 'person_322', 'person_226', 'person_928', 'person_1541', 'person_1789', 'person_1709', 'person_1776', 'person_1505', 'person_639', 'person_37', 'person_826', 'person_937']"
team_40,TM-3040,Team_40_Write,"['person_496', 'person_1115', 'person_1602', 'person_1134', 'person_1579', 'person_252', 'person_895', 'person_1322', 'person_659', 'person_816', 'person_1945', 'person_127', 'person_311', 'person_1879', 'person_739', 'person_1384']"
team_41,TM-3041,Team_41_Ask,"['person_1845', 'person_1037', 'person_191', 'person_739', 'person_1058', 'person_428', 'person_158']"
team_42,TM-3042,Team_42_Worry,"['person_1476', 'person_859', 'person_1002', 'person_1453', 'person_1668', 'person_1146', 'person_36', 'person_1393', 'person_347', 'person_1392', 'person_1784', 'person_1450', 'person_394', 'person_1216', 'person_1707']"
team_43,TM-3043,Team_43_Success,"['person_1447', 'person_1292', 'person_26', 'person_768', 'person_1177', 'person_593', 'person_423', 'person_966', 'person_91', 'person_1527', 'person_989', 'person_962', 'person_1970', 'person_1236', 'person_95', 'person_906', 'person_220', 'person_1835', 'person_575']"
team_44,TM-3044,Team_44_Teach,"['person_1818', 'person_870', 'person_1310', 'person_719', 'person_673', 'person_469', 'person_1383', 'person_354', 'person_1261', 'person_76', 'person_1592', 'person_108', 'person_965', 'person_1729', 'person_1536', 'person_1298', 'person_1283', 'person_1804']"
team_45,TM-3045,Team_45_Often,"['person_336', 'person_1215', 'person_82', 'person_963', 'person_813', 'person_1600', 'person_1344', 'person_1041', 'person_994', 'person_273', 'person_901', 'person_1801', 'person_1573', 'person_839', 'person_1366', 'person_530']"
team_46,TM-3046,Team_46_Leader,"['person_67', 'person_480', 'person_606', 'person_753', 'person_224', 'person_1818', 'person_892', 'person_1301', 'person_551', 'person_665', 'person_1241']"
team_47,TM-3047,Team_47_Election,"['person_565', 'person_1500', 'person_1822', 'person_346', 'person_1282', 'person_1942', 'person_1658', 'person_80', 'person_1713']"
team_48,TM-3048,Team_48_Treat,"['person_1858', 'person_1575', 'person_1968', 'person_214', 'person_1084', 'person_922', 'person_782', 'person_1807', 'person_762', 'person_1930', 'person_795', 'person_315', 'person_409', 'person_1176', 'person_20', 'person_740', 'person_765', 'person_887']"
team_49,TM-3049,Team_49_Not,"['person_174', 'person_1124', 'person_472', 'person_740', 'person_1556']"
team_50,TM-3050,Team_50_However,"['person_564', 'person_1358', 'person_1016', 'person_58', 'person_1049', 'person_1872', 'person_1282', 'person_1146', 'person_1175', 'person_290', 'person_811', 'person_1391', 'person_740', 'person_1170', 'person_646', 'person_1323', 'person_1673', 'person_880', 'person_207']"
team_51,TM-3051,Team_51_Reason,"['person_1332', 'person_1256', 'person_1220', 'person_518', 'person_1753', 'person_1239', 'person_446', 'person_1569', 'person_1875', 'person_604']"
team_52,TM-3052,Team_52_Yes,"['person_1197', 'person_1155', 'person_1081', 'person_1724', 'person_1273', 'person_1905', 'person_166', 'person_1053', 'person_356', 'person_514']"
team_53,TM-3053,Team_53_Entire,"['person_111', 'person_828', 'person_1677', 'person_1350', 'person_880', 'person_323', 'person_751', 'person_1937', 'person_1977', 'person_1988', 'person_1017', 'person_1343', 'person_1637']"
team_54,TM-3054,Team_54_Require,"['person_1772', 'person_1792', 'person_1285', 'person_1151', 'person_196', 'person_312', 'person_1799', 'person_1171', 'person_1042', 'person_759', 'person_636', 'person_261']"
team_55,TM-3055,Team_55_Paper,"['person_1134', 'person_1124', 'person_1146', 'person_1701', 'person_984']"
team_56,TM-3056,Team_56_Why,"['person_1957', 'person_456', 'person_979', 'person_482', 'person_757', 'person_1276', 'person_1839', 'person_786', 'person_66', 'person_655', 'person_676', 'person_1320', 'person_1602', 'person_861']"
team_57,TM-3057,Team_57_Look,"['person_589', 'person_1623', 'person_744', 'person_989', 'person_200', 'person_577', 'person_1550', 'person_1977', 'person_814']"
team_58,TM-3058,Team_58_Leg,"['person_911', 'person_95', 'person_1047', 'person_362', 'person_452', 'person_1986', 'person_632', 'person_665', 'person_1831', 'person_1474', 'person_1222']"
team_59,TM-3059,Team_59_Arrive,"['person_213', 'person_1071', 'person_1808', 'person_1098', 'person_1179', 'person_1311', 'person_92', 'person_973', 'person_227', 'person_532', 'person_610', 'person_902', 'person_1007', 'person_1833', 'person_1596', 'person_1411', 'person_1798', 'person_1235', 'person_1482']"
team_60,TM-3060,Team_60_Respond,"['person_304', 'person_1159', 'person_1292', 'person_82', 'person_1322', 'person_1494', 'person_478', 'person_1342', 'person_1928', 'person_870', 'person_854', 'person_440', 'person_1892', 'person_1511', 'person_1996', 'person_1423', 'person_101', 'person_107', 'person_545', 'person_1666']"
team_61,TM-3061,Team_61_Though,"['person_505', 'person_1800', 'person_1167', 'person_104', 'person_1874', 'person_1048', 'person_143', 'person_170']"
team_62,TM-3062,Team_62_Certain,"['person_611', 'person_1706', 'person_31', 'person_1927', 'person_1119']"
team_63,TM-3063,Team_63_Business,"['person_698', 'person_570', 'person_790', 'person_1144', 'person_1896', 'person_558', 'person_1665', 'person_169', 'person_822']"
team_64,TM-3064,Team_64_Increase,"['person_75', 'person_776', 'person_34', 'person_799', 'person_155', 'person_44', 'person_6', 'person_828', 'person_1128', 'person_1099', 'person_432', 'person_1206', 'person_1456', 'person_215']"
team_65,TM-3065,Team_65_Allow,"['person_877', 'person_665', 'person_1271', 'person_334', 'person_689', 'person_217', 'person_1909', 'person_1616', 'person_1076', 'person_443', 'person_630', 'person_426', 'person_383', 'person_1723', 'person_865', 'person_314']"
team_66,TM-3066,Team_66_Born,"['person_292', 'person_1043', 'person_1180', 'person_1647', 'person_697']"
team_67,TM-3067,Team_67_Attorney,"['person_1405', 'person_880', 'person_153', 'person_844', 'person_389', 'person_1652', 'person_437', 'person_967', 'person_1217', 'person_1803']"
team_68,TM-3068,Team_68_Pm,"['person_461', 'person_402', 'person_300', 'person_1552', 'person_808', 'person_279', 'person_1063', 'person_1533', 'person_202', 'person_1545']"
team_69,TM-3069,Team_69_Dog,"['person_549', 'person_691', 'person_305', 'person_666', 'person_348', 'person_1432', 'person_1084', 'person_1382', 'person_1608', 'person_1125', 'person_191', 'person_1902', 'person_111', 'person_1302', 'person_144']"
team_70,TM-3070,Team_70_Discussion,"['person_1037', 'person_432', 'person_1237', 'person_1099', 'person_1367', 'person_736', 'person_511', 'person_509', 'person_1911', 'person_314', 'person_1902', 'person_1848', 'person_968', 'person_1677', 'person_707', 'person_1140', 'person_473']"
team_71,TM-3071,Team_71_Night,"['person_564', 'person_792', 'person_844', 'person_1427', 'person_1690', 'person_160', 'person_1926']"
team_72,TM-3072,Team_72_About,"['person_1430', 'person_1006', 'person_188', 'person_997', 'person_421']"
team_73,TM-3073,Team_73_Step,"['person_101', 'person_893', 'person_146', 'person_629', 'person_488', 'person_542', 'person_1017', 'person_729', 'person_1941', 'person_40', 'person_359', 'person_288', 'person_441', 'person_876', 'person_1225', 'person_1390', 'person_751', 'person_1815', 'person_522']"
team_74,TM-3074,Team_74_Our,"['person_137', 'person_1247', 'person_748', 'person_1742', 'person_56', 'person_1047', 'person_925', 'person_19', 'person_1707', 'person_887', 'person_1774', 'person_1282', 'person_1269', 'person_60', 'person_1603', 'person_1570', 'person_1144', 'person_1634', 'person_1625']"
team_75,TM-3075,Team_75_Account,"['person_1618', 'person_1958', 'person_810', 'person_414', 'person_1743', 'person_1232', 'person_1365', 'person_521']"
team_76,TM-3076,Team_76_Rich,"['person_1390', 'person_846', 'person_628', 'person_551', 'person_1956', 'person_1281', 'person_601', 'person_261', 'person_1091', 'person_1820', 'person_1047', 'person_1519']"
team_77,TM-3077,Team_77_Present,"['person_736', 'person_376', 'person_1789', 'person_1050', 'person_1414', 'person_1720', 'person_352', 'person_516', 'person_919', 'person_72']"
team_78,TM-3078,Team_78_Threat,"['person_1540', 'person_76', 'person_585', 'person_1980', 'person_679', 'person_756', 'person_499', 'person_223', 'person_167', 'person_1505', 'person_1354', 'person_1338', 'person_270', 'person_1324', 'person_1680', 'person_285', 'person_71', 'person_369', 'person_1205']"
team_79,TM-3079,Team_79_Society,"['person_1530', 'person_1037', 'person_1094', 'person_1169', 'person_1664', 'person_1348', 'person_318', 'person_899', 'person_680', 'person_893', 'person_257']"
team_80,TM-3080,Team_80_Event,"['person_670', 'person_1793', 'person_1505', 'person_56', 'person_1973', 'person_963', 'person_558', 'person_392', 'person_1482', 'person_1011']"
team_81,TM-3081,Team_81_Industry,"['person_1541', 'person_1601', 'person_1249', 'person_1812', 'person_49', 'person_39', 'person_726', 'person_8', 'person_1982', 'person_248', 'person_756', 'person_207', 'person_1302', 'person_394', 'person_1655', 'person_1479', 'person_978', 'person_989']"
team_82,TM-3082,Team_82_Firm,"['person_1984', 'person_1792', 'person_534', 'person_860', 'person_1372', 'person_1233', 'person_999', 'person_1077']"
team_83,TM-3083,Team_83_Course,"['person_1135', 'person_1664', 'person_242', 'person_702', 'person_1403', 'person_186', 'person_1623', 'person_1645', 'person_268', 'person_1860', 'person_332', 'person_902', 'person_105']"
team_84,TM-3084,Team_84_Religious,"['person_1219', 'person_1829', 'person_883', 'person_1813', 'person_295', 'person_632', 'person_864', 'person_110', 'person_227', 'person_828', 'person_1415', 'person_1446', 'person_424', 'person_663', 'person_1721', 'person_1195', 'person_1871', 'person_1662', 'person_444', 'person_1251']"
team_85,TM-3085,Team_85_Candidate,"['person_626', 'person_1081', 'person_1301', 'person_440', 'person_73', 'person_219', 'person_52', 'person_831', 'person_403']"
team_86,TM-3086,Team_86_Camera,"['person_89', 'person_9', 'person_1102', 'person_751', 'person_288', 'person_320', 'person_339', 'person_1369', 'person_253', 'person_1119', 'person_1195', 'person_323']"
team_87,TM-3087,Team_87_Across,"['person_1632', 'person_20', 'person_562', 'person_1465', 'person_802', 'person_1139', 'person_332', 'person_112', 'person_1265', 'person_1622', 'person_892', 'person_465', 'person_1386', 'person_647', 'person_482', 'person_1993']"
team_88,TM-3088,Team_88_Believe,"['person_2', 'person_761', 'person_1065', 'person_1274', 'person_984', 'person_32', 'person_83', 'person_1899', 'person_1973', 'person_1474', 'person_1197', 'person_1119', 'person_6', 'person_1884', 'person_619', 'person_931', 'person_438', 'person_624', 'person_21', 'person_312']"
team_89,TM-3089,Team_89_Increase,"['person_641', 'person_1763', 'person_1101', 'person_1355', 'person_1774', 'person_1613', 'person_294', 'person_644', 'person_1452', 'person_1972', 'person_983', 'person_618', 'person_1909', 'person_992', 'person_953', 'person_1116', 'person_967', 'person_783', 'person_1843', 'person_1229']"
team_90,TM-3090,Team_90_Indicate,"['person_1693', 'person_583', 'person_353', 'person_1517', 'person_1096', 'person_1510', 'person_1470', 'person_995', 'person_1682']"
team_91,TM-3091,Team_91_Information,"['person_1284', 'person_795', 'person_64', 'person_81', 'person_1097', 'person_1699', 'person_616', 'person_1083', 'person_1433', 'person_98', 'person_1315', 'person_1495', 'person_1064', 'person_11', 'person_1825', 'person_1286', 'person_323']"
team_92,TM-3092,Team_92_Science,"['person_385', 'person_1305', 'person_1130', 'person_722', 'person_145', 'person_1989', 'person_265', 'person_55', 'person_524', 'person_1898', 'person_1369', 'person_451', 'person_1828', 'person_1637', 'person_640', 'person_911']"
team_93,TM-3093,Team_93_Professional,"['person_1036', 'person_604', 'person_1809', 'person_1895', 'person_906', 'person_1582', 'person_1645', 'person_1089', 'person_383', 'person_438', 'person_819', 'person_923', 'person_35', 'person_946', 'person_1507', 'person_1758', 'person_89', 'person_990', 'person_1135']"
team_94,TM-3094,Team_94_Fall,"['person_1751', 'person_827', 'person_1073', 'person_740', 'person_101', 'person_943', 'person_698']"
team_95,TM-3095,Team_95_Possible,"['person_1913', 'person_1732', 'person_100', 'person_488', 'person_1447', 'person_1486', 'person_43', 'person_485', 'person_1281', 'person_1673', 'person_1650', 'person_1371', 'person_537', 'person_320', 'person_272']"
team_96,TM-3096,Team_96_Toward,"['person_660', 'person_1932', 'person_1645', 'person_1595', 'person_1265', 'person_1588', 'person_58', 'person_1053', 'person_1259']"
team_97,TM-3097,Team_97_Watch,"['person_839', 'person_867', 'person_707', 'person_130', 'person_1243', 'person_1861']"
team_98,TM-3098,Team_98_Over,"['person_1208', 'person_811', 'person_427', 'person_88', 'person_571', 'person_198', 'person_890', 'person_1399', 'person_1795', 'person_1447', 'person_976', 'person_1751', 'person_151', 'person_373', 'person_642', 'person_790', 'person_1071', 'person_820', 'person_912']"
team_99,TM-3099,Team_99_Need,"['person_121', 'person_1989', 'person_1054', 'person_890', 'person_1992', 'person_1220', 'person_308', 'person_1940', 'person_278', 'person_1390', 'person_128', 'person_892']"
team_100,TM-3100,Team_100_Fire,"['person_1632', 'person_1987', 'person_1079', 'person_851', 'person_1176', 'person_1622', 'person_777']"
team_101,TM-3101,Team_101_Skill,"['person_131', 'person_419', 'person_982', 'person_16', 'person_1808', 'person_1004', 'person_1571', 'person_409', 'person_580', 'person_563', 'person_1148', 'person_1587', 'person_810', 'person_1976', 'person_78', 'person_385']"
team_102,TM-3102,Team_102_Response,"['person_1696', 'person_792', 'person_764', 'person_999', 'person_563', 'person_855', 'person_1924', 'person_40', 'person_330', 'person_311', 'person_727', 'person_832', 'person_1835', 'person_641', 'person_1364', 'person_684', 'person_831']"
team_103,TM-3103,Team_103_Painting,"['person_1562', 'person_493', 'person_690', 'person_536', 'person_962', 'person_1913', 'person_571', 'person_458', 'person_1417', 'person_1277', 'person_1069', 'person_1082', 'person_1974', 'person_1208', 'person_1428', 'person_1504', 'person_1209', 'person_1457', 'person_1758']"
team_104,TM-3104,Team_104_Eight,"['person_1900', 'person_377', 'person_1331', 'person_78', 'person_1706', 'person_1968']"
team_105,TM-3105,Team_105_Baby,"['person_1192', 'person_370', 'person_121', 'person_298', 'person_1999', 'person_1928', 'person_970', 'person_1873', 'person_1244', 'person_953', 'person_358', 'person_633']"
team_106,TM-3106,Team_106_Continue,"['person_1284', 'person_120', 'person_101', 'person_864', 'person_85', 'person_886', 'person_969', 'person_818', 'person_1848', 'person_757', 'person_1058', 'person_808', 'person_1259', 'person_41', 'person_1331', 'person_472', 'person_795', 'person_1067']"
team_107,TM-3107,Team_107_Billion,"['person_464', 'person_1276', 'person_1119', 'person_922', 'person_387', 'person_1537', 'person_516', 'person_1380']"
team_108,TM-3108,Team_108_Wife,"['person_1843', 'person_1147', 'person_654', 'person_184', 'person_1494', 'person_266', 'person_64', 'person_754', 'person_402', 'person_1767', 'person_105', 'person_895', 'person_1162', 'person_557', 'person_1616', 'person_1364']"
team_109,TM-3109,Team_109_Democratic,"['person_199', 'person_593', 'person_47', 'person_585', 'person_1495', 'person_1597', 'person_1450', 'person_287', 'person_619', 'person_408', 'person_275', 'person_1203', 'person_1286', 'person_1901']"
team_110,TM-3110,Team_110_Those,"['person_260', 'person_1543', 'person_215', 'person_1899', 'person_1021', 'person_1085', 'person_1952', 'person_405', 'person_971', 'person_1183', 'person_468', 'person_221', 'person_1153', 'person_1703', 'person_1741', 'person_1485', 'person_1277']"
team_111,TM-3111,Team_111_Leave,"['person_1057', 'person_466', 'person_755', 'person_1293', 'person_986', 'person_1592', 'person_935', 'person_1117', 'person_373', 'person_469', 'person_1941', 'person_56', 'person_1273', 'person_1975', 'person_1343', 'person_1145', 'person_1283', 'person_603']"
team_112,TM-3112,Team_112_Person,"['person_390', 'person_1608', 'person_1779', 'person_1680', 'person_1232', 'person_440', 'person_1079', 'person_897', 'person_663', 'person_302', 'person_1062', 'person_665', 'person_1009', 'person_1664', 'person_713', 'person_760', 'person_705', 'person_823']"
team_113,TM-3113,Team_113_Century,"['person_1994', 'person_1841', 'person_1744', 'person_1026', 'person_1865', 'person_977', 'person_1532']"
team_114,TM-3114,Team_114_Threat,"['person_888', 'person_88', 'person_1366', 'person_462', 'person_1820', 'person_64', 'person_1169']"
team_115,TM-3115,Team_115_Respond,"['person_1700', 'person_1451', 'person_1374', 'person_1984', 'person_1557', 'person_863']"
team_116,TM-3116,Team_116_Notice,"['person_1195', 'person_1916', 'person_838', 'person_1020', 'person_643', 'person_964', 'person_255', 'person_1187', 'person_1317', 'person_222', 'person_1509', 'person_681', 'person_825', 'person_560', 'person_1145', 'person_1150', 'person_1907']"
team_117,TM-3117,Team_117_Evening,"['person_151', 'person_1057', 'person_16', 'person_573', 'person_1728', 'person_208', 'person_1175', 'person_1750', 'person_304', 'person_1869', 'person_562', 'person_1269', 'person_117', 'person_1765', 'person_1897', 'person_1290', 'person_399', 'person_1082', 'person_69']"
team_118,TM-3118,Team_118_Live,"['person_1554', 'person_162', 'person_670', 'person_1385', 'person_148', 'person_604', 'person_1794', 'person_1215', 'person_867', 'person_1295', 'person_1649', 'person_1101', 'person_1900']"
team_119,TM-3119,Team_119_Model,"['person_21', 'person_1616', 'person_614', 'person_1098', 'person_1401', 'person_967', 'person_1117', 'person_885', 'person_1590', 'person_452', 'person_1802']"
team_120,TM-3120,Team_120_Hear,"['person_1654', 'person_1666', 'person_1457', 'person_1152', 'person_1306', 'person_908', 'person_581', 'person_177', 'person_957', 'person_732', 'person_525', 'person_1247', 'person_341', 'person_638', 'person_1853', 'person_1382']"
team_121,TM-3121,Team_121_Enter,"['person_1392', 'person_1973', 'person_1141', 'person_1792', 'person_439', 'person_1979', 'person_1475', 'person_678', 'person_812', 'person_1289', 'person_1617', 'person_1386', 'person_934', 'person_535', 'person_921', 'person_700']"
team_122,TM-3122,Team_122_Test,"['person_761', 'person_1378', 'person_736', 'person_9', 'person_1298', 'person_458', 'person_338', 'person_242', 'person_866', 'person_89']"
team_123,TM-3123,Team_123_Else,"['person_216', 'person_1478', 'person_1566', 'person_268', 'person_1363', 'person_200', 'person_1411', 'person_1713', 'person_794', 'person_92', 'person_376', 'person_231', 'person_474', 'person_1052', 'person_1529']"
team_124,TM-3124,Team_124_Want,"['person_1877', 'person_1745', 'person_1415', 'person_1311', 'person_1585', 'person_911']"
team_125,TM-3125,Team_125_Important,"['person_669', 'person_1324', 'person_1045', 'person_1229', 'person_220']"
team_126,TM-3126,Team_126_Theory,"['person_1093', 'person_210', 'person_1215', 'person_1403', 'person_1192', 'person_549', 'person_324', 'person_10']"
team_127,TM-3127,Team_127_Understand,"['person_1380', 'person_1951', 'person_907', 'person_1127', 'person_1323']"
team_128,TM-3128,Team_128_Approach,"['person_267', 'person_52', 'person_1529', 'person_301', 'person_1493', 'person_972', 'person_980', 'person_251', 'person_1391', 'person_1809', 'person_779', 'person_1723', 'person_1865', 'person_307', 'person_1880', 'person_400', 'person_1568', 'person_1151', 'person_1293', 'person_508']"
team_129,TM-3129,Team_129_Institution,"['person_1563', 'person_340', 'person_290', 'person_674', 'person_224', 'person_1873', 'person_972', 'person_834', 'person_128', 'person_1472', 'person_1662', 'person_753', 'person_1370', 'person_1500', 'person_1471', 'person_1467', 'person_1271', 'person_322', 'person_598', 'person_1661']"
team_130,TM-3130,Team_130_Such,"['person_682', 'person_1691', 'person_290', 'person_1653', 'person_1605', 'person_1565', 'person_1469', 'person_1389', 'person_1084', 'person_390', 'person_1026', 'person_1476', 'person_949']"
team_131,TM-3131,Team_131_Picture,"['person_705', 'person_1203', 'person_153', 'person_1172', 'person_717', 'person_888', 'person_329', 'person_1268', 'person_1393']"
team_132,TM-3132,Team_132_Commercial,"['person_1420', 'person_1219', 'person_1229', 'person_450', 'person_1333', 'person_1457', 'person_791', 'person_113', 'person_1027', 'person_1707']"
team_133,TM-3133,Team_133_Weight,"['person_236', 'person_477', 'person_1830', 'person_692', 'person_262', 'person_121', 'person_706', 'person_1339', 'person_1780', 'person_1570', 'person_1954', 'person_130', 'person_1194', 'person_120']"
team_134,TM-3134,Team_134_Center,"['person_429', 'person_102', 'person_1958', 'person_168', 'person_1857', 'person_193', 'person_517', 'person_657', 'person_1963', 'person_1407', 'person_1645', 'person_946', 'person_1614', 'person_1521', 'person_759', 'person_446', 'person_1334']"
