id,policyNumber,policyType,startDate,endDate,premiumAmount,status,policyHolderID,insurerID,underwriterID,coverageIDs,agentID
policy_110,PN-3773-110,Landlord,2023-02-08,2024-04-24,1208.89,Active,holder_116,insurer_5,underwriter_9,['coverage_12'],agent_12
policy_111,PN-9681-111,Landlord,2022-02-26,2024-04-01,744.55,Active,holder_559,insurer_5,underwriter_17,"['coverage_14', 'coverage_0', 'coverage_1', 'coverage_4']",agent_15
policy_112,PN-8444-112,Home,2024-01-17,2026-08-24,1041.65,Expired,holder_418,insurer_6,underwriter_4,"['coverage_7', 'coverage_5', 'coverage_2', 'coverage_10']",agent_11
policy_113,PN-5523-113,Umbrella,2023-01-30,2023-09-27,1146.54,Cancelled,holder_452,insurer_7,underwriter_17,"['coverage_14', 'coverage_5', 'coverage_11']",agent_6
policy_114,PN-1245-114,Renter,2024-03-28,2024-07-15,1286.57,Expired,holder_571,insurer_7,underwriter_13,"['coverage_6', 'coverage_13', 'coverage_1']",agent_0
policy_115,PN-5765-115,Home,2024-01-15,2025-09-10,1578.14,Active,holder_51,insurer_3,underwriter_19,"['coverage_13', 'coverage_4', 'coverage_1']",agent_19
policy_116,PN-4214-116,Home,2023-06-19,2024-03-07,755.95,Lapsed,holder_474,insurer_0,underwriter_6,"['coverage_4', 'coverage_13', 'coverage_5', 'coverage_0']",agent_0
policy_117,PN-9958-117,Home,2024-10-17,2026-09-15,444.15,Active,holder_400,insurer_1,underwriter_12,['coverage_6'],agent_5
policy_118,PN-2684-118,Condo,2023-10-02,2024-11-12,1202.99,Cancelled,holder_67,insurer_7,underwriter_7,"['coverage_8', 'coverage_1', 'coverage_6']",agent_7
policy_119,PN-3170-119,Renter,2024-02-23,2025-04-02,1555.43,Expired,holder_280,insurer_8,underwriter_7,"['coverage_11', 'coverage_10', 'coverage_4', 'coverage_7']",agent_1
policy_120,PN-3784-120,Landlord,2024-07-23,2025-07-14,1923.58,Active,holder_49,insurer_9,underwriter_13,['coverage_14'],agent_16
policy_121,PN-1790-121,Umbrella,2024-06-07,2026-04-04,1691.36,Cancelled,holder_203,insurer_3,underwriter_3,"['coverage_11', 'coverage_9']",agent_3
policy_122,PN-8680-122,Renter,2022-11-07,2024-06-13,1008.48,Cancelled,holder_185,insurer_1,underwriter_14,"['coverage_6', 'coverage_1']",agent_8
policy_123,PN-5292-123,Renter,2024-06-29,2026-10-26,1809.18,Active,holder_264,insurer_3,underwriter_3,"['coverage_6', 'coverage_14', 'coverage_4', 'coverage_10']",agent_11
policy_124,PN-9021-124,Landlord,2023-04-05,2025-03-07,1643.95,Active,holder_117,insurer_4,underwriter_3,"['coverage_5', 'coverage_7']",agent_16
policy_125,PN-7025-125,Auto,2022-08-05,2024-01-17,1504.12,Cancelled,holder_234,insurer_5,underwriter_18,"['coverage_12', 'coverage_13', 'coverage_0', 'coverage_3']",agent_16
policy_126,PN-2897-126,Renter,2022-08-20,2023-06-25,218.16,Active,holder_151,insurer_2,underwriter_2,"['coverage_10', 'coverage_12']",agent_18
policy_127,PN-3791-127,Condo,2024-08-04,2024-12-08,1608.04,Expired,holder_223,insurer_2,underwriter_13,"['coverage_1', 'coverage_8']",agent_2
policy_128,PN-2753-128,Landlord,2022-11-17,2024-11-10,527.73,Lapsed,holder_397,insurer_0,underwriter_4,['coverage_14'],agent_12
policy_129,PN-3834-129,Auto,2022-03-25,2024-05-05,1078.95,Expired,holder_455,insurer_1,underwriter_12,"['coverage_1', 'coverage_12', 'coverage_8', 'coverage_7']",agent_9
policy_130,PN-2103-130,Condo,2024-06-29,2026-11-08,471.57,Expired,holder_240,insurer_4,underwriter_18,"['coverage_2', 'coverage_10']",agent_0
policy_131,PN-4217-131,Auto,2023-11-08,2024-01-10,558.83,Expired,holder_62,insurer_5,underwriter_6,"['coverage_7', 'coverage_9', 'coverage_8', 'coverage_11']",agent_16
policy_132,PN-9522-132,Umbrella,2024-08-05,2026-06-03,1400.38,Lapsed,holder_509,insurer_5,underwriter_3,['coverage_8'],agent_13
policy_133,PN-6688-133,Auto,2023-08-10,2026-07-08,300.94,Active,holder_360,insurer_9,underwriter_13,['coverage_0'],agent_1
policy_134,PN-5986-134,Landlord,2024-02-22,2026-08-29,533.01,Lapsed,holder_255,insurer_2,underwriter_9,"['coverage_7', 'coverage_0', 'coverage_10']",agent_19
policy_135,PN-4477-135,Landlord,2023-11-26,2026-11-11,1600.24,Lapsed,holder_302,insurer_0,underwriter_5,"['coverage_5', 'coverage_11', 'coverage_1', 'coverage_8']",agent_14
policy_136,PN-8513-136,Landlord,2024-01-17,2026-12-06,1408.78,Cancelled,holder_143,insurer_5,underwriter_3,"['coverage_13', 'coverage_4']",agent_3
policy_137,PN-5251-137,Condo,2024-11-29,2025-10-17,1191.49,Lapsed,holder_372,insurer_4,underwriter_6,"['coverage_6', 'coverage_12', 'coverage_7', 'coverage_13']",agent_10
policy_138,PN-6313-138,Renter,2024-08-07,2027-05-27,1765.25,Cancelled,holder_159,insurer_0,underwriter_19,"['coverage_10', 'coverage_13', 'coverage_12']",agent_7
policy_139,PN-3707-139,Home,2022-04-25,2023-11-13,304.56,Expired,holder_490,insurer_9,underwriter_7,"['coverage_6', 'coverage_11', 'coverage_2']",agent_9
policy_140,PN-1101-140,Home,2023-08-10,2024-05-06,1728.62,Active,holder_543,insurer_4,underwriter_17,"['coverage_12', 'coverage_4', 'coverage_3', 'coverage_8']",agent_1
policy_141,PN-3584-141,Landlord,2024-08-15,2026-12-10,1829.95,Cancelled,holder_474,insurer_4,underwriter_16,"['coverage_6', 'coverage_14', 'coverage_1']",agent_11
policy_142,PN-8980-142,Condo,2024-04-05,2025-11-27,1258.11,Active,holder_344,insurer_5,underwriter_13,"['coverage_2', 'coverage_0']",agent_0
policy_143,PN-3009-143,Condo,2023-04-23,2024-08-20,1565.69,Active,holder_426,insurer_2,underwriter_1,"['coverage_3', 'coverage_8']",agent_17
policy_144,PN-9120-144,Condo,2022-11-16,2025-04-22,1782.44,Active,holder_206,insurer_4,underwriter_18,"['coverage_6', 'coverage_4', 'coverage_7']",agent_2
policy_145,PN-1813-145,Home,2024-03-10,2024-08-05,417.44,Cancelled,holder_137,insurer_8,underwriter_16,"['coverage_11', 'coverage_9', 'coverage_1', 'coverage_2']",agent_16
policy_146,PN-9428-146,Umbrella,2023-02-11,2023-11-19,556.92,Active,holder_520,insurer_8,underwriter_5,"['coverage_3', 'coverage_14', 'coverage_2', 'coverage_4']",agent_1
policy_147,PN-1274-147,Home,2022-09-03,2024-05-24,1424.34,Expired,holder_68,insurer_6,underwriter_10,['coverage_5'],agent_13
policy_148,PN-2869-148,Landlord,2024-09-08,2026-08-29,1270.6,Cancelled,holder_303,insurer_3,underwriter_13,"['coverage_13', 'coverage_8', 'coverage_10', 'coverage_3']",agent_1
policy_149,PN-4825-149,Condo,2024-10-05,2027-02-09,219.92,Expired,holder_27,insurer_6,underwriter_3,['coverage_5'],agent_1
policy_150,PN-2050-150,Renter,2024-01-26,2027-01-09,1213.07,Active,holder_284,insurer_2,underwriter_12,"['coverage_14', 'coverage_7', 'coverage_8', 'coverage_13']",agent_3
policy_151,PN-7311-151,Auto,2023-12-09,2024-10-13,1852.09,Lapsed,holder_137,insurer_8,underwriter_14,"['coverage_14', 'coverage_3', 'coverage_0', 'coverage_7']",agent_19
policy_152,PN-2247-152,Umbrella,2022-08-28,2023-02-21,1759.61,Active,holder_507,insurer_7,underwriter_1,['coverage_10'],agent_9
policy_153,PN-2848-153,Umbrella,2023-07-07,2026-02-16,1721.51,Lapsed,holder_312,insurer_0,underwriter_4,['coverage_12'],agent_15
policy_154,PN-3628-154,Condo,2024-12-15,2027-08-22,1567.98,Active,holder_266,insurer_1,underwriter_6,"['coverage_12', 'coverage_11', 'coverage_13', 'coverage_10']",agent_8
policy_155,PN-2354-155,Auto,2023-02-07,2024-08-06,1027.37,Lapsed,holder_176,insurer_3,underwriter_16,"['coverage_14', 'coverage_9', 'coverage_13', 'coverage_0']",agent_1
policy_156,PN-5447-156,Condo,2023-11-18,2025-09-19,1338.68,Cancelled,holder_368,insurer_5,underwriter_7,['coverage_2'],agent_9
policy_157,PN-3232-157,Renter,2024-11-12,2027-06-17,1226.26,Lapsed,holder_13,insurer_7,underwriter_10,"['coverage_6', 'coverage_3', 'coverage_13', 'coverage_12']",agent_4
policy_158,PN-1025-158,Umbrella,2022-03-09,2022-08-03,1463.8,Cancelled,holder_379,insurer_3,underwriter_1,"['coverage_12', 'coverage_6', 'coverage_1']",agent_18
policy_159,PN-3795-159,Umbrella,2025-02-16,2026-07-14,586.98,Lapsed,holder_116,insurer_8,underwriter_0,"['coverage_9', 'coverage_10', 'coverage_1']",agent_9
policy_160,PN-9590-160,Condo,2024-09-19,2027-04-20,928.03,Lapsed,holder_103,insurer_1,underwriter_1,"['coverage_3', 'coverage_4', 'coverage_12']",agent_9
policy_161,PN-7919-161,Renter,2024-12-15,2026-11-23,1530.52,Cancelled,holder_342,insurer_0,underwriter_10,['coverage_8'],agent_12
policy_162,PN-6020-162,Home,2022-10-17,2024-06-22,1337.42,Active,holder_464,insurer_9,underwriter_3,"['coverage_2', 'coverage_7', 'coverage_12']",agent_13
