claim_id,policy_id,claim_incurred_date,claim_paid_date,gross_claim_amount,recoverable_amount,net_claim_amount,claim_status
f8fe14cf-cd93-4c1e-9794-5ae017372bc5,POL65157503,2024-07-31,2024-12-30,2775.36,1901.04,874.3200000000002,Paid
1b64ad17-11fd-4e15-be02-7c12948a3e9f,POL11860751,2022-04-05,2022-09-20,2242.64,856.84,1385.7999999999997,Paid
aa201166-7433-4033-b247-7ae2e2756ccc,POL40409132,2025-03-12,2025-04-28,2515.9,1628.65,887.25,Paid
3c2110f9-6b38-4a44-87eb-b301bcb41f27,POL17586388,2022-11-03,2022-12-03,8875.12,4527.33,4347.790000000001,Closed
7c117d21-1a65-4ee1-8ab0-92f987e967d5,POL46433111,2023-12-26,2024-01-09,9655.9,3541.88,6114.0199999999995,Closed
67d3b83a-4e11-473f-903f-7d60c209c5b7,POL84496189,2021-07-22,2021-09-14,9981.53,2007.23,7974.300000000001,Closed
74ac80c5-989d-408e-92bf-ce713495655a,POL67355114,2023-10-12,2023-11-16,5262.38,2135.95,3126.4300000000003,Outstanding
c40e17b6-626f-46df-818a-7a1e9a9c0407,POL94460142,2020-06-04,2020-11-25,6124.37,3235.25,2889.12,Paid
16406317-da25-40cc-8717-db20af0acfb6,POL31534915,2019-10-30,2019-12-13,5065.5,3823.64,1241.8600000000001,Outstanding
ca238dac-0679-458a-882c-f1a2dc02bc78,POL52658355,2018-11-17,2019-03-03,7251.92,3449.91,3802.01,Paid
d8cead21-b98f-4257-9b4c-ad5de7c1b0f6,POL56598158,2024-06-27,2024-09-25,9020.5,3456.4,5564.1,Paid
a5aed680-c085-4720-a32e-ce154e608633,POL11340117,2019-02-05,2019-07-08,6962.48,3591.4,3371.0799999999995,Paid
c69fa16a-ecf4-42ff-8238-49cefd431722,POL43757080,2022-02-16,2022-07-23,1530.04,450.65,1079.3899999999999,Paid
1b4c4f96-5d1e-4011-b3a2-c8c4cb458d37,POL83305866,2020-05-30,2020-08-13,5556.1,1845.72,3710.38,Paid
1fd4e9c7-2cad-4848-956b-9932e6a523c3,POL34171452,2024-05-30,2024-10-18,2997.45,1009.61,1987.8399999999997,Outstanding
65999505-ca0a-4997-af9e-a588d498a66b,POL53408795,2020-08-01,2020-12-26,8936.35,5833.72,3102.63,Outstanding
5e5438c8-d293-4491-83e2-cfbac88908ab,POL25384824,2020-12-15,2020-12-24,9004.23,7099.34,1904.8899999999994,Outstanding
3e37aef3-ef9d-4ec1-bc39-90685f5dfa17,POL71521988,2019-07-01,2019-10-02,7171.27,5015.26,2156.01,Paid
8a59da1a-b0be-4399-93d6-71ed05e7736e,POL18807677,2018-04-28,2018-08-18,4031.91,2375.93,1655.98,Closed
226f7037-384f-49aa-b881-c5d767b3160d,POL71001534,2025-02-08,2025-04-15,5042.44,2121.43,2921.0099999999998,Outstanding
592481bb-c0c6-4bdc-9776-1c540f442e0e,POL54081772,2018-09-22,2019-01-29,4376.35,2778.51,1597.8400000000001,Paid
9b3f8ca7-8322-41cb-8cec-d21201aefe2a,POL89823206,2022-01-04,2022-03-14,1654.71,1112.68,542.03,Closed
baeb2135-be1e-49f9-b52c-111390b30427,POL22513208,2018-10-23,2019-01-29,6121.64,1757.5,4364.14,Outstanding
63e8264a-7a7f-49b8-bdfc-339da6cb8a93,POL10708147,2024-08-04,2024-09-18,5028.5,1542.85,3485.65,Outstanding
19678a16-27b3-4c05-93fe-4c9337380254,POL95158215,2018-06-03,2018-10-30,9920.56,3613.92,6306.639999999999,Paid
8c5d6e44-429c-44ec-a9e7-c55e819d94e1,POL99019744,2025-06-16,2025-08-29,6760.39,2341.47,4418.92,Paid
a86e0b77-3533-4a6b-912f-fdb80696b012,POL85413434,2020-08-22,2020-10-30,3137.91,2358.83,779.0799999999999,Closed
757ed414-c650-4c57-819b-ed8cf1297784,POL91501463,2025-03-11,2025-07-25,4327.82,1623.75,2704.0699999999997,Outstanding
168cb3e1-949a-4f2e-9d7f-098fdb80f0d2,POL70598107,2022-10-30,2022-12-09,3804.01,2863.99,940.0200000000004,Paid
e29d6891-21b2-4d9d-bcd4-791345aac068,POL26189505,2025-12-11,2026-03-31,7906.96,2792.01,5114.95,Closed
af965c38-f019-424c-83cd-930e1a2a34f9,POL75709840,2019-11-23,2019-11-27,4117.14,1615.43,2501.71,Outstanding
dc6913c8-157e-421f-bd99-80e65a2c1d13,POL84817478,2019-05-19,2019-10-18,452.3,206.36,245.94,Paid
bb506e31-c9ca-4c4c-aed5-9c97e0e082db,POL97239775,2019-10-02,2019-10-28,4066.48,1919.48,2147.0,Outstanding
85db5301-fa81-49e6-b3d1-df989fff90da,POL20004763,2023-02-05,2023-02-06,9423.8,5465.3,3958.499999999999,Outstanding
aa20822d-ec5b-4d95-97ab-891438a56a35,POL05249635,2021-05-31,2021-06-30,3331.37,2161.76,1169.6099999999997,Closed
18131e34-acc4-448f-b388-02debbca63e8,POL23890095,2018-02-17,2018-05-12,8153.86,2561.21,5592.65,Outstanding
fb09fcc8-322e-40f1-82bd-a9a8d16e3e3a,POL01077693,2025-07-14,2025-09-29,9668.09,3670.04,5998.05,Closed
b5665123-732a-4355-afff-e14978c3b645,POL34609992,2021-06-26,2021-12-10,972.21,563.27,408.94000000000005,Outstanding
6c1b90b8-3105-4769-a04b-1900ec65ef3b,POL39089497,2020-11-16,2021-05-15,7990.34,5771.93,2218.41,Outstanding
e89d29c6-356c-4a32-ba57-b7cbcfa49cb0,POL20869010,2019-01-08,2019-07-03,9921.31,2116.33,7804.98,Closed
db1d2f72-8143-4f33-9098-b0c56e8bca27,POL40473290,2023-04-06,2023-07-04,2722.98,1928.58,794.4000000000001,Closed
f03c42f3-2ec7-4d27-91a1-ced53ed70610,POL96532369,2022-06-24,2022-09-27,5905.11,1652.2,4252.91,Closed
5c62366a-fc9c-49e9-b59a-8f96629f1966,POL15874677,2025-09-20,2025-10-22,6800.32,3304.49,3495.83,Closed
87ab57c4-e1e1-437f-9af6-2d667d2ffd19,POL00561267,2019-06-07,2019-08-08,925.22,475.39,449.83000000000004,Closed
6d92cde9-feed-4456-9ab6-0ce4a4795eb9,POL83460169,2025-05-07,2025-07-03,643.22,394.27,248.95000000000005,Closed
bb505a25-0bd2-4a50-a495-c6dd4207f0c4,POL51645185,2021-08-06,2021-08-17,7517.98,3656.04,3861.9399999999996,Closed
d4f9b618-a321-4db0-9b8a-4d41f80e72c8,POL32475593,2024-11-08,2025-02-11,9512.84,7025.32,2487.5200000000004,Paid
503397c4-88c9-4458-a8a4-57389b4abfb7,POL04726745,2020-07-08,2020-08-19,8671.33,5722.92,2948.41,Outstanding
1bb9e8b9-ceab-45d4-9001-d0870707d483,POL86373586,2022-05-08,2022-08-26,8100.67,5745.18,2355.49,Outstanding
e5bc5e85-771a-400e-88f0-f8200be3d784,POL46974790,2023-03-29,2023-08-24,9300.73,6599.33,2701.3999999999996,Outstanding
ee7eb814-0736-4b36-a4dd-9530e4a8d7e1,POL32553320,2021-12-22,2022-02-05,1302.93,689.41,613.5200000000001,Outstanding
0eaf4694-7b0b-4129-9916-0e83110cb2b2,POL95967622,2018-11-07,2019-02-23,9147.23,2934.46,6212.7699999999995,Closed
366010ed-62c8-4a5f-af88-d9c54ab4f976,POL59150100,2023-11-11,2023-12-21,7153.94,2416.1,4737.84,Closed
9fa1285f-62a3-4eb1-b4d1-0ab987b7df73,POL94411474,2021-08-02,2021-08-10,812.39,598.65,213.74,Paid
ff690b5c-3b9c-4069-bc34-da628365dcfe,POL01662011,2022-11-09,2023-02-10,8531.14,4744.69,3786.45,Closed
84fb327c-0abe-425d-acda-3ece090b63be,POL34539710,2022-03-13,2022-05-30,3705.71,1181.85,2523.86,Outstanding
8bd0ecb0-966e-484f-bdd6-4fca0d83422c,POL50935363,2025-05-11,2025-09-22,3692.0,1541.66,2150.34,Paid
0ea27764-d204-402c-a841-f709263e6288,POL30558450,2019-10-02,2019-12-09,273.9,123.75,150.14999999999998,Closed
e5a13727-679c-436e-9cc3-e0f2446b1caa,POL68403216,2021-09-30,2021-10-13,7909.62,1590.57,6319.05,Outstanding
c55e3244-831e-4b0b-979b-332c8f49692f,POL79722708,2021-03-18,2021-05-26,3824.43,2742.19,1082.2399999999998,Paid
36b0c0a1-b42d-4a5b-827a-23abbdd036e4,POL08873465,2020-06-08,2020-10-21,9893.74,6970.13,2923.6099999999997,Closed
cc060bad-ba77-4420-b83c-46f6540702d4,POL82388365,2022-11-25,2023-02-21,6770.9,3735.24,3035.66,Outstanding
5477c8bb-0d1d-4887-8830-9c48d605026f,POL39860957,2022-10-02,2022-10-08,3932.68,853.4,3079.2799999999997,Closed
a974d2db-8772-40ff-82fa-bbed39e85170,POL39319216,2024-07-05,2024-07-20,5772.49,4507.72,1264.7699999999995,Closed
92fc5257-1108-4f2a-bfc8-cc8a9cde5ce4,POL72044829,2022-08-29,2022-11-13,7888.97,1621.3,6267.67,Outstanding
8533c798-8885-43da-9c94-dbf519ae47f1,POL81710897,2021-01-05,2021-05-07,1782.15,862.83,919.32,Closed
4b733d74-9b7c-4e8c-9c4e-52ab0721c52d,POL77657238,2023-08-30,2024-01-31,2419.66,615.64,1804.02,Paid
234fbc49-b4a9-4601-8a09-695fe5b63cb1,POL72597104,2019-01-30,2019-03-08,3363.39,2033.46,1329.9299999999998,Paid
30b3ebf6-4428-44c1-9769-357e60f6cc87,POL89627589,2022-01-30,2022-02-11,5188.92,3182.12,2006.8000000000002,Paid
b704a113-14c2-4060-804f-785a3bb6586d,POL48711394,2024-12-04,2025-01-15,870.85,476.18,394.67,Closed
945c893b-8145-4ee4-b3a6-4998bafe8e1d,POL94288610,2025-08-20,2025-10-26,6396.6,2991.5,3405.1000000000004,Outstanding
d0255ccd-40d8-4a6c-8ade-d0481d55f8e7,POL09632293,2023-09-21,2023-12-28,296.24,181.81,114.43,Outstanding
64d1567d-8fef-4e9b-b67c-d45fb12ab7f8,POL43867048,2021-06-03,2021-09-22,5308.62,3764.32,1544.2999999999997,Closed
8ce2586f-f0ab-4213-908e-d2ef2b5f5ecb,POL78666481,2025-01-04,2025-04-17,6978.31,4241.88,2736.4300000000003,Outstanding
fe7d83e5-03aa-4d68-babc-52adf97fbb11,POL60572985,2025-11-15,2025-12-08,1530.88,355.61,1175.27,Outstanding
d4ea5368-2652-43f5-9b12-476839e401b3,POL72751975,2020-10-03,2021-02-08,9014.74,5963.6,3051.1399999999994,Paid
aeee584d-dd11-470f-9099-e98b94227ba9,POL24785760,2019-02-10,2019-06-21,4690.52,2988.77,1701.7500000000005,Closed
743b9ed9-857f-4fe0-be80-152ded796042,POL80543967,2019-11-04,2019-12-03,8094.55,3566.14,4528.41,Outstanding
f27f673a-f5fc-4649-ac3e-9590f978f33f,POL40079263,2023-07-03,2023-10-13,2725.24,1458.58,1266.6599999999999,Closed
a8149514-c460-4ed4-80c2-d3c7103f75c1,POL78713624,2023-02-27,2023-08-11,6465.52,5049.0,1416.5200000000004,Outstanding
312fff52-34aa-4801-934a-5c959c69dc7b,POL33044976,2021-08-16,2021-11-15,6879.59,3796.75,3082.84,Closed
ae5ef055-25a6-4757-b69e-e70fee72cb0b,POL98618875,2024-07-07,2024-10-20,9828.83,5005.86,4822.97,Closed
4bb014f4-c304-4623-8a57-2a2977b07990,POL28108632,2022-04-29,2022-06-14,9845.98,5057.61,4788.37,Outstanding
a3456977-2ed5-4528-87ab-181b6ecdb7e8,POL91613468,2021-08-04,2021-09-23,1467.89,474.23,993.6600000000001,Paid
ecd9bbc7-e215-4e30-b95a-26a8c84933ff,POL47859246,2024-04-02,2024-08-18,5645.35,1962.82,3682.5300000000007,Closed
058cee2a-d4bf-4c2a-b04f-b457285e991f,POL57764012,2025-04-20,2025-08-24,7514.58,4031.31,3483.27,Outstanding
1c1c3ce9-ff0b-4a08-8511-4167e6cfc2e9,POL81887560,2022-08-23,2022-09-07,3456.89,2691.78,765.1099999999997,Paid
7150cdbd-cd63-4c12-a339-5d1f5b47a4b9,POL17639654,2018-01-19,2018-02-18,8426.79,3241.97,5184.8200000000015,Closed
0e2b5e26-b785-4407-bc25-f155301c4368,POL04388096,2022-03-13,2022-03-29,6084.26,3064.88,3019.38,Outstanding
e53e187e-013b-4376-ad38-bdfae028f988,POL22372710,2021-05-02,2021-09-28,1145.17,545.57,599.6,Outstanding
5caf504a-b191-4596-be7a-d49ed6489289,POL51784285,2025-02-20,2025-08-03,3989.62,1192.86,2796.76,Closed
b3e2a82c-d621-4b1d-91e9-da1d470294fe,POL68123245,2021-06-10,2021-11-02,6682.76,2335.61,4347.15,Outstanding
bc8b20f6-4cd6-4cec-bb1a-f56fae58812e,POL07496489,2018-08-15,2019-01-28,4549.8,3200.29,1349.5100000000002,Outstanding
7141452a-bb87-40b0-a93f-bff42bd3eb91,POL01551669,2025-10-26,2026-02-03,7821.61,3017.37,4804.24,Paid
067be54c-1501-4239-bd44-0cc42b11b461,POL98107272,2020-11-25,2021-01-06,3644.78,1751.79,1892.9900000000002,Paid
33fa36dc-248d-4da5-b003-74038932c791,POL00041562,2018-03-15,2018-06-09,6727.0,2039.14,4687.86,Paid
2a3ecc2c-dc2e-4b0b-ace7-1e80eb903afe,POL73113267,2022-09-09,2023-01-18,4760.63,3168.23,1592.4,Closed
a86e5154-4ce1-4f91-a416-365258d20f38,POL25206663,2020-10-13,2021-02-26,7814.81,4263.57,3551.2400000000007,Closed
886ff310-44bc-4c10-8f59-25f38d559870,POL34507098,2024-03-17,2024-07-26,4840.84,3411.93,1428.9100000000003,Outstanding
029d4f7d-850d-4d07-88ed-cf242faa1222,POL28977061,2019-12-19,2020-05-06,5131.47,1094.41,4037.0600000000004,Closed
96e10dcc-284c-4676-bc77-5c94f6649aa4,POL24228485,2023-07-20,2023-10-05,5412.3,3798.94,1613.3600000000001,Closed
08e81da3-8c39-4184-9830-5f4dfaaabbf1,POL55156765,2021-05-03,2021-08-09,1292.38,515.12,777.2600000000001,Outstanding
82e31a15-f457-453f-a48a-53496d7ad5f8,POL87021700,2019-09-15,2020-01-20,1932.98,953.7,979.28,Paid
125c7598-a205-4602-b9d1-d00f143641d2,POL49066443,2024-01-11,2024-04-19,3175.04,872.82,2302.22,Paid
3d31c5e2-198a-4397-ade0-84f9ca0bcd07,POL78889987,2025-02-18,2025-03-10,3154.99,657.56,2497.43,Closed
1be24f04-d1d1-40cb-b5d5-17f7dd3ee350,POL56407466,2020-02-12,2020-05-25,4120.68,868.64,3252.0400000000004,Paid
5d92a1d0-1ff7-4ee6-9efb-690f5cb4268a,POL36497390,2024-01-02,2024-03-06,3371.8,748.64,2623.1600000000003,Outstanding
5b7a30a6-e776-4e8e-b0cd-21df8227f9f4,POL80610467,2023-09-27,2023-10-22,3901.58,2437.81,1463.77,Closed
e9db50ec-215d-485e-b484-143dced63e44,POL60199416,2023-06-23,2023-07-21,4163.54,1141.77,3021.77,Closed
204507a6-a671-4727-96fb-ffc706c92085,POL83021839,2022-06-03,2022-09-13,8681.33,3191.91,5489.42,Paid
ea7f413f-6645-4091-8b25-122a3e651530,POL29014456,2019-08-08,2020-01-11,6412.71,4460.6,1952.1099999999997,Outstanding
c8937d7d-8a7a-4909-9771-4d34e15d5e9b,POL67239430,2019-04-23,2019-09-18,9897.21,4295.71,5601.499999999999,Outstanding
bf0260a3-28ce-4403-90ab-67e81d6f40c3,POL33514727,2018-04-05,2018-09-02,8775.41,6909.44,1865.9700000000003,Paid
70479db4-e622-4b70-ad0d-4144bdb2828e,POL21122309,2025-03-28,2025-06-11,583.64,146.8,436.84,Outstanding
5475db28-0360-43a8-b28f-7cef082d1e22,POL38370397,2020-01-13,2020-07-03,9664.66,3035.15,6629.51,Outstanding
