entry_id,posting_date,policy_group_id,account_code,description,amount,dr_cr_flag,source_metric,export_status
397b2b85-b4c5-4af0-894b-7bfbefae67b2,2025-10-30,GRP90748,AC16316,Campaign fast green.,47330.97,DR,CSM,Rejected
a2ee8a3a-07c9-41ae-9d3c-4205e33e8fcf,2023-10-20,GRP16126,AC01796,Mr also.,35742.25,DR,Claim,Ready
895bb53f-0d05-408a-82b8-54e8e237f865,2019-12-25,GRP61287,AC83301,Staff money either compare.,-40285.89,CR,RA,Posted
ccd16bfc-c4ca-48c7-9b72-555e49704542,2023-06-27,GRP68016,AC27762,Easy or.,-5880.4,CR,RA,Ready
03d8b0a1-5353-45ba-b072-ab1ee8ca76d3,2018-12-26,GRP39827,AC01959,Stay stay address economy.,1468.9,CR,CSM,Rejected
5e1e299f-1feb-4224-913a-14101fe88fc3,2021-11-14,GRP07693,AC74164,Cup food wall glass election.,13264.77,CR,RA,Ready
07c674bd-8555-4476-9361-da94e46d9881,2018-12-22,GRP42258,AC97571,Approach now tax million.,9751.31,DR,Claim,Ready
aee70629-fed2-4a67-8cee-2f99e694cff4,2025-01-06,GRP99544,AC74498,Operation leg lose.,41597.9,CR,Claim,Ready
74d6d2d0-1533-4c47-b1dd-a78ba71168bc,2022-07-25,GRP13878,AC48683,View often.,24800.85,DR,RA,Ready
33eb74a4-11a2-4972-85e5-1585b289a35b,2022-02-04,GRP90495,AC16149,Over student Mr follow.,-35967.95,CR,Claim,Rejected
aee72a66-fe1a-46a4-b57e-1e1a097448cb,2022-10-11,GRP96456,AC68753,Expert indicate address produce.,-2174.04,CR,Claim,Posted
f108fc01-9a5b-4b9b-ba99-1a1a4bca3336,2019-06-07,GRP38553,AC41490,Moment themselves all.,-27759.46,DR,RA,Rejected
32de9d9c-c398-47b4-92db-34dc813ed995,2024-08-24,GRP72717,AC10378,Eat hospital hair truth.,-20089.15,DR,Claim,Ready
d81a95d7-0fe2-46bd-99e8-5db278074792,2023-04-28,GRP13249,AC82569,Team list account.,-36994.18,CR,CSM,Posted
b4550037-6528-40e8-b8a5-ebf3b289c2c6,2021-11-30,GRP83738,AC30965,Wish success.,-4114.83,CR,CSM,Posted
40ffd7b2-003e-4243-9d82-2b848f194b76,2018-03-19,GRP94286,AC25404,Activity century region money.,-26106.67,DR,CSM,Ready
a74d09bb-9b9a-4ef4-bf6b-1cd8d8b7ed99,2025-07-09,GRP48018,AC96617,Travel simply build.,-41947.04,CR,RA,Posted
9a9fede5-bc7d-4127-8f87-791341436404,2021-12-18,GRP34398,AC37820,Mother day.,-18796.45,DR,Claim,Posted
4ee3a884-4421-4175-a43f-4f52068fdab3,2023-11-13,GRP43229,AC90100,Lead majority couple generation.,-28610.72,DR,CSM,Posted
cd78cdc4-d282-4633-a923-fca8cb65cdac,2020-07-11,GRP55157,AC16143,Full beat consumer part.,19690.45,CR,CSM,Ready
55e12dd3-f5cc-47b9-a0f1-c7356203ae66,2023-04-07,GRP67184,AC56153,Individual candidate.,8526.49,CR,Claim,Ready
56e2fe66-abae-432c-97c4-1dc25674fc74,2020-05-22,GRP98643,AC90945,Forward argue this he.,20528.26,CR,CSM,Rejected
a4141a38-d954-4659-b413-f2ca28657974,2022-09-24,GRP94712,AC25600,Believe skill alone interesting office.,-14900.62,DR,Claim,Posted
1556eb32-a750-4d3a-aa6c-c32b20ae448f,2024-11-04,GRP98884,AC92253,Western figure operation stay.,-21566.41,CR,RA,Rejected
78e4d9e1-9284-4dca-9fd0-5ef70a3e8438,2019-07-30,GRP53338,AC08083,Federal college human.,-25514.12,CR,RA,Rejected
ff3a394e-0d1d-4343-83f3-e0b29a4a8694,2022-04-01,GRP60467,AC66548,Third thought both those.,11171.97,CR,Claim,Ready
67c35425-d1c0-4f2b-8d2b-e4cd26b49d09,2019-09-22,GRP47562,AC29404,Room their record.,39274.78,DR,Claim,Rejected
ed0d2b73-08ad-4077-bf7e-b10c38ed25aa,2018-01-28,GRP79028,AC87157,Member quickly or film.,-29349.71,DR,Claim,Rejected
81050b1e-9aca-4403-957e-3a9697b7aa60,2021-06-19,GRP79940,AC11165,Better modern.,-1820.25,DR,RA,Ready
3c2f6fd7-1d2d-445a-9431-80a8af8c06fd,2021-12-02,GRP02278,AC40121,Shake country player music.,-4925.46,DR,Claim,Posted
e3f3374e-f574-42df-b591-42f25cbe7878,2022-12-17,GRP31115,AC57874,Different scene sport.,-46430.73,CR,Claim,Ready
3f35cd9a-1e0e-436a-92e8-5668376a5679,2025-08-24,GRP64479,AC43460,Memory nature first.,-5588.29,DR,Claim,Ready
652e5d73-bd4b-4380-a16d-ba9973936e5c,2021-09-12,GRP44750,AC73208,Top middle career government ready.,-19640.57,CR,CSM,Ready
3b13cb40-a15b-412f-8344-cb26cc7a6825,2022-01-23,GRP39954,AC47999,Thought gun college.,-30055.72,CR,Claim,Rejected
c9be4232-4e68-485e-a278-7d1030507f9e,2022-06-27,GRP10613,AC20210,Last approach west.,16276.36,CR,CSM,Posted
41fdf6a3-9ed5-4c39-bf4b-06a970b01453,2025-11-27,GRP63200,AC62479,Turn event prepare.,-16700.75,CR,Claim,Ready
011bd512-3b4a-4a6d-bf38-0b29bdceb302,2019-06-02,GRP51708,AC93945,Party whose.,-25628.02,DR,Claim,Ready
8e6cb5b9-f042-49b2-bac4-cda76f75e342,2022-03-09,GRP78084,AC59334,Part group in.,-37864.37,CR,Claim,Posted
3d77b0fe-db54-4d40-8bf8-18d22aeb1c94,2019-01-22,GRP44611,AC66957,Glass happy mind daughter task.,41614.84,CR,RA,Ready
a92584a1-b464-4f55-8faa-9a4568c027f7,2022-07-06,GRP30632,AC49006,Find million traditional contain worry.,26892.37,CR,CSM,Posted
ceadc311-4a2e-45ab-af6e-f4c38aaf511c,2021-05-21,GRP88616,AC39170,Organization ahead within right dark.,-45472.3,DR,CSM,Posted
f52331b2-9474-4548-906c-d2fc45ff063f,2018-06-07,GRP12543,AC46551,Avoid political report explain safe.,35530.34,CR,CSM,Posted
3bcbab34-c976-437c-b43a-e615aa268a2b,2023-03-25,GRP62254,AC97009,Policy provide federal support.,-38499.69,DR,RA,Posted
6688938e-34d0-4757-8a05-e67f5aeb5c26,2024-11-08,GRP57613,AC13207,Think stay.,-23362.54,CR,RA,Posted
d62f82fd-91d3-4815-98f5-f7135c91ca2a,2022-09-05,GRP33909,AC40758,Mr everything girl newspaper because.,24563.96,CR,RA,Ready
49714223-7413-4fb4-8b12-a3798bfc5912,2023-09-30,GRP37577,AC16430,Catch pretty enter.,-45872.74,CR,Claim,Ready
2745231d-d4c0-43f5-b7bc-833dd1bcf399,2025-11-28,GRP52132,AC68263,Law state pull away letter.,39618.72,CR,CSM,Ready
51a817f9-13e8-4907-b59d-45354a138220,2021-09-01,GRP13478,AC89029,Join third.,-12077.4,DR,CSM,Posted
eef8ca94-d6b5-42f4-93a1-9b74a244a2db,2018-03-23,GRP80669,AC60361,Grow attack.,25082.55,CR,RA,Ready
667c1b4b-c575-4618-8e5c-53691ab39ee3,2020-03-02,GRP86799,AC16374,Hour different necessary back list.,-31771.18,DR,Claim,Posted
f4752476-e034-4fa2-9531-c1ec4ee35e3c,2019-10-11,GRP84764,AC88364,Land need stage maintain difference.,-22255.63,DR,CSM,Posted
6b627e5a-5e87-41bb-92d5-2acf7188262c,2023-01-21,GRP18682,AC55507,Then because.,-35189.82,DR,RA,Rejected
9cc4db71-6096-4cb6-b919-f1118eeb1353,2021-01-12,GRP97036,AC25895,Gun if.,13075.62,CR,RA,Ready
bcfa1772-d519-4c1a-a575-073e727e36cc,2025-02-05,GRP70219,AC17372,Mrs ok off leader now.,-43255.73,DR,Claim,Posted
18355154-297f-4bf8-a968-3f595d23f4c7,2025-04-17,GRP17694,AC91718,Shake newspaper.,-37174.97,DR,RA,Rejected
0156b245-23b4-41e0-94de-52fcd586f8ff,2019-08-25,GRP93833,AC53519,Along science side never.,-5362.11,DR,Claim,Ready
4a6981d3-7cd0-4db5-97cf-3dae283de989,2020-03-06,GRP87004,AC92494,Ground thank trip.,-12569.17,DR,Claim,Posted
b613e8e6-4c63-49ee-b396-e3e5e76f0a38,2025-09-02,GRP09893,AC59505,Get address nice leader.,31745.55,DR,Claim,Posted
f9f5ded3-d9c6-4cc9-a2e5-b3e8668356ba,2023-05-09,GRP75098,AC02000,Service this from.,8674.88,DR,Claim,Rejected
2b41fdeb-c71e-46b3-ba03-878833dfc786,2021-12-21,GRP36388,AC62391,Rule his.,-38543.99,CR,RA,Posted
051177ee-8f13-4633-82cb-15ed610f74e1,2020-03-24,GRP43977,AC67805,Message occur any.,26537.93,DR,Claim,Ready
ccff4e3c-3116-4325-87c2-2b95401814fb,2021-05-17,GRP25479,AC64059,Industry game attention wait.,-37582.08,CR,RA,Posted
adf3e33a-497b-43d8-b2d3-f9d4cb4ba8c9,2020-09-29,GRP16163,AC37923,Kid father.,-15698.75,CR,RA,Posted
3f69298b-5e0b-47ca-80bd-b4446833529f,2024-10-15,GRP96039,AC01930,Process do himself appear.,-7820.77,CR,Claim,Posted
919c92f7-0768-4c55-83ed-0738b4e96e9b,2022-09-22,GRP11208,AC16352,Someone he PM fish.,11313.48,DR,CSM,Rejected
d3e1056d-83f6-4676-be2f-004732e4e655,2024-08-01,GRP62699,AC38911,Newspaper animal.,12540.37,DR,RA,Rejected
79eff295-67e5-45cd-ba05-556e5929f97a,2021-11-26,GRP14805,AC57393,Spring together simple.,8383.12,CR,RA,Rejected
f80133e4-abf8-4b7a-8634-6d4d20214f51,2023-10-12,GRP10164,AC34522,Finish part fine picture.,-43464.31,DR,CSM,Rejected
4599f955-ceb8-47c2-b2f6-5bb0a09f254d,2022-11-28,GRP52235,AC91315,Must build.,-42729.88,DR,Claim,Rejected
57bd2ddf-ac71-4662-a8db-6b780ae8f965,2018-05-06,GRP47795,AC53058,Remember town course hour.,44184.77,DR,CSM,Rejected
4cb6e756-de34-442e-aa49-744645301984,2019-05-30,GRP62427,AC02240,Senior people special.,5003.71,CR,Claim,Posted
beb74a47-ba63-40d7-b212-6cb0782dc17b,2018-02-11,GRP99104,AC79158,Pressure somebody project present mean.,12794.41,DR,Claim,Ready
a8fb1c4e-3e64-484d-8304-4cb98c4a38f3,2023-06-23,GRP62039,AC00036,Leader must.,44791.87,CR,RA,Ready
f0806980-4b75-4f8b-841a-135cbdf19bc1,2019-01-26,GRP28341,AC75598,Produce campaign them charge meeting.,-28876.27,DR,CSM,Ready
cfa70c17-d949-44e1-a0cb-d04622cc1a9b,2020-07-31,GRP53488,AC35950,Already near.,881.41,CR,Claim,Rejected
532bdac9-0bd1-4113-8560-92cbfe63acab,2021-09-25,GRP56225,AC89966,Natural move bill building style.,12194.78,DR,CSM,Posted
8f5be393-00e4-4415-ac9a-df2c0f23d545,2021-10-28,GRP04489,AC68514,Reduce of over.,11403.12,CR,RA,Rejected
75905b1c-a3e6-4eed-8326-252287fac9c9,2023-12-03,GRP01774,AC78266,Manager treat page six.,21128.39,CR,RA,Ready
d9c9977e-5130-489a-bc50-e81de60418e1,2020-07-03,GRP27492,AC14194,Television religious.,46336.48,DR,RA,Ready
7d72fd4e-6d4d-4d09-95d5-fa723c467d0b,2024-02-14,GRP45554,AC10570,Miss space identify.,-8549.99,CR,Claim,Ready
a92d07b6-8250-441c-ae53-6ae15dbfac62,2024-03-25,GRP26417,AC12206,Language according less individual.,41308.79,CR,CSM,Rejected
cabd9860-15f8-4f64-80d6-fead7e035cc4,2024-01-14,GRP54620,AC81625,Suffer focus.,30285.21,CR,RA,Posted
aea358fd-276b-42e4-9078-3fe792ab5752,2018-10-26,GRP81218,AC60750,Term bank successful investment industry.,30612.03,DR,Claim,Rejected
5cdd21b7-a4a5-475c-851b-8d4f48f42b3d,2025-12-25,GRP63291,AC05496,Right a among.,-36368.41,DR,RA,Posted
35671d83-8037-4ae0-aced-1ce240c803e7,2024-06-27,GRP65925,AC90643,Own should.,21275.49,CR,CSM,Posted
8ddf6a93-0b55-416c-8324-4fcdf173c540,2018-12-10,GRP66090,AC16517,Town create drive author.,16148.91,DR,Claim,Ready
39df13b3-1275-4d19-896a-0f64af24e229,2020-02-03,GRP74471,AC68373,Church they best.,49224.68,DR,RA,Rejected
3032ae0c-f049-48ec-a3b0-8c46d5754782,2023-02-13,GRP02443,AC23995,Moment risk result.,-34499.42,CR,CSM,Posted
f74d91cd-234e-44c4-85aa-ba073a5b24d7,2024-05-24,GRP11873,AC54326,Pass follow quite.,-18380.81,DR,RA,Posted
e2d2858a-08f5-41ae-9532-0df219e510c4,2019-06-16,GRP47343,AC12038,That property their political.,-46361.01,CR,Claim,Rejected
f0b98ad4-1033-48a7-b8a0-401e5fad5f75,2023-08-08,GRP76174,AC87007,Hold tough meet.,-3530.5,DR,CSM,Rejected
dc03cc3c-b170-453d-9569-bcb6a9846b5f,2021-05-09,GRP45790,AC08443,Rock environmental suddenly.,27408.5,DR,RA,Rejected
239fc5f0-8765-497c-b462-7d2c9019b0a1,2019-02-20,GRP05728,AC81853,State impact gun stop.,13438.19,DR,CSM,Ready
742f6b02-494d-4b3d-b6a7-abf21e35a00f,2018-12-30,GRP51705,AC30248,Black over significant ask.,49014.62,CR,Claim,Rejected
3962a36c-86ab-4ed9-8842-0ffe861a1667,2021-08-16,GRP33359,AC78570,Buy never.,-3932.5,DR,CSM,Ready
e557b4c6-b5eb-4f5d-8b6c-55f7c863abeb,2025-02-01,GRP07935,AC50854,Baby employee yet avoid letter.,-28792.74,DR,RA,Posted
7368b506-39d9-4a1e-83f9-eec3ddb66532,2018-04-20,GRP99300,AC66666,Remain oil else visit.,21418.96,CR,Claim,Rejected
c2e4d109-7fcf-4e60-bfb6-d1712b750ad1,2018-03-07,GRP31820,AC31622,Parent president sing drug challenge.,-10878.31,CR,CSM,Rejected
d7e8bcba-93b5-453a-b8d4-0345b8841313,2019-11-30,GRP36246,AC87194,Care standard agency.,-3265.49,CR,Claim,Ready
91721524-d2ff-43b0-9f7b-111908b5fb1b,2024-09-07,GRP86468,AC48276,Something democratic.,15414.64,CR,CSM,Ready
c7025634-c54e-463f-ba89-f5a95d4cfa00,2023-01-30,GRP21938,AC80337,Visit race.,6951.9,DR,RA,Rejected
d457d964-9a99-4ba8-bdb1-4b99bf0defaf,2018-12-08,GRP87548,AC12453,Customer law throw she.,-7249.0,CR,Claim,Rejected
9bd52771-58dd-491d-bf0b-72f0deeff221,2023-06-27,GRP12696,AC49414,Manage already under people establish.,9644.61,DR,CSM,Posted
8369325e-8956-4dde-8727-21ae578073db,2019-02-19,GRP33580,AC02483,Great cost ahead.,-23440.21,DR,Claim,Posted
81f8429b-0900-4b85-a694-0de0831067e0,2018-08-15,GRP64571,AC92069,Language interview always market choose.,19626.87,DR,CSM,Rejected
07c7bd54-061f-42fa-b883-001459e2be29,2021-05-04,GRP03831,AC91110,Relationship real impact itself.,10763.33,CR,RA,Ready
bcdb6c97-a39a-4fd3-8064-4a3ee13dda9e,2019-11-12,GRP96225,AC96526,Tonight structure single.,1550.97,CR,Claim,Rejected
b0185ba7-ab02-44df-b583-9d23a144c896,2018-09-28,GRP12026,AC09626,Great serious produce single.,-18735.19,DR,CSM,Rejected
d61fd9b7-c12b-4da8-a450-73b404ce6873,2019-03-26,GRP18519,AC59606,Rule order.,3361.79,DR,RA,Rejected
702244e0-f9d4-4af7-9956-5ae7101f6127,2018-06-24,GRP52198,AC46573,Sense memory option.,3093.97,CR,CSM,Posted
192467f4-4a52-4a02-84d6-0980363ddfaa,2023-12-14,GRP26352,AC02342,Side support.,-15841.74,DR,RA,Ready
4ab5bfc2-d9d8-4e1a-a4d1-7915548eef1f,2025-07-14,GRP25825,AC37440,Artist second media American.,-41375.16,CR,RA,Rejected
f90eef4e-0e81-42f6-949e-3875a810f6c7,2023-04-09,GRP51933,AC83308,Them use.,44110.09,CR,CSM,Rejected
c74c875e-13a1-428e-a20a-a86197dfbd06,2021-09-23,GRP47318,AC62738,Anything serve outside.,7077.33,DR,Claim,Rejected
44473374-e501-4da7-a0c7-43fcc8d437b6,2020-04-10,GRP42696,AC51404,The owner rather travel.,21463.86,DR,CSM,Ready
46e328c7-c9a5-4dea-84f7-ab63a8b2b747,2018-03-28,GRP50972,AC56400,Certainly notice leader.,17243.03,CR,RA,Posted
4a0479ce-b5ff-4b9c-8e70-5563b864ee1d,2023-05-30,GRP60179,AC60943,Despite lead wall race.,-37187.76,DR,RA,Posted
a16919e2-4731-4e2e-9dd8-98a6edec24b9,2018-08-13,GRP63148,AC69626,Involve chair tough you less.,-37285.82,DR,Claim,Rejected
2cb48174-9228-4391-b9e5-67fd1514beb3,2018-07-06,GRP39321,AC16405,Record author book.,-37558.72,CR,CSM,Ready
06920c84-a255-4e4c-b938-6ce9eece7bbf,2020-08-08,GRP81341,AC75686,Include chair future.,49338.07,CR,CSM,Posted
18b4b274-c2e8-42bc-917f-a00a6e628964,2021-04-10,GRP60704,AC12211,Production voice respond race.,23464.88,DR,Claim,Rejected
2e988caf-0b35-443f-b094-87168735bbbb,2025-06-13,GRP86120,AC55644,Successful red call myself.,35913.83,CR,RA,Posted
f3f2c33d-9f68-4eea-a217-41e19b1483b4,2023-12-10,GRP08558,AC96573,Dream high.,17828.47,DR,RA,Rejected
ecd30dfa-93da-45e5-aa93-ac8959e8005f,2025-12-27,GRP15217,AC80517,Specific writer.,-42920.31,CR,Claim,Ready
c2d3bd66-e180-44e6-9c5d-aacea8a4553e,2019-10-04,GRP25109,AC00242,Single street fund.,-49666.77,DR,Claim,Rejected
b4fc1e57-1cdc-4cff-8799-86da153d2159,2020-12-30,GRP03831,AC64490,Plan if expect.,7234.65,CR,CSM,Posted
f340ab6d-3acd-4fc1-b80a-2b0e3d8776fd,2018-09-30,GRP57936,AC83388,State media.,-40847.91,DR,CSM,Rejected
90aeea78-e5af-4530-81ce-eed52aecdc50,2024-07-09,GRP47966,AC92528,Hotel spring candidate.,44634.07,CR,CSM,Posted
c35a0f0e-dcb9-40f2-a27f-44f6924b19fc,2019-07-19,GRP09940,AC65608,Type perhaps begin.,4543.45,DR,CSM,Posted
ae58c2d8-dd99-491a-92fa-ffe8e048198c,2020-11-28,GRP58393,AC19663,Make most focus increase Mr.,-12474.84,DR,Claim,Ready
aec88a25-08ea-4a3a-8581-7b23e5ebe0f4,2018-02-27,GRP43872,AC43307,Before memory support anything TV.,-30888.75,CR,RA,Posted
a4bf557d-3a20-4102-88de-4306709b8865,2018-05-24,GRP98342,AC90905,History continue cut.,-16764.77,CR,Claim,Rejected
1d82d737-5959-48b0-806e-335caa866067,2021-12-30,GRP17699,AC59810,Put chair.,41612.83,DR,CSM,Posted
012d46dd-5a99-4ff8-8839-a24aaa582829,2018-02-24,GRP79881,AC48142,Need wind under nice without.,14873.47,DR,Claim,Rejected
cafe1f6c-a477-4260-b1ab-c2e3277c4b3a,2025-01-19,GRP80289,AC07443,Movement serious computer.,41321.85,CR,RA,Posted
1c5d6eb1-847f-448b-98b9-88e96fb015a5,2021-11-14,GRP58264,AC17154,Science city every plan day.,31347.77,CR,RA,Ready
7cd36963-908d-47dd-8c19-c3677a6af2e0,2021-04-30,GRP26487,AC64651,Point bag when alone.,-36613.39,CR,Claim,Ready
04223741-a534-40db-9400-61df4e237e38,2020-08-26,GRP17518,AC08275,Pm live.,11472.13,CR,RA,Rejected
15d9d606-2098-4308-bc1e-7eaee9801de6,2021-07-05,GRP13245,AC42007,Conference half around yard.,-27637.14,CR,CSM,Rejected
6cf43702-b1ff-42cb-9972-54a89588aeb4,2018-07-28,GRP65132,AC34692,Turn land low.,44957.14,CR,Claim,Ready
b9ad3644-2ac4-4c14-b2db-a5077ad05672,2018-03-16,GRP61101,AC71860,Responsibility officer officer.,47194.44,DR,CSM,Rejected
ff126c4b-30e2-4ae2-89fb-4b11d4e98386,2025-05-26,GRP75260,AC01825,Four economy.,34601.34,CR,CSM,Rejected
9bfa4bd6-c93d-4a95-8525-83f61900030f,2019-05-21,GRP07673,AC20735,Thank control character.,48396.43,DR,CSM,Posted
89d193db-4c93-45d4-8849-4f9f5cb7f7a3,2021-05-20,GRP58861,AC80630,Final purpose either whatever.,1630.69,CR,Claim,Posted
dc317526-34f5-4e31-bbe5-2ab2605ac2eb,2023-08-26,GRP39231,AC16460,Friend financial central forward college.,-27595.85,CR,CSM,Rejected
be59809d-75ea-4842-8c8c-e4fd9c9ce799,2020-02-27,GRP30533,AC62189,After wrong character finally.,522.65,CR,RA,Rejected
ef263787-849b-4634-af15-2958f3b53587,2021-07-13,GRP02165,AC09776,Herself nice find.,28482.67,DR,RA,Rejected
6c6ac958-bd05-4d63-ae6f-bb2437cfdf56,2018-04-30,GRP46823,AC90925,Thought fish need.,5169.37,CR,CSM,Posted
09ebf5b1-7a68-4627-a524-b491c0c5f349,2023-10-12,GRP22093,AC33638,Recognize treat heavy.,19929.83,CR,RA,Ready
1dc24751-1f73-47f3-84f2-9c95c8b7e2db,2025-11-26,GRP61977,AC88471,Form far paper.,42995.34,CR,CSM,Posted
8447c988-00d2-480b-bfbb-a502a5501727,2022-10-31,GRP45616,AC76445,Fly former fact.,27096.18,CR,RA,Rejected
4461f1e2-c421-4845-9d32-dbb8ed5d51ff,2024-12-29,GRP47467,AC94415,Able be change make.,20795.21,DR,CSM,Posted
e7502f07-931c-45ab-a16b-0ea2306b3a17,2019-06-30,GRP70941,AC22853,Respond no throw worker.,-39066.03,CR,RA,Ready
53f94619-3c1d-4def-a08e-d228cf0f844d,2020-07-13,GRP87628,AC20782,Little far throw yard far.,-31926.89,CR,CSM,Ready
6009c3ab-0aa1-4c28-ad6d-e93fd0dd6403,2025-07-02,GRP41679,AC93699,Research protect.,8244.38,CR,Claim,Posted
503a3bfc-2502-4940-8bc1-fc7b58837a10,2022-03-17,GRP02275,AC21171,Top out somebody know we.,-49343.78,CR,Claim,Rejected
d74e31e7-3191-4ac9-a1ed-428777e9184a,2020-02-22,GRP98274,AC94030,Force claim father trial American.,3381.68,CR,CSM,Rejected
a5140f50-fa82-4faa-8f60-86c84f5b0c0c,2022-08-25,GRP28491,AC02869,Affect budget.,-18405.33,CR,CSM,Ready
83753d07-d24c-40c5-86a0-56db776881dd,2023-01-10,GRP08150,AC03167,Drop speech small late.,-37462.58,CR,RA,Rejected
2b710deb-a9f3-4e1d-9f42-ab956ff37148,2019-08-05,GRP97823,AC33422,Think including since.,12298.96,CR,RA,Rejected
c4631efa-a740-4399-a953-3e1b2eceefc6,2024-09-08,GRP59295,AC50772,Whether maintain.,-33559.04,CR,RA,Posted
f79841d5-2dfe-49fb-a5ce-3af20b5fef16,2019-12-14,GRP05457,AC67985,Environment you local already.,42052.85,CR,RA,Rejected
4bd6f19c-c8f3-46f3-8ab6-4ff5ad0ea24b,2025-04-05,GRP66675,AC78694,Would let these.,-11865.83,CR,CSM,Posted
6b719e7e-8ebb-4033-bf9e-fa061d1a29df,2021-03-02,GRP94440,AC72046,Nor however late see.,23722.13,DR,CSM,Ready
0500fce9-e0f3-482f-b14d-23643c2089af,2021-02-08,GRP61024,AC31593,Half other culture drive.,38534.52,CR,RA,Posted
96c6a6a1-d951-4e69-9e47-12e37ab91852,2022-04-29,GRP77886,AC30457,Accept present realize into.,44846.74,CR,Claim,Rejected
776160bd-c689-49b7-8736-5cadf5a0a009,2022-12-20,GRP65162,AC76991,Line maybe mission discussion into.,-7110.06,CR,Claim,Rejected
c3090255-5e0c-4f5c-af60-6b7364c9028a,2025-11-18,GRP91667,AC09511,Story but.,22427.4,CR,CSM,Ready
9054e857-be08-4f5d-9580-2bc80415742b,2021-09-21,GRP89825,AC92594,Already white.,-5998.01,DR,RA,Posted
5d4ad6d2-b473-48d1-8fdd-27674d9b3837,2020-10-22,GRP08558,AC48928,Ground example indeed with.,41465.13,CR,RA,Ready
0ba2ae83-e475-4e96-954e-467f06ed3c11,2025-10-01,GRP38965,AC55278,Watch report.,13095.6,CR,CSM,Ready
3c9c9e95-5712-47bb-8451-7af3272e19ea,2023-06-02,GRP41347,AC73928,Into catch discussion teach.,-19922.68,DR,Claim,Rejected
4bc9e377-1c27-4ff7-a889-1c181b25f5e2,2025-10-09,GRP39632,AC30166,Why per arm.,21607.97,CR,RA,Rejected
34050106-4375-4ec5-816e-8ae268db9d22,2020-12-06,GRP27581,AC82459,Citizen less natural.,-45588.72,DR,Claim,Ready
2d5feafb-a220-4459-8840-34b21b668afb,2024-01-08,GRP80354,AC97377,Plant hotel theory million.,-49004.12,CR,RA,Posted
0d09abc7-876d-496f-9395-f570b04e3e56,2021-12-13,GRP87071,AC30095,Security election reason.,24887.22,DR,Claim,Posted
f3e11fc3-7ff3-43d1-b5d8-394b3fd8074e,2018-12-29,GRP40661,AC80807,Policy argue among lawyer during.,8329.76,CR,Claim,Posted
