transaction_id,policy_id,transaction_date,premium_amount,ceded_premium_amount,net_premium_amount,commission_paid
9adab518-8810-4b4a-8a22-041588fac41f,POL26515453,2025-12-30,6408.62,1553.36,4855.26,635.94
eab52121-9d4c-4cab-8ceb-8cf419843b97,POL99812527,2019-05-27,5684.31,2385.41,3298.9000000000005,245.29
d69cfb6f-7c4c-403c-b922-048d5d885374,POL48301052,2024-12-20,7604.78,3658.13,3946.6499999999996,675.57
d054fef3-90bf-41f6-9f25-2046dd7505a2,POL75486721,2020-05-14,5815.95,787.79,5028.16,163.02
2c1ec430-2f8a-4cf4-9904-3c791add9d01,POL91175454,2021-03-13,8138.42,3414.05,4724.37,354.3
1e43fcd0-79f7-401c-a491-e01a66de1f20,POL33471972,2022-12-15,9825.02,2707.33,7117.6900000000005,286.95
3242e1ea-6312-482c-b9d2-cccb5e72c568,POL50073057,2023-08-13,9950.65,2473.32,7477.33,318.03
caeb6f34-bd2b-47c3-adb0-f7901600f946,POL21634960,2022-07-17,7959.57,1536.63,6422.94,100.62
4802d6c0-ec5c-4b90-9f33-e7661fe772b4,POL77403418,2018-05-05,2286.5,562.75,1723.75,22.92
ce5f5edb-082a-4d0b-bdcd-0c8b3165acef,POL28928764,2021-09-01,9841.25,4535.07,5306.18,952.8
61b6606a-a26c-4efb-a6d2-e59ae9259a8c,POL72654757,2018-06-05,3995.27,1367.73,2627.54,163.33
a56a6fc6-fa90-4b79-aa10-379a9e7d9a31,POL95478391,2023-03-12,1962.14,767.2,1194.94,176.95
b1708364-96be-4f32-a9f2-27751b30ea8b,POL22881596,2018-11-23,6287.48,1838.73,4448.75,513.62
86c95555-0d20-411a-a0c7-f5bc5477f6ec,POL32305267,2023-08-10,7699.55,2304.76,5394.79,541.88
7a425205-7bb9-412a-a575-1d1b533e9957,POL11454359,2020-09-06,6670.97,2838.33,3832.6400000000003,386.11
02951a8f-f87f-4225-8988-53a2f00bdada,POL06499515,2018-10-24,561.08,216.22,344.86,26.89
78d07291-f50b-48d3-b428-4775669edbcd,POL95917443,2024-05-27,1104.11,268.52,835.5899999999999,66.9
812ba5c2-4cfe-4b38-bd56-0155d8036496,POL45545967,2022-01-26,7869.71,2629.4,5240.3099999999995,435.95
766f8b29-adab-4202-a3b7-918d59daf688,POL75415082,2020-09-07,9775.08,2947.74,6827.34,187.64
c24c63e1-c0aa-47ce-b764-3f7cba771a10,POL97959288,2019-10-06,4256.78,528.36,3728.4199999999996,112.47
59b37ccc-7652-4e13-9772-f214c6c25781,POL55892855,2019-03-01,1655.19,583.31,1071.88,19.76
8a21018f-1e8c-45f7-8c57-95871abb6a4f,POL10318820,2018-10-18,4828.6,1607.68,3220.92,314.29
a4dacb57-822f-4579-81c4-c55d980117df,POL04049141,2023-03-01,8218.9,1627.84,6591.0599999999995,238.17
b8dc7eda-6201-4185-a0eb-c402fb2c20ea,POL07853503,2025-03-06,4817.68,2099.59,2718.09,381.22
bc60f464-d35b-4ec0-8469-f690a42a161b,POL66252053,2023-05-06,6630.1,709.98,5920.120000000001,257.74
55714812-3a2e-40d6-8ff8-b9f1db672a7d,POL71239492,2018-05-29,1296.51,477.39,819.12,115.91
4be7b3ce-b3ee-417e-a07b-b41c23a9be82,POL01701990,2021-04-17,4485.84,1451.08,3034.76,211.0
f6c27bf9-ac1f-4944-88d2-42fa3f26cc0a,POL47885783,2021-02-28,4810.93,951.99,3858.9400000000005,194.6
40a42044-a3fe-4586-b6f0-30415575f655,POL75704956,2025-06-28,4339.68,1120.95,3218.7300000000005,113.37
506b008d-1285-4828-875c-ce68c53a1868,POL55157382,2019-12-11,6014.43,2238.51,3775.92,172.99
b753724e-ca8c-482d-8e50-233d71c705cf,POL55496382,2021-11-07,5750.49,2647.34,3103.1499999999996,369.95
1d54d14b-0940-4795-a9b2-cef953893b20,POL63011032,2023-02-15,9744.26,4679.27,5064.99,963.76
1e740a5b-d392-4bab-93bd-65ab81e77cdf,POL38139317,2023-02-19,4763.73,507.77,4255.959999999999,207.82
06daec09-7fcd-4bd2-b1bf-9830625cbb52,POL99702898,2024-10-18,6783.16,2174.74,4608.42,561.6
d37eaaa9-871e-40af-be81-f57da75843e4,POL43687273,2023-12-25,4364.91,1678.71,2686.2,359.62
3e276372-983a-4563-9bf8-7dd6b30fd449,POL60739247,2020-10-02,6986.41,1638.66,5347.75,427.1
ad62f764-e3d4-489c-af75-1e42520f9f0d,POL70546415,2022-04-12,525.65,103.41,422.24,37.25
3d3814e0-dc0f-4c7a-b265-2e0c4469896f,POL19725005,2022-02-20,9771.93,3841.95,5929.9800000000005,897.17
0cb93774-aa75-46df-8fdb-7913e710bf52,POL08130158,2024-02-15,7051.94,3025.13,4026.8099999999995,358.46
f61990c8-96b7-4fa3-810c-cc9f3b30d122,POL72108984,2023-12-12,1253.13,403.6,849.5300000000001,120.9
902fca67-256b-4de0-9702-0639401dafc3,POL05678169,2025-10-09,8268.93,966.17,7302.76,577.47
0d1697fb-e7f3-4f3c-883c-866bd15d78ea,POL86938417,2019-07-02,3422.29,649.24,2773.05,160.47
e9246406-d503-4621-a95c-e0d958be84c9,POL56531861,2020-11-26,2942.58,745.79,2196.79,97.5
b4e741d8-4712-441f-9e31-34e16dfd8e46,POL64909475,2018-08-29,9788.55,2722.85,7065.699999999999,732.82
2ea867ce-882e-4a25-8390-f34cecd235aa,POL18456890,2019-01-14,1230.33,598.57,631.7599999999999,47.25
45bea508-42d2-4a28-afc5-59578a3860e1,POL60538657,2019-08-19,9510.27,1146.6,8363.67,415.93
ff150e78-aa20-4b86-9ab2-fc65742e6d7e,POL04098292,2021-07-20,5615.27,771.57,4843.700000000001,282.2
437aba1a-7a2f-4798-ab43-4b458f0e3726,POL95529318,2020-04-17,8531.73,2793.23,5738.5,211.85
05a6196d-6732-48bd-93c6-5bb472b8c600,POL59137276,2025-06-15,3825.45,1053.33,2772.12,231.23
61131ccb-95d2-487e-b217-f3e9486eadd6,POL79832915,2024-07-19,7686.31,1430.33,6255.9800000000005,635.99
06bea8d0-39b6-4af5-8506-456f66b1d543,POL58014735,2023-04-11,3481.84,1126.15,2355.69,105.53
6ea80747-259f-4bdf-8669-fc8ab79779e1,POL91613468,2019-05-20,1958.63,941.03,1017.6000000000001,26.51
1b23a35e-4f4f-4976-91ac-f03cbd4dcc8f,POL57521529,2024-11-28,9238.37,2494.59,6743.780000000001,562.78
cf8b78f6-f857-44af-bffe-c6d2b1d2c64b,POL21837233,2025-04-13,6752.57,2166.09,4586.48,322.51
a7b9409d-0d56-4f27-9d05-665e4246bd27,POL23564931,2024-07-12,5198.86,1348.56,3850.2999999999997,424.67
54d4fff5-ee70-4fbd-b493-22e2bf9ff06d,POL09382091,2024-01-11,7753.25,2208.96,5544.29,255.45
12a548a1-202a-4eb5-b1f3-b0351561c039,POL92329905,2024-05-02,3955.43,1947.4,2008.0299999999997,294.18
69898ba4-1002-43fd-976b-96d5b7a19c23,POL95449302,2022-04-22,1208.84,232.16,976.68,76.53
9c686032-a2d1-47ce-bcff-afd4415aef92,POL71872331,2021-07-06,5578.42,1195.92,4382.5,346.94
6474f68a-8ccd-43a8-b68c-99268a713c2e,POL33440489,2022-03-07,8891.73,3254.45,5637.28,726.16
9b0be3fb-10d9-41ea-b059-7971adae18fd,POL56409419,2018-03-02,1004.34,472.91,531.4300000000001,73.71
928c47d6-bcc6-4f71-89ac-95ea3e018c0b,POL97638636,2024-11-03,2384.42,1160.54,1223.88,73.66
414f1e93-af8d-48b7-89e9-d93577c75b37,POL07615761,2021-05-08,906.86,346.71,560.1500000000001,13.85
8130a2af-26ed-44b9-bd6c-45fe9c935a1d,POL82894813,2023-07-29,4803.79,1042.51,3761.2799999999997,409.46
ea5165b5-c7fa-4a77-a151-5f10446572de,POL86613841,2023-08-08,4138.03,1939.83,2198.2,305.12
6e9d006b-a842-4496-9d94-b0d2cb3fb682,POL02171762,2023-11-11,5110.2,922.99,4187.21,306.3
981b3348-5a3c-47cb-bc23-ab38b316d312,POL70779040,2022-07-15,7749.23,2475.77,5273.459999999999,173.28
fad8e1b3-bdef-43ae-8308-63b8d4020c78,POL86687696,2018-08-09,2960.39,467.22,2493.17,114.12
0bf4f1c4-c92f-4a86-96b1-12b9f7a26c25,POL44300447,2025-01-03,3314.72,927.48,2387.24,106.97
982f8587-3a46-46b4-8bf0-6e3b51e383a6,POL09873574,2022-12-06,1837.14,861.94,975.2,171.04
cd32f2b9-7c58-47cc-9334-307b8533d1e7,POL91389847,2024-02-05,2424.74,498.12,1926.62,177.12
15366aab-b325-42e3-92cf-8be36fd139e4,POL76274123,2020-07-27,3361.18,1100.11,2261.0699999999997,208.87
ea062533-87e3-422d-90a0-ef2228703327,POL76648773,2020-01-23,3901.24,1865.9,2035.3399999999997,196.49
8d82ad3e-fd17-4e8d-8620-41fcc4aeb48d,POL67728811,2024-06-22,9383.49,2805.9,6577.59,209.49
c80e6fd0-f9d4-4861-86ca-8053a61476cd,POL71433662,2024-12-07,5522.03,2507.84,3014.1899999999996,389.66
a032f16d-7e3e-49d6-8e8a-435fa076cc7c,POL66574492,2024-11-29,6149.78,716.91,5432.87,159.89
1ff7000d-e92f-4fe8-a207-93776b367ba9,POL60199416,2021-09-23,4388.43,818.88,3569.55,64.83
199c7aa5-05e5-4e9f-b9d5-86105c621658,POL80836595,2020-02-06,9283.27,1675.28,7607.990000000001,301.48
fc911b13-763a-46ac-b1f7-ef15921b5274,POL17818860,2018-05-31,7393.03,973.86,6419.17,464.77
70ec0aee-1444-4ea0-b0eb-e4c2c3fba2f2,POL05896002,2025-09-15,6043.93,2578.63,3465.3,243.58
b69e5e15-efc9-4eb9-be64-586f026cc45e,POL31868420,2018-11-07,2324.46,365.08,1959.38,225.64
411ec67c-6dbd-4e13-a351-db5e1def55e3,POL19319624,2022-03-18,8973.45,3222.63,5750.820000000001,798.06
a65edd51-d113-4f11-9b1c-18fc78c00cf5,POL61105688,2021-07-05,7734.92,2816.86,4918.0599999999995,339.97
0cf75cec-8858-4e1a-9193-5fd4f705e5c2,POL73882615,2024-07-21,5041.47,2008.9,3032.57,338.94
2a34198e-04b1-4fee-957b-2c5db26c9ef1,POL63189557,2023-02-02,2297.66,685.05,1612.61,58.47
6956b905-a1a9-4e2a-b58d-1199f8354bf8,POL72728786,2023-01-22,9304.35,4539.06,4765.29,417.25
559be696-386b-4d90-ac39-6445efa459f6,POL00942314,2024-04-07,3104.64,887.92,2216.72,42.66
7c9c5fec-a28a-40d9-ab91-f1865a6c0731,POL02108010,2019-06-01,625.58,69.92,555.6600000000001,32.46
6575be35-eafd-4334-96c1-3aa27e48be5b,POL95917443,2022-03-01,1650.19,520.81,1129.38,44.99
383d8210-663a-408c-831e-9f7397c9a32a,POL07853503,2020-04-23,2499.22,1027.75,1471.4699999999998,184.97
a4e7a4b9-d37f-4159-83bd-09f1d345feb6,POL70929919,2024-08-04,9660.75,1077.2,8583.55,186.8
20d35c81-6c42-4449-9a6c-1e66f3c01e71,POL84944257,2024-02-17,9039.83,4313.96,4725.87,684.34
bc96a2ce-6290-49e5-8339-67fe91e4d0c2,POL06755857,2025-10-17,3837.13,550.34,3286.79,164.51
1b4163bd-273d-43f4-8184-1f8aacda93a9,POL27938461,2021-08-24,1348.59,313.98,1034.61,97.54
2ace3ed9-135d-4f61-ad42-5182ffa57df1,POL14321960,2018-05-10,5098.64,2367.14,2731.5000000000005,370.66
eee13041-eb9d-42f1-8ac1-1b1d245d98af,POL70211645,2024-05-26,1857.68,411.41,1446.27,174.48
ddc83915-0fba-4c00-8724-f4a9f025bba1,POL78321003,2022-04-10,8118.13,2450.36,5667.77,682.07
d8971ae9-cf8e-46f1-b9a8-32fcca6f3d36,POL28595608,2025-08-27,828.12,273.48,554.64,15.23
12b0d326-edd4-49e2-9c47-e4e8ae25d55b,POL68334712,2019-01-04,9701.93,3968.36,5733.57,538.02
7c76425a-5f0e-46cd-85c2-cef39105c4c8,POL54155000,2019-07-27,3925.86,1639.7,2286.16,236.37
87c4db28-5dc2-4b2b-aa4e-1fa61ec73dae,POL07214054,2022-07-11,5395.9,1169.3,4226.599999999999,80.38
0fd04698-2be2-48f7-a898-9fc5c53c50a0,POL55368227,2018-05-24,9805.52,3688.0,6117.52,225.73
ec9ef046-d5c1-4fdf-adec-46fbe579ec43,POL50149956,2020-01-10,1063.71,212.29,851.4200000000001,28.7
b910a478-79d2-4457-842c-d06a6544b5eb,POL44370238,2022-02-17,7512.7,2135.41,5377.29,496.59
2ffa4df0-e644-4e82-8e5a-0d1e434d9d8c,POL66458631,2021-05-23,3264.9,680.51,2584.3900000000003,113.57
43f7d853-58f6-4445-8ac1-ecf43befc49e,POL21809236,2019-06-20,8842.86,2267.21,6575.650000000001,311.71
ebb7e30a-ef7f-4b3e-af96-997696a9ee1a,POL84201423,2018-08-15,9210.24,3169.17,6041.07,385.14
8b601df2-dd3a-4f1d-89ae-0d2b17a0f672,POL25336068,2023-01-07,9931.81,2614.52,7317.289999999999,676.13
58210c06-8790-46e0-916a-c5fd104b721b,POL83377434,2024-11-22,4015.87,616.92,3398.95,76.46
7db6f7e1-6a4e-4ccf-b5d8-c6bed9946251,POL33531035,2020-06-16,1628.63,694.97,933.6600000000001,49.71
fbe094fc-7acf-42be-bd5a-8679628bf66f,POL29374435,2023-09-04,5586.96,2003.0,3583.96,424.82
9bdcd424-3b58-4d67-8e8b-227871899042,POL10115481,2021-05-20,4327.92,2046.33,2281.59,404.45
f289586a-5dc8-4189-877e-5acaca8b8cb5,POL81847652,2021-01-01,1822.28,465.91,1356.37,35.3
1a8ebc5e-5e81-4823-a772-4387b558f5bb,POL03908760,2018-03-04,3666.46,1642.3,2024.16,109.64
d503fcdc-b824-4fa5-8387-0c62e6d0e72d,POL38427136,2019-01-12,3444.0,1693.42,1750.58,285.24
83bb19fe-4069-4e96-bff4-079555b72c46,POL95276834,2019-10-02,6275.24,1155.93,5119.3099999999995,288.99
844ee612-b8e2-4283-ae76-5c16bddd308e,POL22495030,2018-05-08,8423.93,1939.7,6484.2300000000005,810.52
59449506-c315-4243-be36-158f9cbd9045,POL94901080,2022-08-03,6171.67,771.71,5399.96,177.81
771824c9-c0f7-4679-9e2a-bc7f05bfccdb,POL70382146,2019-10-14,8218.17,932.55,7285.62,493.08
08f0357b-74bf-479e-adfe-00d945336c92,POL96089315,2023-03-11,502.53,104.72,397.80999999999995,16.08
a5f61174-7eeb-431f-b481-d985941901c4,POL08999328,2019-10-24,8027.48,3028.18,4999.299999999999,471.77
1cec9254-215b-466e-95e3-552397bde92c,POL27005594,2025-04-04,577.58,195.2,382.38000000000005,42.95
7fb317cf-55c5-4041-94ef-7eb073371c6b,POL15740010,2025-01-21,4870.68,2422.93,2447.7500000000005,134.22
5291af0b-9d73-42ea-8022-5f813d0143bf,POL35219875,2025-02-08,980.9,290.8,690.0999999999999,83.34
c83b1dde-9af1-4b45-9e39-d127b65def28,POL16791583,2024-01-09,1969.53,954.69,1014.8399999999999,91.66
3c631bc7-5618-476e-ad82-1a5264d350fe,POL22843759,2024-07-31,7793.71,3800.45,3993.26,348.78
17e07585-ba69-4c0b-bda2-b7233f2761e7,POL37665550,2018-02-28,840.8,278.16,562.6399999999999,46.54
e0ea3ca8-ffe1-40a9-9f71-a24677ebe3f6,POL19634118,2025-02-20,7634.64,2782.41,4852.2300000000005,357.93
147b1b4b-9502-41bc-80e8-a328feda2e34,POL87534866,2020-10-04,1447.03,455.58,991.45,75.48
740fbdf5-d72f-4253-bdb9-5225e21a627c,POL35126847,2019-10-12,9013.35,1390.95,7622.400000000001,530.04
dc4f9070-f89d-4418-99fd-18edf98767ef,POL57268770,2019-04-08,2099.4,287.74,1811.66,203.18
44d1ec79-544e-4625-b8a3-3e52e49cb6e9,POL85335886,2020-08-28,1778.69,446.31,1332.38,26.61
e993d4f1-b938-4f66-90a8-44a704157f81,POL79833986,2025-05-04,7040.71,2236.3,4804.41,661.17
7fed2679-d544-43b7-bc0a-a2c05de21767,POL95951521,2025-08-26,2826.83,822.7,2004.1299999999999,225.62
fbe3c5fe-fb27-4d91-bdd1-701a8540f8f3,POL94574207,2022-03-04,1311.94,429.68,882.26,80.32
476c4195-7807-45e4-adbb-c3fd5370b6f1,POL86532662,2023-03-10,3958.21,1627.84,2330.37,331.4
ffccf716-84ea-4446-a54a-df98cbbaff71,POL31658353,2025-12-28,3462.02,1234.16,2227.8599999999997,346.13
0421e2c7-1f4d-46f9-bfa0-fd2058a81fda,POL46284511,2019-07-03,8769.1,2144.95,6624.150000000001,874.97
b2d295ad-b15a-48f8-a6b3-05490beaaa04,POL80571407,2020-07-25,5657.13,1283.28,4373.85,106.0
56a28cff-294d-4504-b434-aa2e08344a2a,POL60361349,2018-02-07,2857.04,397.04,2460.0,256.14
2a92f8cc-9d3b-4ad9-a3a3-187c592d104d,POL10743835,2018-07-23,3292.62,1596.41,1696.2099999999998,82.31
4e265f77-99cf-4da1-a4b8-debc5fdee9df,POL37585754,2025-06-26,1647.88,165.89,1481.9900000000002,163.26
f9b7f767-33a2-424e-9967-3a13513f7db2,POL93759301,2020-11-16,2519.11,960.48,1558.63,213.49
7f7d6e60-35c7-478f-9985-67df400c20b4,POL72151298,2020-03-28,4127.94,1288.42,2839.5199999999995,318.22
2695c04c-48bd-483b-99bc-77a73944da2c,POL61729858,2021-06-13,4569.16,1364.74,3204.42,173.19
a6b2fc8d-36d5-43d4-9da7-117eb90ba71a,POL06857040,2018-05-21,4081.46,906.65,3174.81,45.86
7d116eb0-e4c9-499e-888d-b42ace0fc535,POL70859667,2022-12-25,6208.16,2378.92,3829.24,464.34
bee9df2d-8e28-4564-a7aa-07280a57c88f,POL72659774,2024-01-09,888.0,219.0,669.0,72.5
26672fdb-cd83-42ca-a963-6c35636a601d,POL42029979,2023-11-27,9798.73,4436.63,5362.099999999999,468.25
01c07b1f-ef0c-4ac6-ab69-8d025285905a,POL72269051,2024-10-20,2105.75,486.27,1619.48,22.87
b96c6515-cf2e-4ad4-a441-4a676948f4a6,POL99129393,2023-11-18,9325.56,1173.08,8152.48,743.62
f3e4e087-ab51-4cee-bf92-80fa74efc211,POL19868830,2024-01-02,4938.81,1801.73,3137.0800000000004,232.33
084994fe-ea67-4ac4-b158-8c1095e40119,POL53504772,2023-11-19,1996.53,805.94,1190.59,64.11
0d24909e-a4b0-423b-b100-b40b06f55a8e,POL12923268,2023-08-06,4993.56,968.67,4024.8900000000003,204.35
daecc38e-a61b-4126-86ba-148cc6c21bcd,POL09112478,2023-08-10,8174.52,1531.37,6643.150000000001,101.67
f3ed2a8d-323b-4ba7-a52f-f2044cdd09e7,POL22641213,2020-06-02,9569.03,4208.27,5360.76,98.7
a42cf457-3c6c-4807-858b-1c34afae2162,POL39060796,2019-11-26,4808.53,2323.47,2485.06,275.13
32f64d11-9e29-40dd-9d45-37aeded9a778,POL65340204,2020-06-24,5243.73,2513.51,2730.2199999999993,77.43
5a59b07a-853d-4c31-8d0c-8bafd7abbdff,POL49617935,2023-07-25,1970.99,638.93,1332.06,118.8
18756788-f7dd-4f6f-9863-ffc1a3a47673,POL09207562,2019-07-02,2287.22,684.65,1602.5699999999997,203.06
894217b8-9801-4c3e-834f-39ea2da5227b,POL84039299,2025-01-25,3203.44,1051.29,2152.15,43.87
4cebd941-3985-4285-a500-ee6ee9a26c69,POL07479374,2018-05-16,9903.31,4384.54,5518.7699999999995,293.61
f5c7ef7f-77e4-4388-b8f6-2586908eae22,POL25859981,2020-06-09,2678.16,385.81,2292.35,162.24
eb35b698-9895-4bf5-9b8d-335bad34a3af,POL70388706,2021-04-29,4945.4,1862.93,3082.4699999999993,256.58
6c7d5540-6937-42b2-85bd-f6d32c4fee06,POL55762308,2019-03-30,3345.44,982.98,2362.46,333.52
97c43b9e-c493-4240-a85c-c0ef662f0348,POL74879508,2018-07-21,5178.08,1194.35,3983.73,464.81
c38000a5-1f19-48f2-959b-92c9352e7d82,POL45251112,2022-11-11,9297.95,3372.93,5925.02,637.19
e1aaae7f-6ed0-4330-b56f-507108a8721d,POL81308245,2024-05-12,6651.35,2526.6,4124.75,417.6
0af71603-95ff-4252-9852-3e8697aefe1c,POL60034778,2023-07-06,6516.41,3123.36,3393.0499999999997,382.26
7002c9ce-eab4-4709-8b33-76b719ac4a62,POL43031939,2023-06-03,2821.09,1119.39,1701.7,225.22
6cf96d39-6116-4a86-8600-ef0d89febb65,POL52420673,2020-05-17,5046.97,1664.14,3382.83,104.9
c4c13c27-4f19-42a1-94bc-10d86af0c769,POL10260075,2021-04-12,1599.55,414.55,1185.0,35.3
de9da152-5c0b-4407-916a-30fe76fa3608,POL49350394,2024-01-03,6896.23,1526.51,5369.719999999999,372.52
e9a1c210-b382-4c4f-bfd3-7d0a89f2f9bd,POL11001330,2018-02-17,6924.38,2214.82,4709.5599999999995,493.57
09eb880f-adef-4162-bc4d-05163ceeca5e,POL23564121,2022-07-23,2913.81,1285.16,1628.6499999999999,69.93
e9de2a76-88bd-4430-ad13-e63b6762f31a,POL28424059,2024-12-08,9493.24,2384.84,7108.4,563.83
4bc895be-0d2c-4090-9491-52fc0f321dc2,POL24695464,2018-03-04,6249.28,2214.37,4034.91,100.32
1f7f9a65-d0ea-4344-b99d-57781e57996d,POL09620945,2022-03-06,6670.18,950.67,5719.51,261.74
4d698bca-5e9d-4903-adf7-059c8fafe030,POL12180026,2020-09-09,1977.65,334.3,1643.3500000000001,175.28
850da49e-1bd2-4963-845b-ef601eefd53a,POL65786282,2023-02-05,2201.45,489.32,1712.1299999999999,99.18
48cc001b-d41b-4334-bc6b-d1274f3d5e9f,POL49181313,2020-05-24,5969.6,2431.38,3538.2200000000003,124.01
516d0ccf-3e58-479b-a016-d172d4d6fce3,POL82527046,2025-05-28,3410.55,658.9,2751.65,117.73
