policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL04049880,GRP49973,2024-09-09,2025-10-04,Health,13,2024,EUR,PAA,Expired
POL74038850,GRP37884,2023-07-11,2024-04-06,Property,9,2023,EUR,GMM,Active
POL07286571,GRP35895,2019-06-09,2021-05-29,Health,24,2019,USD,GMM,Cancelled
POL06451489,GRP78195,2023-02-17,2025-02-06,Motor,24,2023,USD,PAA,Active
POL13515616,GRP02296,2024-08-16,2027-01-03,Property,29,2024,USD,GMM,Active
POL75098315,GRP17990,2020-03-19,2022-12-04,Life,33,2020,USD,GMM,Cancelled
POL56348740,GRP50197,2025-07-14,2027-11-01,Health,28,2025,USD,GMM,Cancelled
POL36436102,GRP65990,2025-12-04,2027-06-27,Motor,19,2025,GBP,PAA,Expired
POL53227726,GRP23725,2018-09-02,2019-05-30,Property,9,2018,USD,GMM,Active
POL73754477,GRP57613,2021-07-12,2023-05-03,Life,22,2021,EUR,GMM,Expired
POL21730496,GRP87297,2018-02-24,2020-01-15,Property,23,2018,GBP,GMM,Cancelled
POL85963049,GRP70617,2024-11-30,2027-01-19,Health,26,2024,USD,PAA,Expired
POL90477579,GRP81747,2025-06-16,2028-05-31,Life,36,2025,USD,PAA,Expired
POL98371311,GRP86669,2023-05-22,2024-12-12,Motor,19,2023,EUR,PAA,Cancelled
POL96538552,GRP14240,2024-07-09,2026-05-30,Health,23,2024,USD,GMM,Expired
POL91236678,GRP09194,2024-05-14,2025-11-05,Property,18,2024,USD,PAA,Expired
POL75789396,GRP86456,2018-06-20,2020-11-06,Property,29,2018,USD,GMM,Cancelled
POL18339682,GRP83649,2024-11-04,2026-05-28,Motor,19,2024,USD,GMM,Cancelled
POL57029102,GRP88340,2021-07-03,2022-11-25,Life,17,2021,EUR,PAA,Cancelled
POL18175951,GRP51862,2018-06-05,2018-12-02,Health,6,2018,EUR,GMM,Expired
POL01387515,GRP97944,2021-05-14,2024-02-28,Motor,34,2021,USD,GMM,Cancelled
POL00918706,GRP05581,2023-06-20,2026-01-05,Motor,31,2023,GBP,GMM,Active
POL64558133,GRP28415,2018-04-18,2019-11-09,Property,19,2018,GBP,PAA,Expired
POL86399431,GRP35648,2018-09-06,2019-05-04,Motor,8,2018,EUR,GMM,Cancelled
POL58368305,GRP92577,2019-09-08,2022-07-24,Motor,35,2019,GBP,GMM,Expired
POL49577897,GRP55558,2020-12-31,2022-02-24,Health,14,2020,EUR,PAA,Cancelled
POL62175196,GRP29247,2020-06-12,2021-01-08,Motor,7,2020,USD,GMM,Expired
POL94641435,GRP25259,2018-08-17,2020-01-09,Life,17,2018,GBP,PAA,Expired
POL17911305,GRP31710,2020-03-30,2022-09-16,Life,30,2020,EUR,GMM,Cancelled
POL91126260,GRP53732,2018-07-24,2021-05-09,Motor,34,2018,GBP,GMM,Active
POL50160445,GRP88800,2024-12-07,2025-11-02,Life,11,2024,GBP,GMM,Cancelled
POL62674472,GRP52821,2024-02-02,2026-12-18,Property,35,2024,USD,GMM,Cancelled
POL88365102,GRP52226,2025-11-19,2026-08-16,Motor,9,2025,EUR,PAA,Cancelled
POL49343218,GRP87539,2021-02-23,2022-01-19,Life,11,2021,EUR,GMM,Expired
POL39971568,GRP48709,2022-08-05,2025-03-22,Health,32,2022,GBP,GMM,Cancelled
POL74597935,GRP76434,2023-10-15,2026-01-02,Life,27,2023,GBP,GMM,Cancelled
POL66839063,GRP14929,2019-10-29,2022-05-16,Health,31,2019,EUR,GMM,Cancelled
POL49066443,GRP98986,2023-04-20,2025-12-05,Motor,32,2023,EUR,GMM,Expired
POL80012252,GRP35451,2020-01-26,2021-08-18,Health,19,2020,USD,PAA,Expired
POL43445323,GRP20272,2022-11-09,2023-11-04,Property,12,2022,USD,PAA,Expired
POL01296093,GRP84847,2024-09-03,2026-11-22,Property,27,2024,USD,PAA,Cancelled
POL55090113,GRP73512,2024-02-09,2024-10-06,Life,8,2024,GBP,GMM,Cancelled
POL50149956,GRP03435,2019-04-20,2021-05-09,Health,25,2019,EUR,PAA,Expired
POL25792651,GRP59648,2022-11-10,2025-07-27,Motor,33,2022,EUR,GMM,Cancelled
POL82763026,GRP64479,2023-10-20,2024-04-17,Life,6,2023,USD,GMM,Active
POL48496270,GRP81373,2019-08-22,2022-03-09,Life,31,2019,GBP,GMM,Expired
POL01578070,GRP32499,2020-10-06,2022-04-29,Life,19,2020,GBP,PAA,Expired
POL51359037,GRP61392,2020-02-13,2022-04-03,Motor,26,2020,EUR,PAA,Active
POL37039606,GRP95303,2025-04-02,2027-12-18,Motor,33,2025,USD,GMM,Cancelled
POL63067114,GRP54547,2021-12-04,2022-09-30,Property,10,2021,GBP,GMM,Cancelled
POL76939563,GRP37872,2020-10-04,2021-06-01,Motor,8,2020,GBP,GMM,Cancelled
POL77960016,GRP50762,2020-08-26,2021-02-22,Life,6,2020,EUR,GMM,Active
POL95056593,GRP42372,2021-12-26,2024-05-14,Motor,29,2021,EUR,PAA,Expired
POL23278069,GRP74261,2022-11-27,2023-06-25,Health,7,2022,USD,GMM,Cancelled
POL48283928,GRP18404,2021-06-08,2022-08-02,Life,14,2021,EUR,GMM,Active
POL45857182,GRP68963,2018-08-10,2019-07-06,Life,11,2018,EUR,PAA,Cancelled
POL40302930,GRP47460,2025-06-08,2027-08-27,Motor,27,2025,USD,PAA,Cancelled
POL95432812,GRP63814,2020-09-08,2023-05-26,Life,33,2020,GBP,GMM,Active
POL61255074,GRP86720,2020-08-27,2022-09-16,Health,25,2020,GBP,GMM,Expired
POL27955704,GRP94440,2022-03-08,2022-10-04,Property,7,2022,GBP,PAA,Active
POL30706010,GRP82109,2024-03-27,2025-05-21,Motor,14,2024,GBP,GMM,Expired
POL96640829,GRP71816,2020-06-28,2022-01-19,Property,19,2020,EUR,PAA,Active
POL65655758,GRP27686,2023-06-12,2024-02-07,Life,8,2023,EUR,GMM,Expired
POL89502777,GRP86679,2025-07-17,2027-08-06,Life,25,2025,EUR,GMM,Cancelled
POL27927816,GRP37519,2023-11-11,2025-10-31,Life,24,2023,EUR,GMM,Active
POL81069276,GRP45383,2020-11-27,2023-08-14,Life,33,2020,USD,GMM,Cancelled
POL00931680,GRP67323,2020-08-16,2022-10-05,Motor,26,2020,GBP,GMM,Cancelled
POL48875417,GRP42931,2024-02-07,2025-12-28,Health,23,2024,USD,PAA,Active
POL67375893,GRP23185,2020-05-25,2022-11-11,Health,30,2020,USD,GMM,Expired
POL37937588,GRP60268,2019-01-29,2020-08-21,Health,19,2019,USD,GMM,Active
POL22865605,GRP92158,2022-01-29,2023-04-24,Life,15,2022,USD,GMM,Cancelled
POL10625395,GRP93662,2022-07-18,2024-03-09,Motor,20,2022,GBP,GMM,Cancelled
POL28674574,GRP27221,2024-11-14,2027-04-03,Health,29,2024,GBP,PAA,Expired
POL13613151,GRP93803,2024-06-24,2025-10-17,Motor,16,2024,EUR,PAA,Active
POL49314601,GRP59422,2025-03-31,2026-05-25,Life,14,2025,USD,GMM,Cancelled
POL09889326,GRP91119,2022-12-12,2023-11-07,Property,11,2022,EUR,GMM,Active
POL52696508,GRP07704,2023-04-27,2025-02-15,Life,22,2023,GBP,PAA,Active
POL46844336,GRP55633,2024-06-06,2025-03-03,Property,9,2024,USD,PAA,Active
POL48059319,GRP60389,2018-03-08,2020-10-23,Property,32,2018,GBP,PAA,Cancelled
POL15242030,GRP18821,2019-02-26,2020-01-22,Property,11,2019,GBP,PAA,Expired
POL85888130,GRP35624,2020-11-26,2023-03-16,Motor,28,2020,GBP,GMM,Active
POL33098153,GRP17566,2023-01-08,2025-06-26,Health,30,2023,EUR,GMM,Expired
POL68298349,GRP22811,2021-12-12,2023-04-06,Property,16,2021,EUR,PAA,Cancelled
POL22724979,GRP26895,2018-04-20,2021-03-05,Life,35,2018,EUR,GMM,Cancelled
POL86952765,GRP17527,2022-02-25,2025-02-09,Property,36,2022,EUR,PAA,Cancelled
POL50770537,GRP45053,2022-11-22,2024-01-16,Life,14,2022,USD,GMM,Active
POL15444428,GRP92046,2021-06-21,2022-03-18,Life,9,2021,EUR,PAA,Active
POL55799073,GRP89887,2019-04-23,2020-11-13,Life,19,2019,GBP,GMM,Active
POL27419519,GRP24987,2024-11-16,2025-07-14,Life,8,2024,EUR,GMM,Expired
POL57476949,GRP84841,2022-01-23,2023-05-18,Health,16,2022,USD,PAA,Cancelled
POL64141143,GRP58858,2021-09-29,2023-05-22,Property,20,2021,GBP,GMM,Active
POL70758229,GRP20499,2025-11-19,2027-11-09,Health,24,2025,GBP,GMM,Active
POL23204452,GRP73648,2020-11-10,2023-04-29,Health,30,2020,USD,PAA,Active
POL47297526,GRP23604,2019-11-25,2020-05-23,Health,6,2019,EUR,GMM,Expired
POL47518457,GRP13054,2025-05-02,2027-08-20,Motor,28,2025,GBP,GMM,Cancelled
POL75965632,GRP28595,2023-04-27,2023-11-23,Property,7,2023,GBP,GMM,Expired
POL50986897,GRP58298,2018-11-17,2020-03-11,Life,16,2018,EUR,GMM,Active
POL33471972,GRP93647,2018-04-17,2019-05-12,Health,13,2018,USD,GMM,Active
POL17403523,GRP93562,2018-04-18,2019-03-14,Life,11,2018,GBP,PAA,Expired
POL45854225,GRP71954,2020-06-10,2022-11-27,Health,30,2020,USD,PAA,Cancelled
POL08666199,GRP81347,2023-09-05,2024-12-28,Property,16,2023,GBP,GMM,Cancelled
POL05560705,GRP39027,2018-07-04,2019-01-30,Health,7,2018,EUR,PAA,Active
POL86713639,GRP24271,2022-05-02,2025-04-16,Life,36,2022,USD,PAA,Cancelled
POL56317055,GRP72406,2019-06-21,2022-04-06,Health,34,2019,USD,PAA,Expired
POL95199818,GRP73587,2024-06-12,2025-05-08,Motor,11,2024,GBP,GMM,Cancelled
POL76501215,GRP40423,2018-06-22,2019-06-17,Life,12,2018,GBP,GMM,Active
POL04508194,GRP28518,2023-11-29,2025-08-20,Motor,21,2023,USD,GMM,Active
POL24286406,GRP77688,2025-04-02,2025-10-29,Property,7,2025,EUR,PAA,Cancelled
POL78786887,GRP99309,2024-11-24,2026-09-15,Health,22,2024,GBP,PAA,Cancelled
POL36213547,GRP90071,2021-12-20,2023-08-12,Property,20,2021,GBP,GMM,Expired
POL14683923,GRP10078,2019-06-09,2020-03-05,Property,9,2019,EUR,GMM,Cancelled
POL55252527,GRP55407,2021-11-03,2024-01-22,Motor,27,2021,GBP,PAA,Expired
POL08843964,GRP36295,2024-06-23,2026-01-14,Health,19,2024,USD,PAA,Cancelled
POL92426622,GRP86891,2022-04-22,2024-05-11,Health,25,2022,USD,PAA,Cancelled
POL24695464,GRP04634,2021-06-24,2022-03-21,Health,9,2021,GBP,PAA,Active
POL68461459,GRP95031,2025-06-23,2026-07-18,Motor,13,2025,EUR,PAA,Expired
POL56768382,GRP82225,2025-04-19,2026-07-13,Health,15,2025,GBP,GMM,Cancelled
POL09190429,GRP41183,2018-07-10,2019-12-02,Life,17,2018,USD,PAA,Cancelled
POL60783827,GRP68531,2021-10-29,2024-10-13,Health,36,2021,USD,PAA,Active
POL77597893,GRP30191,2021-02-19,2023-05-10,Health,27,2021,EUR,PAA,Cancelled
POL78564296,GRP38403,2018-08-07,2020-03-29,Life,20,2018,GBP,GMM,Active
POL34509971,GRP60099,2022-02-24,2024-07-13,Health,29,2022,USD,PAA,Expired
POL09076279,GRP73234,2021-11-15,2023-08-07,Property,21,2021,GBP,GMM,Cancelled
POL42778474,GRP14194,2020-11-28,2022-03-23,Life,16,2020,USD,GMM,Active
POL96258018,GRP12953,2023-07-07,2026-03-23,Health,33,2023,GBP,PAA,Expired
POL07599456,GRP86091,2021-04-27,2023-12-13,Motor,32,2021,USD,PAA,Expired
POL75134579,GRP47666,2021-09-06,2022-08-02,Health,11,2021,USD,PAA,Expired
POL39480880,GRP90739,2023-10-11,2024-10-05,Life,12,2023,USD,GMM,Cancelled
POL52501446,GRP91632,2022-08-02,2024-09-20,Health,26,2022,USD,PAA,Active
POL77956784,GRP93716,2025-04-23,2028-04-07,Life,36,2025,EUR,GMM,Expired
POL83151895,GRP18909,2018-11-13,2021-09-28,Life,35,2018,EUR,PAA,Active
POL03239727,GRP90332,2020-07-08,2021-02-03,Property,7,2020,EUR,GMM,Cancelled
POL91132239,GRP75996,2020-07-07,2021-05-03,Health,10,2020,USD,GMM,Expired
POL96038601,GRP69255,2018-05-01,2018-11-27,Health,7,2018,GBP,PAA,Active
POL54502741,GRP91659,2025-08-03,2026-11-26,Motor,16,2025,EUR,PAA,Expired
POL08025234,GRP77239,2018-01-01,2020-06-19,Property,30,2018,USD,PAA,Expired
POL07234223,GRP47761,2025-08-08,2027-06-29,Life,23,2025,USD,GMM,Cancelled
POL00041562,GRP81426,2023-09-28,2026-04-15,Life,31,2023,EUR,GMM,Active
POL54518008,GRP21187,2020-03-22,2022-01-11,Health,22,2020,EUR,PAA,Expired
POL24322921,GRP81179,2025-10-07,2028-01-25,Property,28,2025,USD,GMM,Active
POL79938015,GRP33454,2022-04-22,2024-05-11,Life,25,2022,USD,PAA,Cancelled
POL93150515,GRP31368,2024-11-30,2025-08-27,Health,9,2024,EUR,PAA,Active
POL34889142,GRP32301,2018-01-29,2019-11-20,Motor,22,2018,GBP,GMM,Cancelled
POL55056354,GRP68419,2019-05-20,2022-03-05,Life,34,2019,USD,GMM,Cancelled
POL91718387,GRP53732,2019-08-02,2020-06-27,Motor,11,2019,EUR,PAA,Cancelled
POL55253288,GRP78746,2018-11-22,2020-08-13,Health,21,2018,GBP,PAA,Cancelled
POL70540097,GRP20961,2018-02-12,2020-04-02,Life,26,2018,EUR,GMM,Active
POL01701990,GRP76114,2024-06-06,2025-09-29,Life,16,2024,USD,GMM,Cancelled
POL28644735,GRP53132,2023-12-16,2024-06-13,Property,6,2023,USD,GMM,Expired
POL09952340,GRP82664,2019-12-28,2022-01-16,Motor,25,2019,USD,PAA,Expired
POL89780863,GRP37447,2022-06-25,2024-09-12,Life,27,2022,USD,GMM,Active
POL74067094,GRP02015,2025-11-23,2026-05-22,Motor,6,2025,GBP,GMM,Cancelled
POL76608505,GRP65018,2021-07-14,2022-05-10,Health,10,2021,USD,GMM,Cancelled
POL75537774,GRP45895,2024-12-05,2025-08-02,Motor,8,2024,USD,PAA,Cancelled
POL26279072,GRP92764,2023-03-29,2025-08-15,Motor,29,2023,GBP,GMM,Expired
POL64593710,GRP83950,2023-09-16,2024-12-09,Property,15,2023,GBP,GMM,Expired
POL14470426,GRP05150,2022-04-13,2025-02-26,Life,35,2022,EUR,GMM,Cancelled
POL90448473,GRP36993,2023-04-14,2024-08-06,Motor,16,2023,GBP,PAA,Cancelled
POL05175164,GRP28321,2025-03-02,2027-07-20,Health,29,2025,GBP,PAA,Active
POL08873465,GRP60348,2018-08-24,2019-12-17,Life,16,2018,EUR,PAA,Cancelled
POL86923950,GRP62232,2020-09-14,2023-08-30,Health,36,2020,USD,GMM,Expired
POL28039848,GRP04006,2025-08-21,2027-08-11,Life,24,2025,EUR,GMM,Expired
POL49365299,GRP68764,2025-05-29,2027-06-18,Life,25,2025,USD,GMM,Expired
POL84944257,GRP90135,2025-12-21,2027-02-14,Life,14,2025,EUR,GMM,Active
POL60627317,GRP41116,2022-03-02,2023-09-23,Life,19,2022,GBP,PAA,Cancelled
POL60576480,GRP36310,2020-04-06,2022-09-23,Life,30,2020,EUR,GMM,Cancelled
POL23263043,GRP85872,2022-03-04,2023-07-27,Property,17,2022,GBP,PAA,Active
POL90852812,GRP78415,2020-05-02,2020-12-28,Property,8,2020,USD,GMM,Cancelled
POL69431813,GRP48036,2022-07-12,2023-12-04,Life,17,2022,USD,PAA,Cancelled
POL91231907,GRP72354,2020-11-17,2021-10-13,Motor,11,2020,USD,GMM,Expired
POL36788054,GRP99027,2018-07-07,2021-01-22,Life,31,2018,GBP,PAA,Cancelled
POL84514367,GRP84578,2020-04-02,2022-02-21,Health,23,2020,EUR,PAA,Cancelled
POL04486827,GRP56743,2022-08-25,2023-12-18,Life,16,2022,USD,GMM,Cancelled
POL84495507,GRP79218,2018-11-11,2019-06-09,Health,7,2018,USD,GMM,Cancelled
POL76130479,GRP20141,2025-05-26,2027-05-16,Motor,24,2025,USD,PAA,Cancelled
POL32305267,GRP03576,2018-05-03,2021-04-17,Motor,36,2018,USD,GMM,Expired
POL93013279,GRP33948,2024-10-20,2025-10-15,Motor,12,2024,EUR,GMM,Cancelled
POL88512503,GRP73214,2019-05-28,2019-11-24,Health,6,2019,GBP,PAA,Active
POL01956201,GRP44084,2018-03-22,2020-10-07,Life,31,2018,USD,PAA,Cancelled
POL32602459,GRP03655,2025-11-16,2027-03-11,Motor,16,2025,GBP,GMM,Active
POL84838959,GRP47318,2021-12-23,2024-07-10,Health,31,2021,GBP,GMM,Expired
POL98404128,GRP23424,2023-05-13,2025-04-02,Life,23,2023,USD,PAA,Expired
POL70075325,GRP94030,2021-12-15,2022-11-10,Life,11,2021,EUR,GMM,Expired
POL31345811,GRP07184,2024-11-28,2026-01-22,Motor,14,2024,USD,GMM,Active
POL14945601,GRP47835,2025-07-08,2026-07-03,Motor,12,2025,EUR,GMM,Active
POL46934417,GRP46823,2018-11-14,2019-09-10,Life,10,2018,EUR,PAA,Active
POL03954452,GRP94485,2018-10-08,2019-10-03,Motor,12,2018,GBP,PAA,Active
POL76821550,GRP37220,2023-06-04,2026-03-20,Motor,34,2023,USD,GMM,Expired
POL43854703,GRP84501,2022-12-03,2023-09-29,Motor,10,2022,USD,GMM,Cancelled
POL48581176,GRP71184,2025-09-26,2026-08-22,Health,11,2025,USD,GMM,Active
POL42843887,GRP35902,2020-09-02,2022-08-23,Life,24,2020,USD,PAA,Cancelled
POL41466884,GRP13425,2021-05-21,2023-04-11,Property,23,2021,USD,PAA,Cancelled
POL82468723,GRP20670,2021-05-01,2024-03-16,Property,35,2021,GBP,GMM,Active
POL68650456,GRP78976,2018-06-24,2019-08-18,Life,14,2018,EUR,PAA,Active
POL05145531,GRP70357,2024-09-21,2026-10-11,Life,25,2024,USD,GMM,Active
POL89293397,GRP33335,2022-02-12,2022-10-10,Life,8,2022,GBP,GMM,Expired
POL86274093,GRP96350,2023-08-02,2026-04-18,Motor,33,2023,GBP,GMM,Expired
POL64614924,GRP68227,2020-02-19,2021-09-11,Life,19,2020,USD,GMM,Cancelled
POL22029789,GRP49502,2019-10-22,2022-02-08,Life,28,2019,GBP,GMM,Expired
POL03127352,GRP63332,2024-12-15,2026-01-09,Life,13,2024,USD,PAA,Active
POL00004061,GRP56679,2021-03-10,2022-11-30,Health,21,2021,USD,PAA,Active
POL47840918,GRP44569,2018-12-25,2019-08-22,Motor,8,2018,GBP,GMM,Cancelled
POL50831026,GRP95465,2025-11-05,2028-07-22,Life,33,2025,EUR,PAA,Active
POL73079709,GRP87801,2018-08-04,2021-03-21,Life,32,2018,USD,PAA,Expired
POL17839622,GRP93130,2019-08-21,2020-03-18,Property,7,2019,EUR,GMM,Active
POL89711410,GRP29969,2019-05-06,2021-03-26,Life,23,2019,EUR,PAA,Expired
POL97377838,GRP53705,2025-09-30,2028-03-18,Health,30,2025,GBP,GMM,Active
POL16105130,GRP87551,2018-03-15,2019-06-08,Health,15,2018,USD,GMM,Active
POL32996802,GRP08826,2025-08-12,2028-07-27,Health,36,2025,EUR,GMM,Active
POL72147057,GRP11313,2019-10-13,2021-03-06,Motor,17,2019,GBP,GMM,Cancelled
POL36575759,GRP43939,2018-11-08,2021-06-25,Life,32,2018,USD,PAA,Expired
POL29374435,GRP88892,2021-08-30,2022-05-27,Motor,9,2021,USD,GMM,Expired
POL68089330,GRP24081,2024-07-15,2025-09-08,Health,14,2024,EUR,GMM,Active
POL96009799,GRP67665,2025-06-18,2026-10-11,Motor,16,2025,GBP,GMM,Active
POL40189287,GRP21689,2021-10-03,2024-04-20,Life,31,2021,USD,PAA,Active
POL22622379,GRP07103,2023-07-30,2025-01-20,Life,18,2023,USD,GMM,Active
POL66486085,GRP45523,2024-03-26,2026-03-16,Health,24,2024,EUR,PAA,Cancelled
POL37285226,GRP51645,2024-03-21,2026-03-11,Health,24,2024,GBP,GMM,Expired
POL54713089,GRP44494,2025-11-25,2026-07-23,Health,8,2025,GBP,GMM,Expired
POL73888222,GRP40857,2024-08-16,2026-02-07,Life,18,2024,USD,PAA,Expired
POL87804532,GRP65187,2020-09-19,2023-05-07,Property,32,2020,GBP,PAA,Cancelled
POL05197637,GRP81863,2019-06-04,2021-04-24,Property,23,2019,EUR,GMM,Active
POL49626447,GRP06921,2022-03-18,2024-02-06,Health,23,2022,EUR,PAA,Active
POL24990877,GRP55650,2021-12-22,2022-08-19,Life,8,2021,USD,GMM,Expired
POL00237405,GRP09802,2025-06-09,2027-01-30,Property,20,2025,EUR,GMM,Active
POL90782579,GRP27558,2021-03-13,2022-09-04,Health,18,2021,EUR,GMM,Cancelled
POL81851820,GRP43977,2023-11-27,2026-02-14,Property,27,2023,EUR,PAA,Expired
POL52999384,GRP67231,2019-03-19,2019-10-15,Health,7,2019,EUR,PAA,Expired
POL91946372,GRP83573,2025-05-28,2026-07-22,Property,14,2025,USD,GMM,Active
POL65731309,GRP90031,2021-09-10,2024-04-27,Life,32,2021,EUR,GMM,Cancelled
POL63738429,GRP19832,2021-11-22,2024-07-09,Life,32,2021,GBP,PAA,Active
POL80234003,GRP46776,2019-02-02,2020-04-27,Property,15,2019,USD,GMM,Active
POL73682743,GRP56170,2023-10-09,2026-06-25,Health,33,2023,USD,GMM,Active
POL78468958,GRP60263,2025-05-27,2026-02-21,Health,9,2025,GBP,PAA,Cancelled
POL71268156,GRP19277,2023-04-07,2024-01-02,Motor,9,2023,GBP,PAA,Expired
POL66662958,GRP60561,2023-08-04,2025-12-21,Health,29,2023,EUR,PAA,Active
POL42144446,GRP13478,2018-10-14,2020-01-07,Life,15,2018,USD,PAA,Cancelled
POL71991202,GRP58286,2020-11-27,2021-06-25,Motor,7,2020,USD,PAA,Expired
POL24200652,GRP59752,2018-03-19,2019-01-13,Health,10,2018,GBP,PAA,Cancelled
POL97889611,GRP65939,2024-01-21,2026-01-10,Life,24,2024,USD,PAA,Active
POL29968236,GRP04009,2018-02-19,2019-08-13,Life,18,2018,GBP,GMM,Expired
POL62459609,GRP63511,2018-09-04,2019-12-28,Life,16,2018,USD,GMM,Active
POL26769255,GRP88264,2025-12-15,2028-10-30,Motor,35,2025,EUR,GMM,Active
POL27812412,GRP63791,2020-05-16,2023-05-01,Life,36,2020,EUR,PAA,Expired
POL61766341,GRP25905,2025-09-09,2026-06-06,Health,9,2025,GBP,GMM,Cancelled
POL93765435,GRP02278,2022-02-02,2024-04-22,Life,27,2022,USD,PAA,Active
POL44492872,GRP22959,2024-12-11,2027-10-27,Property,35,2024,GBP,GMM,Expired
POL34993491,GRP13929,2025-01-11,2027-07-30,Life,31,2025,GBP,PAA,Expired
POL49675296,GRP41644,2022-06-13,2023-09-06,Property,15,2022,USD,PAA,Cancelled
POL65823899,GRP03298,2022-07-18,2023-09-11,Life,14,2022,EUR,PAA,Expired
POL55562335,GRP58966,2023-03-19,2024-11-08,Motor,20,2023,GBP,PAA,Expired
POL18246510,GRP26684,2018-03-18,2020-05-06,Motor,26,2018,USD,PAA,Expired
POL17267982,GRP83067,2024-12-01,2026-01-25,Motor,14,2024,EUR,GMM,Cancelled
POL56598158,GRP58861,2023-08-18,2024-04-14,Property,8,2023,GBP,PAA,Expired
POL64667533,GRP13049,2023-05-01,2024-07-24,Property,15,2023,EUR,PAA,Active
POL61055916,GRP84832,2018-08-21,2020-10-09,Health,26,2018,GBP,PAA,Cancelled
POL57201515,GRP79815,2022-10-06,2023-05-04,Motor,7,2022,EUR,PAA,Active
POL32444344,GRP33126,2021-01-03,2021-08-31,Motor,8,2021,USD,PAA,Active
POL09111852,GRP42365,2024-09-26,2027-04-14,Property,31,2024,EUR,PAA,Active
POL45251112,GRP44833,2019-04-26,2022-02-09,Property,34,2019,GBP,GMM,Active
POL51162728,GRP77393,2022-01-11,2023-10-03,Property,21,2022,EUR,PAA,Expired
POL28607871,GRP94812,2019-11-27,2020-09-22,Property,10,2019,EUR,PAA,Expired
POL91835803,GRP03381,2025-01-02,2025-10-29,Property,10,2025,GBP,GMM,Expired
POL03731806,GRP08559,2025-09-03,2027-07-25,Property,23,2025,EUR,PAA,Expired
