policy_group_id,period,csm_opening,csm_accretion,csm_release,csm_closing,risk_adjustment,loss_component,coverage_units,service_expense,insurance_revenue,reinsurance_asset_change
GRP75908,2025-02-18,336211.04,2474.35,989.94,337695.44999999995,6780.27,604.79,51,7265.56,21077.31,-3085.02
GRP02078,2025-04-22,293155.76,1244.44,4440.31,289959.89,4903.42,651.11,80,1100.91,9308.4,4150.91
GRP56627,2023-03-29,80121.04,641.97,3099.34,77663.67,9477.47,789.22,54,9956.24,12584.73,2808.22
GRP54431,2022-07-21,334521.54,2573.55,997.94,336097.14999999997,6476.19,500.91,4,2832.24,17453.23,-3962.93
GRP44058,2019-04-18,32949.61,102.99,5242.56,27810.039999999997,6279.72,711.28,34,3602.62,22595.59,617.68
GRP71315,2025-04-23,159887.17,913.32,6766.6,154033.89,4928.96,880.92,55,9780.58,19354.06,4885.27
GRP10805,2024-08-16,377681.13,1251.03,2260.36,376671.80000000005,1287.15,742.08,57,7647.77,8534.48,1022.49
GRP57936,2019-10-31,285262.46,4327.64,5560.26,284029.84,3252.17,382.56,83,6591.49,13065.98,4127.14
GRP62962,2022-07-30,145310.27,3121.92,5715.9,142716.29,6022.63,1556.22,87,3498.73,22457.37,-512.73
GRP21183,2025-12-25,411869.43,231.89,5215.78,406885.54,5987.96,1977.51,92,1947.86,8973.04,-3657.75
GRP18030,2024-02-21,145849.07,1450.83,7864.08,139435.82,1279.96,1210.27,22,8676.22,14046.6,-4857.06
GRP82407,2020-10-12,101388.98,764.94,4668.18,97485.73999999999,5480.08,365.1,1,9697.18,7591.75,-1103.67
GRP27885,2025-12-02,105600.36,4416.61,6870.47,103146.5,5560.04,660.84,82,7828.09,22998.59,-2334.15
GRP52313,2018-11-15,344092.64,2056.71,6276.82,339872.53,2168.47,1673.36,44,9363.57,29491.3,4993.46
GRP76680,2018-07-14,385980.39,2747.71,4434.84,384293.26,3193.69,595.59,46,9758.11,25745.03,-689.86
GRP57454,2024-09-17,481555.99,2205.21,5847.27,477913.93,6510.91,440.9,86,5594.49,22901.33,662.54
GRP38967,2020-07-05,86757.35,1393.7,5194.26,82956.79000000001,9736.73,447.36,51,7178.31,19891.23,782.95
GRP74012,2021-04-09,314948.09,815.77,6266.06,309497.80000000005,7417.15,64.56,47,1930.16,8041.85,-2441.46
GRP63614,2020-06-28,298478.59,2967.66,2329.75,299116.5,9028.02,88.11,91,8145.26,17153.78,2301.76
GRP12696,2024-04-02,261701.7,2054.79,5566.67,258189.81999999998,1141.51,237.85,16,5546.31,11924.57,2970.93
GRP32838,2018-09-20,489491.77,940.55,5881.02,484551.3,2288.32,234.12,56,4053.29,5745.81,-3894.73
GRP61380,2024-12-17,494502.45,2605.98,1582.16,495526.27,8972.76,1361.4,29,9987.2,24253.71,3706.64
GRP63877,2023-05-06,76616.1,3864.95,6566.96,73914.09,8524.82,1451.79,22,2232.29,26040.98,3135.37
GRP11886,2020-06-02,485122.02,459.58,6737.84,478843.76,7708.25,1213.77,5,1975.27,19726.24,3333.51
GRP97336,2020-10-02,102765.51,1696.51,5225.86,99236.15999999999,6806.58,1096.82,67,3029.15,25369.56,-4848.49
GRP42038,2018-08-30,455157.71,4666.32,7087.48,452736.55000000005,3714.3,567.02,8,5607.5,9590.2,4592.29
GRP07885,2020-05-30,112599.92,4164.66,7150.17,109614.41,5808.12,1724.3,57,7440.35,19529.08,4774.76
GRP90461,2024-08-14,157497.93,1877.18,2685.48,156689.62999999998,6910.19,1455.41,39,7288.16,12240.09,767.59
GRP00560,2019-12-15,392489.08,702.21,5365.83,387825.46,4019.97,828.06,55,9156.29,26496.17,1887.81
GRP57110,2020-05-11,227417.7,933.07,7539.83,220810.94000000003,8577.88,869.75,55,7044.77,9143.98,-1569.62
GRP55390,2021-05-07,450020.33,933.13,8758.77,442194.69,3173.52,879.46,33,8910.76,7226.2,2167.75
GRP25620,2020-03-08,468497.83,4059.04,6229.51,466327.36,9696.34,284.06,10,1879.44,21019.07,-508.5
GRP62157,2018-03-10,64436.05,3997.36,6844.18,61589.23,5232.55,683.41,9,7338.93,10539.79,-2902.9
GRP89348,2023-04-28,218597.49,1652.36,9008.15,211241.69999999998,1233.28,1469.13,37,1827.35,27249.43,1437.0
GRP50742,2022-07-01,151261.42,4128.06,5844.1,149545.38,3958.61,916.17,100,7617.77,28011.29,3253.76
GRP32056,2023-05-13,444055.74,661.9,6586.63,438131.01,7392.2,984.31,45,3778.91,20841.76,3854.89
GRP11850,2023-04-09,484865.17,1588.23,6069.97,480383.43,3795.52,295.41,46,6387.86,15214.32,3770.14
GRP12020,2020-10-25,290764.52,1988.27,3889.09,288863.7,3152.75,367.83,54,3018.97,22568.17,-3338.61
GRP46471,2018-07-12,375074.75,2610.35,6345.12,371339.98,2840.38,556.63,75,4717.47,28275.61,4349.87
GRP67586,2023-10-23,128168.4,4117.76,6391.15,125895.01000000001,3140.09,1220.5,94,4932.99,12590.69,-3800.88
GRP86633,2024-01-07,338929.6,1943.0,8814.05,332058.55,5383.29,358.6,9,5703.87,25148.75,2450.85
GRP46244,2020-02-01,86420.87,4762.37,6673.4,84509.84,4634.12,273.21,69,5442.57,9639.21,4031.73
GRP39537,2020-03-01,258286.44,3774.15,2663.81,259396.78,4620.22,1436.17,3,4273.11,20611.07,3396.85
GRP80507,2020-01-20,218934.91,4425.04,1000.05,222359.90000000002,5472.59,479.6,76,9784.22,16426.76,-3690.52
GRP18016,2022-07-05,100982.99,2890.43,8061.95,95811.47,9538.43,954.7,17,9456.95,12912.06,4575.69
GRP39240,2022-12-11,110284.92,3137.34,2415.73,111006.53,4521.2,335.18,93,8733.41,9320.65,2275.81
GRP99602,2025-08-26,205836.91,3136.51,6723.55,202249.87000000002,4525.5,984.46,9,8306.45,25585.0,1173.47
GRP94788,2023-07-03,95327.3,1514.81,7452.29,89389.82,1367.64,593.41,58,4809.89,26129.32,4636.2
GRP08012,2018-09-08,31030.82,1383.05,983.62,31430.25,5816.16,1869.41,9,6472.07,21472.76,-4856.13
GRP97939,2021-10-14,270302.8,2809.41,9926.22,263185.99,7900.99,90.36,88,1115.8,22106.06,895.35
GRP19204,2018-06-09,474917.19,1592.6,1787.76,474722.02999999997,9089.89,1277.5,82,2803.57,21649.18,903.4
GRP63502,2025-09-27,235497.48,3682.56,9067.27,230112.77000000002,5259.36,579.2,31,2002.92,29843.47,-4321.02
GRP35640,2019-06-29,338980.62,386.36,2079.98,337287.0,3002.28,1249.07,65,5247.75,7637.77,-3112.37
GRP90663,2025-07-20,16973.22,3050.53,8283.99,11739.76,3127.63,672.03,49,4830.14,25024.65,306.79
GRP06774,2019-10-05,409038.3,1552.74,9177.35,401413.69,8602.24,1147.72,3,3216.35,14600.21,-2345.3
GRP48570,2020-02-26,92495.29,2035.67,628.72,93902.23999999999,9215.04,1201.43,100,8578.2,11443.8,3793.32
GRP01975,2023-02-15,116679.29,4725.37,6409.29,114995.37,9350.92,762.77,35,3862.26,10922.36,-1273.16
GRP91555,2018-01-10,283167.86,399.71,7208.79,276358.78,7216.03,834.9,19,2869.25,9178.26,605.94
GRP95895,2020-07-24,163171.94,442.12,5290.93,158323.13,8679.38,1544.7,20,3224.72,8008.31,-4081.55
GRP44736,2025-07-16,312414.56,2441.49,2299.65,312556.39999999997,8302.63,1788.48,82,3570.14,11634.61,1454.42
GRP87663,2021-10-29,474478.28,3437.25,6603.76,471311.77,5316.04,1894.72,74,7926.04,13037.28,932.67
GRP16395,2021-07-23,293181.32,4768.69,7778.31,290171.7,3670.21,83.36,91,8094.26,16757.12,-4256.48
GRP43179,2024-02-19,308726.03,3137.65,3080.68,308783.00000000006,2432.02,193.51,83,7470.19,24864.34,3921.66
GRP94847,2022-08-03,66423.66,2089.38,5455.63,63057.41000000001,1508.27,1906.21,5,9679.88,6777.13,4555.28
GRP21655,2022-10-24,323119.74,1648.9,9125.27,315643.37,6040.15,37.65,25,8940.33,8534.01,1380.97
GRP19275,2018-05-10,175155.79,2526.96,9797.26,167885.49,5036.2,787.22,14,5294.96,23373.64,1907.61
GRP78319,2021-02-27,266877.51,4134.13,5937.62,265074.02,2062.36,564.1,97,6180.54,23477.75,2153.79
GRP51382,2025-06-01,457993.03,4392.84,3111.08,459274.79000000004,1369.49,844.77,85,1920.57,24972.09,4387.25
GRP25071,2025-12-19,32388.88,864.37,4654.25,28599.0,5348.45,477.25,64,2516.93,5562.63,-4915.23
GRP03923,2018-10-24,228408.53,1523.89,6733.6,223198.82,5372.41,1988.04,23,2588.4,28661.5,-3141.25
GRP68063,2023-07-19,337322.47,126.93,8700.34,328749.05999999994,6889.73,1393.35,68,9936.57,10770.43,3069.38
GRP73487,2021-10-24,346117.14,2858.74,2622.48,346353.4,2301.26,982.8,24,9843.53,21209.17,3854.58
GRP39027,2020-11-22,173460.6,3022.42,9651.17,166831.85,3490.41,479.89,34,7065.84,10728.83,1307.46
GRP27226,2020-01-28,244464.3,4421.19,9896.87,238988.62,3620.81,0.41,54,2999.34,24664.21,2451.48
GRP41465,2021-07-08,17419.5,382.04,4396.33,13405.210000000001,6893.03,1214.33,10,1948.88,15368.38,-1948.94
GRP87297,2020-06-05,430663.94,1840.26,2334.54,430169.66000000003,4953.62,696.27,43,7767.26,20247.25,-30.42
GRP52024,2020-02-20,174506.04,3723.44,1364.59,176864.89,9764.31,1716.43,28,9433.11,22263.88,-1410.53
GRP53713,2018-08-20,93170.09,2081.58,6253.76,88997.91,4663.23,1557.15,93,1903.34,5627.0,-1143.04
GRP36002,2023-12-18,171995.39,2824.82,2119.37,172700.84000000003,6319.3,909.14,5,3077.08,8037.1,4697.38
GRP59688,2025-02-24,67196.14,260.65,3780.59,63676.2,1665.58,499.35,89,2242.85,7234.18,-965.56
GRP81934,2024-02-24,441337.31,3126.47,5394.67,439069.11,7044.51,460.85,47,1503.11,10675.76,4088.17
GRP61946,2019-07-06,485915.59,4044.42,2791.39,487168.62,4217.16,481.62,28,9630.87,22754.2,-3594.17
GRP45866,2025-08-31,337457.47,3299.99,5004.66,335752.8,6168.26,882.08,3,1928.99,20648.94,3135.55
GRP81219,2025-12-09,449489.48,1439.22,9300.52,441628.17999999993,8608.74,792.64,96,1800.04,28710.27,638.59
GRP64120,2025-12-04,361637.52,2389.13,9717.55,354309.10000000003,5577.44,1301.26,12,6475.63,17217.73,4507.2
GRP42939,2025-10-07,387727.24,2093.79,610.1,389210.93,2322.09,47.39,26,8520.23,5438.18,-4198.65
GRP43045,2018-10-01,182918.21,190.42,7411.21,175697.42,3192.36,1191.54,21,2988.92,14734.83,-4451.64
GRP57477,2025-10-23,260533.03,3406.4,3677.4,260262.03,4528.64,1842.46,92,7734.88,13751.66,4299.49
GRP08145,2022-07-11,305239.78,4189.84,6421.67,303007.95000000007,4046.57,115.09,92,4142.22,29687.72,2692.7
GRP43979,2021-11-07,404680.27,3942.83,1025.31,407597.79000000004,2324.18,490.81,55,4193.58,29915.37,3601.72
GRP62808,2024-06-27,471189.4,2756.04,8025.18,465920.26,1883.78,1717.66,40,3863.92,9699.27,-3197.34
GRP36267,2025-08-21,496412.03,4743.21,7929.34,493225.9,8128.78,1705.82,47,1921.34,10469.84,-4321.79
GRP51993,2020-03-25,44784.52,1168.29,4692.33,41260.479999999996,1564.76,934.9,99,1825.23,22771.56,1856.32
GRP93598,2021-04-19,170628.49,4714.47,4097.76,171245.19999999998,2817.59,485.23,82,3982.65,8074.25,3563.01
GRP75297,2023-12-30,364246.51,4516.28,2589.41,366173.38000000006,9568.52,177.79,32,9678.62,16831.13,2583.66
GRP02159,2025-11-30,361188.43,3094.37,5858.28,358424.51999999996,2396.05,450.78,80,1154.47,22567.42,185.31
GRP91009,2023-02-13,22840.87,1741.63,3887.13,20695.37,3187.41,1046.45,30,2418.48,10569.74,1038.04
GRP06475,2021-05-02,190593.56,1192.43,5828.92,185957.06999999998,1903.43,863.15,2,9560.51,23326.66,1670.77
GRP63614,2023-11-25,276481.87,3849.63,5014.7,275316.8,7617.34,1000.61,14,6101.46,17102.95,-1550.65
GRP44584,2019-10-01,137992.58,4313.03,5879.84,136425.77,3795.28,497.47,53,2284.11,7752.81,2190.84
GRP59446,2022-12-13,176134.33,3947.17,5217.42,174864.08,1056.44,1944.48,15,2394.82,26903.13,-1351.39
GRP35520,2022-09-17,399721.05,2251.75,2649.99,399322.81,6328.84,880.56,81,3298.96,12056.51,4830.13
GRP05526,2022-09-30,27115.35,147.82,8036.2,19226.969999999998,4646.95,175.26,91,4450.26,25751.21,-1207.25
GRP61711,2022-07-04,441639.56,2136.2,2790.52,440985.24,5853.2,1407.6,32,9175.29,18697.27,-1238.92
GRP11728,2023-09-03,374503.58,2206.58,7375.56,369334.60000000003,2057.37,1679.79,43,8933.15,25692.17,4036.06
GRP61990,2020-10-22,167308.99,1532.06,2998.6,165842.44999999998,1934.97,926.88,14,4295.01,19038.4,857.04
GRP22477,2022-12-05,305227.98,2846.12,7771.26,300302.83999999997,3887.46,1545.18,12,2368.97,13560.41,554.25
GRP10744,2022-02-03,470852.29,399.75,5929.78,465322.25999999995,3968.22,1008.1,7,2232.98,15510.07,-3557.14
GRP33076,2019-05-10,167062.1,4085.97,5412.56,165735.51,5269.0,178.05,44,9662.39,19175.21,-2691.64
GRP49964,2023-06-05,227450.48,1903.83,2446.0,226908.31,7857.34,682.23,23,1466.28,12727.0,1568.74
GRP10031,2020-02-08,14605.4,906.1,3019.32,12492.18,8518.63,1625.12,76,5672.39,28539.31,-453.35
GRP28540,2021-03-20,130408.96,1955.88,3392.01,128972.83,3351.19,959.66,84,7952.6,5122.73,-3544.74
GRP03845,2018-10-11,280118.0,3054.51,3243.21,279929.3,2451.44,1490.08,94,9855.57,13258.76,458.24
GRP88203,2023-08-20,90676.64,105.0,2399.68,88381.96,2598.36,321.28,14,9930.67,20306.63,817.28
GRP92291,2022-04-02,81146.96,2864.46,2772.15,81239.27000000002,4683.49,1483.15,74,1931.82,24268.24,4846.55
GRP43806,2023-03-28,378152.9,3652.89,4953.77,376852.02,3853.12,257.24,95,6465.39,23413.98,-3224.83
GRP43121,2023-09-05,57792.2,372.3,8419.11,49745.39,2014.32,336.03,61,4109.68,19379.24,-3521.81
GRP84491,2021-01-09,418613.14,4340.69,5767.3,417186.53,9158.54,777.1,45,6614.61,16442.84,2726.82
GRP74605,2024-04-30,256806.02,2004.4,7786.52,251023.9,4254.53,1501.56,33,5670.44,14892.42,-590.56
GRP30986,2021-02-07,97341.99,3245.24,542.6,100044.63,4039.26,1887.51,66,2855.88,10081.46,-1581.46
GRP32457,2025-06-07,185238.33,4913.05,9147.95,181003.42999999996,6402.25,746.84,82,6030.84,20725.29,1327.91
GRP16037,2024-09-03,187191.34,4415.21,7904.21,183702.34,6924.58,1255.1,50,6385.15,7987.72,-4994.41
GRP00086,2019-04-06,328905.34,4895.73,4461.94,329339.13,8666.42,190.62,66,2621.37,5542.95,611.51
GRP74910,2020-06-01,493644.45,567.3,2735.78,491475.97,3824.68,1239.92,84,8618.4,11073.89,-3141.79
GRP24804,2019-06-04,142360.28,4456.02,1551.17,145265.12999999998,7877.66,1259.53,63,4555.82,21231.89,-2805.0
GRP53987,2022-12-02,222091.39,507.53,7277.77,215321.15000000002,2992.29,1179.1,78,3267.47,25281.17,-4847.01
GRP60334,2019-11-17,487896.54,1420.26,4378.15,484938.64999999997,3741.88,720.18,76,1320.64,12408.44,755.45
GRP30814,2025-09-24,12697.74,1621.7,1272.96,13046.48,9143.98,1823.22,78,9914.14,12064.14,1965.04
GRP51996,2024-06-26,225536.14,4740.8,5671.67,224605.27,7001.48,1123.08,20,9908.03,19347.92,2286.67
GRP51876,2021-10-31,239036.63,2048.98,8136.16,232949.45,4058.12,886.55,74,8362.24,5406.7,4505.01
GRP54005,2022-09-27,99137.09,2975.7,6641.45,95471.34,2958.19,507.86,22,5976.26,10044.71,3640.83
GRP56464,2025-04-18,211196.16,4199.68,7828.83,207567.01,5016.16,799.72,84,5870.18,26831.13,4697.78
GRP54563,2018-09-28,497271.33,1390.45,8573.25,490088.53,5359.19,1526.91,69,4328.68,27287.86,3546.59
GRP06704,2020-12-07,316244.01,581.61,7487.26,309338.36,5679.79,152.91,62,7498.44,28188.04,1560.84
GRP08767,2018-12-10,407818.31,2157.06,2329.68,407645.69,1594.17,1809.48,32,6547.23,27798.62,2584.57
GRP84740,2020-08-09,177689.67,4662.23,7135.07,175216.83000000002,9962.53,1725.07,86,4961.96,22283.29,-4329.12
GRP61392,2021-02-17,91805.78,3789.96,4642.57,90953.17000000001,9227.93,1916.35,97,4577.91,13241.76,260.7
GRP36914,2023-01-12,24257.51,1368.42,6222.59,19403.34,6175.94,293.62,6,1766.81,14358.42,-1501.58
GRP34910,2022-02-03,77726.88,4059.69,7313.09,74473.48000000001,2222.69,1688.21,33,9272.85,15938.31,-1557.52
GRP59956,2023-10-21,206566.51,3751.55,4375.65,205942.41,9134.15,1421.02,43,5844.52,19809.34,-459.81
GRP27937,2025-09-17,319115.15,4268.03,7742.92,315640.26000000007,3997.84,1655.8,100,5560.47,9221.15,4940.32
GRP33397,2020-06-02,371977.62,4134.55,3669.95,372442.22,7567.28,551.22,36,8670.99,29442.42,2643.47
GRP86766,2024-08-11,415203.41,2245.26,7283.68,410164.99,2228.01,1068.77,95,3738.17,14219.13,4687.23
GRP23578,2019-12-08,248725.55,4349.43,1352.41,251722.56999999998,8323.78,1816.62,74,3924.87,15119.43,4665.43
GRP05849,2022-05-25,285451.2,2444.19,3825.81,284069.58,8638.15,699.72,67,8542.13,27529.28,2020.38
GRP37994,2024-06-16,91119.56,1821.57,8864.81,84076.32,6503.19,1375.35,73,2053.55,24848.98,887.13
GRP94125,2018-10-24,499116.09,317.1,2056.63,497376.56,8822.21,42.06,11,5190.02,7543.74,150.42
GRP28767,2022-11-23,379573.26,580.1,8680.12,371473.24,5564.1,1997.08,44,6119.51,13984.14,1319.92
GRP15369,2019-12-22,434664.9,4809.49,2346.73,437127.66000000003,9797.51,149.91,35,5119.24,24382.08,3057.02
GRP30981,2023-05-09,166682.37,4221.55,2739.46,168164.46,7022.26,1782.62,61,7400.79,25845.6,2222.23
GRP41344,2020-12-23,278198.09,2343.48,3884.01,276657.56,9127.97,552.42,80,8758.54,23476.31,-4034.86
GRP47075,2018-07-08,85442.49,4268.8,9948.92,79762.37000000001,1228.4,1827.45,24,1268.64,21349.94,1175.16
GRP18464,2023-08-16,470917.94,3801.54,2848.38,471871.1,5672.96,637.35,55,7288.26,14909.56,-355.15
GRP80324,2018-09-28,105031.74,238.93,6733.09,98537.58,3023.33,1441.44,97,8889.49,23024.49,-1792.8
GRP13126,2022-03-07,151083.01,261.32,3645.73,147698.6,4954.69,379.67,60,4543.41,21767.23,-4453.64
GRP50000,2024-02-10,114738.51,2682.54,684.89,116736.15999999999,3358.35,879.27,50,4474.38,19389.04,3913.22
GRP94641,2022-11-01,444042.64,2680.78,7951.91,438771.51000000007,8227.58,1960.78,74,2814.41,9684.02,-2856.66
GRP16560,2022-05-11,39618.84,4118.6,9899.44,33837.99999999999,7328.27,1988.5,32,8700.4,23380.32,-1210.41
GRP79940,2020-02-09,432355.5,2086.46,9991.77,424450.19,3085.41,970.97,78,9288.49,14314.1,-4642.8
GRP87608,2018-09-30,89876.18,1651.47,1450.88,90076.76999999999,9074.33,960.48,6,6661.39,21719.22,3774.51
GRP01753,2021-10-19,455859.07,336.41,2263.61,453931.87,4592.25,834.4,24,1903.9,11535.83,-2615.29
GRP17230,2025-01-16,104040.94,2368.52,3397.56,103011.90000000001,6603.21,1024.11,66,4797.86,7256.51,-721.72
GRP52199,2020-10-21,185931.82,3326.42,6316.8,182941.44000000003,6909.68,1670.2,83,8864.14,19143.1,3900.85
GRP43939,2021-07-27,332335.06,2614.29,4851.57,330097.77999999997,1852.36,427.97,37,7491.47,18302.5,-3446.47
GRP16509,2024-08-10,149582.49,318.78,1705.31,148195.96,2479.65,1986.61,86,4026.96,11954.73,4873.75
GRP42168,2019-07-14,294766.42,4986.43,8671.41,291081.44,5709.57,959.39,69,3660.43,23996.94,3389.02
GRP68209,2021-05-14,17097.96,3355.79,6553.04,13900.71,1892.07,243.83,45,9637.36,6792.11,-4531.85
GRP09972,2020-02-16,495588.13,257.29,9075.53,486769.88999999996,7596.17,894.03,61,3601.5,21209.25,902.55
GRP20870,2023-09-13,247367.41,1174.63,8756.74,239785.30000000002,6714.42,687.04,74,1963.12,5908.6,3979.57
GRP51991,2024-07-18,125799.46,850.83,600.41,126049.88,6343.94,1737.91,4,6387.41,19320.69,-3439.3
GRP23125,2024-06-17,430499.23,2606.84,1191.03,431915.04,9514.65,1262.06,42,3766.0,13338.41,40.27
GRP25349,2020-03-27,34072.6,1720.79,654.73,35138.659999999996,5954.8,1949.66,82,3384.59,29391.21,-629.53
GRP54951,2025-08-11,338829.04,2384.72,6413.44,334800.31999999995,1128.88,803.0,48,1761.37,24741.17,2877.56
GRP82426,2018-08-22,345844.39,2194.41,4614.81,343423.99,8100.08,1745.19,31,8898.05,5743.78,-2436.04
GRP35049,2019-04-25,63995.61,4255.11,8041.07,60209.65,3599.8,1611.14,55,7687.25,19922.4,2472.48
