id,title,releaseYear,duration,rating,directorID,actorCharacterPairs,genres
movie_18,Movie 18 - Multi-layered multimedia benchmark,2018,102,7.0,director_31,"[{'actorID': 'actor_9', 'characterID': 'char_371'}, {'actorID': 'actor_33', 'characterID': 'char_646'}]","['Documentary', 'Thriller', 'Romance']"
movie_19,Movie 19 - Multi-tiered mobile solution,1981,167,9.7,director_11,"[{'actorID': 'actor_25', 'characterID': 'char_31'}, {'actorID': 'actor_63', 'characterID': 'char_709'}, {'actorID': 'actor_17', 'characterID': 'char_737'}]",['Romance']
movie_20,Movie 20 - Reactive regional application,1993,170,7.2,director_18,"[{'actorID': 'actor_72', 'characterID': 'char_357'}, {'actorID': 'actor_52', 'characterID': 'char_275'}, {'actorID': 'actor_20', 'characterID': 'char_723'}, {'actorID': 'actor_53', 'characterID': 'char_653'}, {'actorID': 'actor_55', 'characterID': 'char_278'}, {'actorID': 'actor_9', 'characterID': 'char_422'}, {'actorID': 'actor_63', 'characterID': 'char_648'}]",['Thriller']
movie_21,Movie 21 - Enhanced transitional hub,1993,101,7.8,director_22,"[{'actorID': 'actor_4', 'characterID': 'char_390'}, {'actorID': 'actor_60', 'characterID': 'char_679'}, {'actorID': 'actor_17', 'characterID': 'char_676'}, {'actorID': 'actor_59', 'characterID': 'char_481'}, {'actorID': 'actor_73', 'characterID': 'char_581'}]","['Thriller', 'Documentary', 'Romance']"
movie_22,Movie 22 - Streamlined asynchronous application,1981,132,7.1,director_26,"[{'actorID': 'actor_52', 'characterID': 'char_712'}, {'actorID': 'actor_46', 'characterID': 'char_563'}, {'actorID': 'actor_32', 'characterID': 'char_324'}, {'actorID': 'actor_73', 'characterID': 'char_47'}]","['Action', 'Horror', 'Sci-Fi']"
movie_23,Movie 23 - Realigned content-based benchmark,2021,84,7.5,director_27,"[{'actorID': 'actor_60', 'characterID': 'char_96'}, {'actorID': 'actor_2', 'characterID': 'char_530'}, {'actorID': 'actor_47', 'characterID': 'char_443'}]",['Sci-Fi']
movie_24,Movie 24 - Future-proofed disintermediate standardization,2018,155,8.8,director_2,"[{'actorID': 'actor_60', 'characterID': 'char_677'}, {'actorID': 'actor_46', 'characterID': 'char_5'}]",['Thriller']
movie_25,Movie 25 - Ergonomic attitude-oriented customer loyalty,2001,84,4.4,director_18,"[{'actorID': 'actor_59', 'characterID': 'char_570'}, {'actorID': 'actor_9', 'characterID': 'char_695'}, {'actorID': 'actor_24', 'characterID': 'char_736'}]","['Action', 'Documentary', 'Horror']"
movie_26,Movie 26 - Open-architected fresh-thinking database,2023,176,9.0,director_11,"[{'actorID': 'actor_39', 'characterID': 'char_310'}, {'actorID': 'actor_55', 'characterID': 'char_295'}, {'actorID': 'actor_28', 'characterID': 'char_214'}, {'actorID': 'actor_61', 'characterID': 'char_50'}, {'actorID': 'actor_31', 'characterID': 'char_175'}]",['Sci-Fi']
movie_27,Movie 27 - Ameliorated discrete superstructure,2001,160,8.9,director_28,"[{'actorID': 'actor_29', 'characterID': 'char_389'}, {'actorID': 'actor_40', 'characterID': 'char_233'}, {'actorID': 'actor_23', 'characterID': 'char_283'}]","['Horror', 'Comedy', 'Documentary']"
movie_28,Movie 28 - Visionary background product,1997,144,8.8,director_27,"[{'actorID': 'actor_16', 'characterID': 'char_592'}, {'actorID': 'actor_36', 'characterID': 'char_170'}, {'actorID': 'actor_4', 'characterID': 'char_124'}, {'actorID': 'actor_24', 'characterID': 'char_347'}]","['Thriller', 'Documentary', 'Horror']"
movie_29,Movie 29 - Optimized real-time frame,2005,99,6.0,director_28,"[{'actorID': 'actor_66', 'characterID': 'char_704'}, {'actorID': 'actor_73', 'characterID': 'char_592'}, {'actorID': 'actor_70', 'characterID': 'char_268'}, {'actorID': 'actor_50', 'characterID': 'char_366'}, {'actorID': 'actor_23', 'characterID': 'char_647'}, {'actorID': 'actor_30', 'characterID': 'char_140'}, {'actorID': 'actor_68', 'characterID': 'char_7'}]","['Documentary', 'Horror', 'Romance']"
movie_30,Movie 30 - Business-focused fresh-thinking software,2020,97,9.2,director_1,"[{'actorID': 'actor_6', 'characterID': 'char_430'}, {'actorID': 'actor_19', 'characterID': 'char_11'}, {'actorID': 'actor_62', 'characterID': 'char_531'}, {'actorID': 'actor_74', 'characterID': 'char_162'}, {'actorID': 'actor_15', 'characterID': 'char_341'}, {'actorID': 'actor_50', 'characterID': 'char_320'}, {'actorID': 'actor_49', 'characterID': 'char_542'}]","['Drama', 'Comedy', 'Sci-Fi']"
movie_31,Movie 31 - Ergonomic radical service-desk,1999,165,6.4,director_31,"[{'actorID': 'actor_65', 'characterID': 'char_55'}, {'actorID': 'actor_19', 'characterID': 'char_411'}, {'actorID': 'actor_34', 'characterID': 'char_375'}]","['Horror', 'Romance']"
movie_32,Movie 32 - Re-engineered impactful capability,1985,157,6.0,director_18,"[{'actorID': 'actor_7', 'characterID': 'char_432'}, {'actorID': 'actor_54', 'characterID': 'char_584'}]","['Romance', 'Drama']"
movie_33,Movie 33 - User-centric 3rdgeneration groupware,1998,113,6.8,director_10,"[{'actorID': 'actor_54', 'characterID': 'char_627'}, {'actorID': 'actor_72', 'characterID': 'char_319'}, {'actorID': 'actor_40', 'characterID': 'char_23'}, {'actorID': 'actor_28', 'characterID': 'char_171'}, {'actorID': 'actor_24', 'characterID': 'char_204'}, {'actorID': 'actor_23', 'characterID': 'char_470'}]","['Sci-Fi', 'Documentary', 'Thriller']"
movie_34,Movie 34 - Universal explicit task-force,1991,108,6.3,director_5,"[{'actorID': 'actor_56', 'characterID': 'char_114'}, {'actorID': 'actor_57', 'characterID': 'char_56'}, {'actorID': 'actor_2', 'characterID': 'char_673'}]",['Thriller']
movie_35,Movie 35 - Streamlined needs-based open system,1993,84,6.5,director_5,"[{'actorID': 'actor_62', 'characterID': 'char_647'}, {'actorID': 'actor_18', 'characterID': 'char_697'}, {'actorID': 'actor_64', 'characterID': 'char_175'}, {'actorID': 'actor_17', 'characterID': 'char_246'}, {'actorID': 'actor_37', 'characterID': 'char_358'}, {'actorID': 'actor_24', 'characterID': 'char_273'}]",['Comedy']
movie_36,Movie 36 - Upgradable zero tolerance solution,1995,117,6.2,director_34,"[{'actorID': 'actor_64', 'characterID': 'char_541'}, {'actorID': 'actor_3', 'characterID': 'char_479'}, {'actorID': 'actor_48', 'characterID': 'char_669'}, {'actorID': 'actor_44', 'characterID': 'char_150'}]","['Horror', 'Sci-Fi']"
movie_37,Movie 37 - Organic intermediate contingency,1994,173,9.2,director_23,"[{'actorID': 'actor_31', 'characterID': 'char_615'}, {'actorID': 'actor_55', 'characterID': 'char_340'}, {'actorID': 'actor_63', 'characterID': 'char_127'}, {'actorID': 'actor_15', 'characterID': 'char_146'}, {'actorID': 'actor_38', 'characterID': 'char_145'}, {'actorID': 'actor_32', 'characterID': 'char_47'}]",['Comedy']
movie_38,Movie 38 - Quality-focused interactive data-warehouse,1988,87,8.3,director_10,"[{'actorID': 'actor_25', 'characterID': 'char_719'}, {'actorID': 'actor_22', 'characterID': 'char_746'}, {'actorID': 'actor_21', 'characterID': 'char_543'}]",['Drama']
movie_39,Movie 39 - Total client-server circuit,1981,141,6.7,director_7,"[{'actorID': 'actor_54', 'characterID': 'char_249'}, {'actorID': 'actor_35', 'characterID': 'char_390'}, {'actorID': 'actor_13', 'characterID': 'char_274'}, {'actorID': 'actor_37', 'characterID': 'char_39'}, {'actorID': 'actor_4', 'characterID': 'char_292'}, {'actorID': 'actor_50', 'characterID': 'char_474'}, {'actorID': 'actor_71', 'characterID': 'char_554'}]","['Thriller', 'Drama']"
movie_40,Movie 40 - Universal reciprocal utilization,2015,114,5.5,director_19,"[{'actorID': 'actor_73', 'characterID': 'char_151'}, {'actorID': 'actor_7', 'characterID': 'char_544'}, {'actorID': 'actor_45', 'characterID': 'char_409'}, {'actorID': 'actor_53', 'characterID': 'char_19'}, {'actorID': 'actor_69', 'characterID': 'char_696'}]",['Thriller']
movie_41,Movie 41 - Open-source discrete function,2001,91,8.6,director_29,"[{'actorID': 'actor_14', 'characterID': 'char_515'}, {'actorID': 'actor_37', 'characterID': 'char_623'}, {'actorID': 'actor_47', 'characterID': 'char_434'}, {'actorID': 'actor_71', 'characterID': 'char_162'}]",['Horror']
movie_42,Movie 42 - Virtual actuating productivity,2003,82,5.9,director_15,"[{'actorID': 'actor_71', 'characterID': 'char_125'}, {'actorID': 'actor_19', 'characterID': 'char_617'}, {'actorID': 'actor_42', 'characterID': 'char_745'}, {'actorID': 'actor_24', 'characterID': 'char_410'}, {'actorID': 'actor_6', 'characterID': 'char_594'}]","['Action', 'Thriller']"
movie_43,Movie 43 - Universal mobile open system,2022,144,4.8,director_13,"[{'actorID': 'actor_10', 'characterID': 'char_30'}, {'actorID': 'actor_50', 'characterID': 'char_123'}, {'actorID': 'actor_60', 'characterID': 'char_546'}]","['Thriller', 'Drama', 'Sci-Fi']"
movie_44,Movie 44 - Public-key impactful database,1986,135,6.9,director_2,"[{'actorID': 'actor_27', 'characterID': 'char_308'}, {'actorID': 'actor_47', 'characterID': 'char_109'}, {'actorID': 'actor_26', 'characterID': 'char_94'}, {'actorID': 'actor_57', 'characterID': 'char_626'}, {'actorID': 'actor_42', 'characterID': 'char_381'}, {'actorID': 'actor_13', 'characterID': 'char_701'}]",['Sci-Fi']
movie_45,Movie 45 - Synergized bifurcated methodology,1992,110,4.2,director_31,"[{'actorID': 'actor_16', 'characterID': 'char_0'}, {'actorID': 'actor_24', 'characterID': 'char_293'}, {'actorID': 'actor_60', 'characterID': 'char_546'}, {'actorID': 'actor_43', 'characterID': 'char_545'}, {'actorID': 'actor_56', 'characterID': 'char_74'}]","['Action', 'Drama']"
movie_46,Movie 46 - Horizontal zero tolerance moratorium,2001,105,8.0,director_2,"[{'actorID': 'actor_61', 'characterID': 'char_178'}, {'actorID': 'actor_18', 'characterID': 'char_431'}, {'actorID': 'actor_1', 'characterID': 'char_179'}, {'actorID': 'actor_32', 'characterID': 'char_510'}, {'actorID': 'actor_24', 'characterID': 'char_699'}]","['Comedy', 'Drama']"
movie_47,Movie 47 - Multi-tiered intangible function,1980,134,7.9,director_4,"[{'actorID': 'actor_70', 'characterID': 'char_553'}, {'actorID': 'actor_27', 'characterID': 'char_132'}, {'actorID': 'actor_66', 'characterID': 'char_490'}, {'actorID': 'actor_73', 'characterID': 'char_88'}, {'actorID': 'actor_23', 'characterID': 'char_3'}, {'actorID': 'actor_21', 'characterID': 'char_104'}, {'actorID': 'actor_17', 'characterID': 'char_349'}]",['Drama']
movie_48,Movie 48 - Focused asynchronous hub,1989,104,5.1,director_2,"[{'actorID': 'actor_2', 'characterID': 'char_207'}, {'actorID': 'actor_34', 'characterID': 'char_120'}, {'actorID': 'actor_41', 'characterID': 'char_741'}, {'actorID': 'actor_25', 'characterID': 'char_488'}]",['Drama']
movie_49,Movie 49 - Streamlined zero tolerance capacity,1981,111,8.9,director_5,"[{'actorID': 'actor_4', 'characterID': 'char_623'}, {'actorID': 'actor_53', 'characterID': 'char_263'}, {'actorID': 'actor_25', 'characterID': 'char_245'}, {'actorID': 'actor_17', 'characterID': 'char_530'}]",['Romance']
movie_50,Movie 50 - Diverse contextually-based contingency,1987,139,4.2,director_24,"[{'actorID': 'actor_42', 'characterID': 'char_22'}, {'actorID': 'actor_69', 'characterID': 'char_332'}, {'actorID': 'actor_39', 'characterID': 'char_202'}, {'actorID': 'actor_6', 'characterID': 'char_133'}]","['Action', 'Drama', 'Sci-Fi']"
movie_51,Movie 51 - Profit-focused impactful migration,1982,158,9.8,director_25,"[{'actorID': 'actor_9', 'characterID': 'char_515'}, {'actorID': 'actor_33', 'characterID': 'char_535'}, {'actorID': 'actor_23', 'characterID': 'char_716'}, {'actorID': 'actor_32', 'characterID': 'char_97'}, {'actorID': 'actor_38', 'characterID': 'char_57'}]","['Action', 'Drama']"
movie_52,Movie 52 - Networked mission-critical implementation,1990,177,8.9,director_31,"[{'actorID': 'actor_9', 'characterID': 'char_363'}, {'actorID': 'actor_4', 'characterID': 'char_269'}]",['Drama']
movie_53,Movie 53 - Switchable scalable initiative,1995,104,5.0,director_23,"[{'actorID': 'actor_20', 'characterID': 'char_178'}, {'actorID': 'actor_44', 'characterID': 'char_732'}, {'actorID': 'actor_63', 'characterID': 'char_385'}]",['Romance']
movie_54,Movie 54 - Assimilated human-resource algorithm,2022,142,8.2,director_24,"[{'actorID': 'actor_56', 'characterID': 'char_447'}, {'actorID': 'actor_18', 'characterID': 'char_546'}]","['Comedy', 'Documentary', 'Thriller']"
movie_55,Movie 55 - Open-architected demand-driven system engine,2017,85,7.1,director_16,"[{'actorID': 'actor_34', 'characterID': 'char_38'}, {'actorID': 'actor_65', 'characterID': 'char_523'}, {'actorID': 'actor_66', 'characterID': 'char_689'}, {'actorID': 'actor_59', 'characterID': 'char_563'}]",['Sci-Fi']
movie_56,Movie 56 - Sharable mobile paradigm,1998,127,8.2,director_19,"[{'actorID': 'actor_50', 'characterID': 'char_623'}, {'actorID': 'actor_55', 'characterID': 'char_197'}, {'actorID': 'actor_23', 'characterID': 'char_85'}, {'actorID': 'actor_19', 'characterID': 'char_569'}, {'actorID': 'actor_70', 'characterID': 'char_200'}, {'actorID': 'actor_37', 'characterID': 'char_500'}, {'actorID': 'actor_68', 'characterID': 'char_739'}]","['Romance', 'Comedy', 'Horror']"
movie_57,Movie 57 - Realigned client-driven circuit,1989,110,8.1,director_10,"[{'actorID': 'actor_17', 'characterID': 'char_422'}, {'actorID': 'actor_34', 'characterID': 'char_427'}, {'actorID': 'actor_46', 'characterID': 'char_306'}, {'actorID': 'actor_64', 'characterID': 'char_402'}, {'actorID': 'actor_25', 'characterID': 'char_680'}]","['Action', 'Drama', 'Documentary']"
movie_58,Movie 58 - Future-proofed multi-tasking attitude,2007,85,9.8,director_4,"[{'actorID': 'actor_55', 'characterID': 'char_679'}, {'actorID': 'actor_23', 'characterID': 'char_507'}]",['Action']
movie_59,Movie 59 - Seamless fault-tolerant architecture,1989,176,5.9,director_19,"[{'actorID': 'actor_20', 'characterID': 'char_148'}, {'actorID': 'actor_62', 'characterID': 'char_200'}, {'actorID': 'actor_57', 'characterID': 'char_340'}, {'actorID': 'actor_43', 'characterID': 'char_342'}, {'actorID': 'actor_44', 'characterID': 'char_378'}, {'actorID': 'actor_16', 'characterID': 'char_63'}]","['Romance', 'Thriller']"
movie_60,Movie 60 - Multi-channeled disintermediate workforce,1993,101,4.4,director_10,"[{'actorID': 'actor_35', 'characterID': 'char_587'}, {'actorID': 'actor_44', 'characterID': 'char_142'}, {'actorID': 'actor_45', 'characterID': 'char_254'}, {'actorID': 'actor_25', 'characterID': 'char_415'}, {'actorID': 'actor_24', 'characterID': 'char_44'}]","['Horror', 'Romance', 'Drama']"
movie_61,Movie 61 - Fundamental impactful time-frame,1996,175,5.3,director_16,"[{'actorID': 'actor_3', 'characterID': 'char_444'}, {'actorID': 'actor_0', 'characterID': 'char_205'}, {'actorID': 'actor_16', 'characterID': 'char_160'}]","['Sci-Fi', 'Horror', 'Thriller']"
movie_62,Movie 62 - Robust scalable interface,1981,152,9.7,director_30,"[{'actorID': 'actor_72', 'characterID': 'char_181'}, {'actorID': 'actor_1', 'characterID': 'char_371'}, {'actorID': 'actor_59', 'characterID': 'char_209'}, {'actorID': 'actor_18', 'characterID': 'char_376'}, {'actorID': 'actor_6', 'characterID': 'char_622'}]",['Drama']
movie_63,Movie 63 - De-engineered system-worthy middleware,2018,107,4.1,director_21,"[{'actorID': 'actor_49', 'characterID': 'char_735'}, {'actorID': 'actor_34', 'characterID': 'char_669'}]","['Sci-Fi', 'Documentary']"
movie_64,Movie 64 - Profound clear-thinking secured line,2002,85,7.7,director_16,"[{'actorID': 'actor_43', 'characterID': 'char_529'}, {'actorID': 'actor_17', 'characterID': 'char_227'}, {'actorID': 'actor_55', 'characterID': 'char_243'}, {'actorID': 'actor_34', 'characterID': 'char_489'}, {'actorID': 'actor_9', 'characterID': 'char_580'}, {'actorID': 'actor_63', 'characterID': 'char_522'}]",['Drama']
movie_65,Movie 65 - Multi-tiered web-enabled support,1995,115,9.8,director_31,"[{'actorID': 'actor_59', 'characterID': 'char_710'}, {'actorID': 'actor_44', 'characterID': 'char_55'}, {'actorID': 'actor_60', 'characterID': 'char_733'}, {'actorID': 'actor_25', 'characterID': 'char_223'}]","['Comedy', 'Romance']"
movie_66,Movie 66 - Intuitive next generation success,2020,95,6.5,director_4,"[{'actorID': 'actor_11', 'characterID': 'char_665'}, {'actorID': 'actor_52', 'characterID': 'char_383'}, {'actorID': 'actor_45', 'characterID': 'char_529'}]","['Romance', 'Horror', 'Thriller']"
movie_67,Movie 67 - Centralized didactic methodology,1988,173,9.5,director_25,"[{'actorID': 'actor_43', 'characterID': 'char_675'}, {'actorID': 'actor_58', 'characterID': 'char_573'}, {'actorID': 'actor_18', 'characterID': 'char_124'}, {'actorID': 'actor_35', 'characterID': 'char_501'}]","['Documentary', 'Action']"
movie_68,Movie 68 - Future-proofed local utilization,1984,125,9.7,director_17,"[{'actorID': 'actor_57', 'characterID': 'char_610'}, {'actorID': 'actor_71', 'characterID': 'char_684'}, {'actorID': 'actor_17', 'characterID': 'char_527'}]","['Documentary', 'Thriller']"
movie_69,Movie 69 - Virtual client-server policy,1981,125,4.5,director_22,"[{'actorID': 'actor_60', 'characterID': 'char_437'}, {'actorID': 'actor_5', 'characterID': 'char_669'}, {'actorID': 'actor_45', 'characterID': 'char_596'}]",['Thriller']
movie_70,Movie 70 - Assimilated national model,2018,180,9.1,director_31,"[{'actorID': 'actor_56', 'characterID': 'char_227'}, {'actorID': 'actor_14', 'characterID': 'char_214'}, {'actorID': 'actor_53', 'characterID': 'char_242'}, {'actorID': 'actor_52', 'characterID': 'char_279'}, {'actorID': 'actor_38', 'characterID': 'char_237'}, {'actorID': 'actor_62', 'characterID': 'char_398'}]",['Action']
movie_71,Movie 71 - Customer-focused context-sensitive capability,2001,97,6.8,director_16,"[{'actorID': 'actor_52', 'characterID': 'char_553'}, {'actorID': 'actor_58', 'characterID': 'char_521'}, {'actorID': 'actor_74', 'characterID': 'char_197'}, {'actorID': 'actor_10', 'characterID': 'char_441'}]",['Thriller']
movie_72,Movie 72 - Managed high-level superstructure,2019,158,7.2,director_17,"[{'actorID': 'actor_46', 'characterID': 'char_8'}, {'actorID': 'actor_49', 'characterID': 'char_322'}, {'actorID': 'actor_28', 'characterID': 'char_3'}, {'actorID': 'actor_57', 'characterID': 'char_737'}]",['Romance']
movie_73,Movie 73 - User-friendly zero administration alliance,2009,122,6.6,director_2,"[{'actorID': 'actor_7', 'characterID': 'char_611'}, {'actorID': 'actor_12', 'characterID': 'char_82'}, {'actorID': 'actor_20', 'characterID': 'char_186'}]","['Action', 'Documentary', 'Drama']"
movie_74,Movie 74 - Face-to-face heuristic analyzer,2011,94,8.6,director_29,"[{'actorID': 'actor_13', 'characterID': 'char_171'}, {'actorID': 'actor_20', 'characterID': 'char_207'}, {'actorID': 'actor_70', 'characterID': 'char_177'}, {'actorID': 'actor_41', 'characterID': 'char_581'}, {'actorID': 'actor_59', 'characterID': 'char_19'}, {'actorID': 'actor_32', 'characterID': 'char_310'}, {'actorID': 'actor_66', 'characterID': 'char_224'}]",['Action']
movie_75,Movie 75 - Robust 5thgeneration leverage,2003,133,9.9,director_30,"[{'actorID': 'actor_62', 'characterID': 'char_661'}, {'actorID': 'actor_30', 'characterID': 'char_343'}, {'actorID': 'actor_65', 'characterID': 'char_583'}]",['Thriller']
movie_76,Movie 76 - Expanded object-oriented success,2012,144,9.1,director_18,"[{'actorID': 'actor_63', 'characterID': 'char_83'}, {'actorID': 'actor_55', 'characterID': 'char_358'}, {'actorID': 'actor_7', 'characterID': 'char_549'}, {'actorID': 'actor_59', 'characterID': 'char_69'}, {'actorID': 'actor_58', 'characterID': 'char_342'}, {'actorID': 'actor_42', 'characterID': 'char_609'}]","['Sci-Fi', 'Comedy']"
movie_77,Movie 77 - Future-proofed scalable hub,2014,158,8.8,director_16,"[{'actorID': 'actor_61', 'characterID': 'char_588'}, {'actorID': 'actor_12', 'characterID': 'char_101'}, {'actorID': 'actor_3', 'characterID': 'char_310'}]","['Comedy', 'Sci-Fi']"
movie_78,Movie 78 - Stand-alone client-server protocol,1981,99,9.1,director_28,"[{'actorID': 'actor_8', 'characterID': 'char_5'}, {'actorID': 'actor_36', 'characterID': 'char_11'}, {'actorID': 'actor_66', 'characterID': 'char_609'}, {'actorID': 'actor_14', 'characterID': 'char_545'}, {'actorID': 'actor_52', 'characterID': 'char_464'}, {'actorID': 'actor_41', 'characterID': 'char_518'}, {'actorID': 'actor_22', 'characterID': 'char_556'}]",['Drama']
movie_79,Movie 79 - Distributed 24/7 product,2017,119,4.7,director_22,"[{'actorID': 'actor_1', 'characterID': 'char_48'}, {'actorID': 'actor_21', 'characterID': 'char_391'}]",['Romance']
