id,shipmentID,shipDate,carrier,trackingNumber,orderID,shipperID
shipment_32,SHIP-32-2926,2025-02-07,USPS,TRK-9118603,order_203,manufacturer_9
shipment_33,SHIP-33-6621,2024-06-24,FedEx,TRK-1220247,order_847,warehouse_3
shipment_34,SHIP-34-3666,2024-03-20,USPS,TRK-1859961,order_1323,warehouse_24
shipment_35,SHIP-35-8144,2024-01-19,UPS,TRK-1638981,order_514,warehouse_26
shipment_36,SHIP-36-9580,2023-12-16,DHL,TRK-7663972,order_38,warehouse_31
shipment_37,SHIP-37-3427,2025-01-25,FedEx,TRK-3757951,order_1067,manufacturer_17
shipment_38,SHIP-38-8100,2024-11-25,DHL,TRK-9836978,order_1399,warehouse_34
shipment_39,SHIP-39-3374,2024-06-28,DHL,TRK-6259437,order_872,manufacturer_19
shipment_40,SHIP-40-1844,2024-03-02,DHL,TRK-9099209,order_511,warehouse_5
shipment_41,SHIP-41-1684,2025-02-11,DHL,TRK-9593773,order_1364,manufacturer_15
shipment_42,SHIP-42-2552,2024-12-31,UPS,TRK-4401956,order_713,manufacturer_9
shipment_43,SHIP-43-6590,2023-07-14,USPS,TRK-8230152,order_1037,warehouse_2
shipment_44,SHIP-44-4545,2024-12-07,USPS,TRK-7389575,order_447,warehouse_25
shipment_45,SHIP-45-1749,2024-11-03,DHL,TRK-2362248,order_792,warehouse_29
shipment_46,SHIP-46-3274,2024-08-24,USPS,TRK-6985187,order_460,warehouse_2
shipment_47,SHIP-47-2987,2024-10-04,DHL,TRK-5098337,order_1413,warehouse_16
shipment_48,SHIP-48-9305,2023-10-16,UPS,TRK-2971758,order_1169,manufacturer_9
shipment_49,SHIP-49-2117,2024-10-16,FedEx,TRK-4189647,order_719,warehouse_36
shipment_50,SHIP-50-6219,2023-12-01,DHL,TRK-1818623,order_794,manufacturer_6
shipment_51,SHIP-51-9939,2025-02-11,DHL,TRK-3027435,order_160,warehouse_39
shipment_52,SHIP-52-8393,2024-07-05,FedEx,TRK-5086015,order_1064,warehouse_7
shipment_53,SHIP-53-4853,2024-08-15,USPS,TRK-8671465,order_976,warehouse_32
shipment_54,SHIP-54-5609,2023-09-21,UPS,TRK-4613461,order_1156,warehouse_24
shipment_55,SHIP-55-5585,2024-10-26,DHL,TRK-2034588,order_383,warehouse_6
shipment_56,SHIP-56-1654,2024-03-15,UPS,TRK-1832488,order_1323,warehouse_24
shipment_57,SHIP-57-9873,2023-07-24,UPS,TRK-5382396,order_660,warehouse_17
shipment_58,SHIP-58-3944,2025-01-10,FedEx,TRK-9119503,order_153,warehouse_2
shipment_59,SHIP-59-9413,2025-02-15,DHL,TRK-1307486,order_1290,manufacturer_6
shipment_60,SHIP-60-2153,2024-12-23,UPS,TRK-6498170,order_1082,warehouse_24
shipment_61,SHIP-61-5265,2024-08-08,USPS,TRK-4255417,order_1439,manufacturer_11
shipment_62,SHIP-62-8684,2024-12-04,UPS,TRK-8218988,order_446,warehouse_18
shipment_63,SHIP-63-4332,2024-06-25,USPS,TRK-9914763,order_1371,warehouse_17
shipment_64,SHIP-64-2710,2025-02-16,USPS,TRK-1686535,order_190,warehouse_34
shipment_65,SHIP-65-8286,2024-07-20,USPS,TRK-2109691,order_712,warehouse_22
shipment_66,SHIP-66-4275,2024-04-14,DHL,TRK-8102830,order_280,warehouse_20
shipment_67,SHIP-67-3066,2024-10-20,UPS,TRK-3576344,order_441,manufacturer_17
shipment_68,SHIP-68-5371,2024-06-20,FedEx,TRK-4251766,order_1193,manufacturer_7
shipment_69,SHIP-69-8383,2023-11-12,FedEx,TRK-9996399,order_76,manufacturer_10
shipment_70,SHIP-70-5755,2024-04-01,DHL,TRK-4214971,order_650,warehouse_5
shipment_71,SHIP-71-8756,2024-06-10,FedEx,TRK-9569615,order_1464,warehouse_21
shipment_72,SHIP-72-2115,2024-04-28,DHL,TRK-3493860,order_770,manufacturer_6
shipment_73,SHIP-73-7729,2024-06-07,USPS,TRK-4180792,order_872,manufacturer_19
shipment_74,SHIP-74-7304,2024-10-04,USPS,TRK-6476219,order_1033,warehouse_31
shipment_75,SHIP-75-7099,2025-02-12,FedEx,TRK-4802058,order_1134,manufacturer_3
shipment_76,SHIP-76-4079,2024-07-09,FedEx,TRK-6021648,order_914,manufacturer_12
shipment_77,SHIP-77-4366,2025-02-15,UPS,TRK-8401906,order_501,warehouse_11
shipment_78,SHIP-78-4891,2024-07-15,UPS,TRK-5851446,order_1203,manufacturer_6
shipment_79,SHIP-79-1629,2024-12-22,FedEx,TRK-3436147,order_420,warehouse_32
shipment_80,SHIP-80-3604,2024-08-30,DHL,TRK-6827191,order_1083,warehouse_39
shipment_81,SHIP-81-7829,2024-10-04,DHL,TRK-4344773,order_338,manufacturer_11
shipment_82,SHIP-82-9469,2024-08-13,DHL,TRK-8060615,order_42,warehouse_28
shipment_83,SHIP-83-2960,2024-11-12,DHL,TRK-7658121,order_997,warehouse_29
shipment_84,SHIP-84-9457,2024-12-11,UPS,TRK-1637743,order_1312,warehouse_9
shipment_85,SHIP-85-3543,2024-12-08,FedEx,TRK-6967479,order_49,manufacturer_14
shipment_86,SHIP-86-5947,2023-06-30,UPS,TRK-5567416,order_295,manufacturer_4
shipment_87,SHIP-87-2230,2025-02-06,USPS,TRK-3369719,order_802,warehouse_6
shipment_88,SHIP-88-9709,2024-11-29,FedEx,TRK-1524292,order_551,warehouse_25
shipment_89,SHIP-89-6766,2023-10-06,DHL,TRK-9436326,order_969,warehouse_29
shipment_90,SHIP-90-7140,2023-05-10,UPS,TRK-4350208,order_239,warehouse_0
shipment_91,SHIP-91-7843,2023-09-26,UPS,TRK-3353771,order_849,manufacturer_14
shipment_92,SHIP-92-8005,2024-12-25,USPS,TRK-3426176,order_217,manufacturer_17
shipment_93,SHIP-93-1451,2024-09-12,UPS,TRK-9402615,order_1412,warehouse_38
shipment_94,SHIP-94-9244,2024-09-03,DHL,TRK-2555095,order_953,manufacturer_4
shipment_95,SHIP-95-6971,2024-09-19,USPS,TRK-3615282,order_1310,manufacturer_14
shipment_96,SHIP-96-8348,2024-02-06,UPS,TRK-4561456,order_894,warehouse_32
shipment_97,SHIP-97-7214,2024-08-05,USPS,TRK-7673337,order_1320,manufacturer_12
shipment_98,SHIP-98-1956,2024-01-19,DHL,TRK-1966373,order_1033,warehouse_31
shipment_99,SHIP-99-5404,2024-10-27,UPS,TRK-3863105,order_509,warehouse_17
shipment_100,SHIP-100-9337,2024-02-06,UPS,TRK-3219296,order_1481,warehouse_34
shipment_101,SHIP-101-4139,2025-02-13,DHL,TRK-5767812,order_501,warehouse_11
shipment_102,SHIP-102-8958,2024-11-23,UPS,TRK-7124819,order_1393,warehouse_33
shipment_103,SHIP-103-6086,2023-11-03,FedEx,TRK-3570752,order_207,warehouse_24
shipment_104,SHIP-104-2783,2025-01-01,UPS,TRK-7077194,order_84,manufacturer_2
shipment_105,SHIP-105-1132,2025-02-02,USPS,TRK-9905823,order_139,warehouse_33
shipment_106,SHIP-106-9459,2024-10-20,UPS,TRK-2128498,order_145,manufacturer_10
shipment_107,SHIP-107-1664,2024-11-28,FedEx,TRK-5970491,order_709,warehouse_31
shipment_108,SHIP-108-5059,2025-02-01,USPS,TRK-1874214,order_843,manufacturer_18
shipment_109,SHIP-109-9004,2025-02-17,UPS,TRK-4831820,order_729,warehouse_25
shipment_110,SHIP-110-3044,2024-09-19,DHL,TRK-6909974,order_1384,manufacturer_9
shipment_111,SHIP-111-9048,2024-12-28,USPS,TRK-6541364,order_717,warehouse_28
shipment_112,SHIP-112-7498,2024-08-20,DHL,TRK-7640481,order_488,warehouse_32
shipment_113,SHIP-113-8129,2024-06-23,FedEx,TRK-4050137,order_835,manufacturer_18
shipment_114,SHIP-114-1462,2025-02-14,FedEx,TRK-1822302,order_1126,manufacturer_5
shipment_115,SHIP-115-3826,2025-01-20,DHL,TRK-6748443,order_531,manufacturer_17
shipment_116,SHIP-116-3103,2024-09-20,FedEx,TRK-6747435,order_191,warehouse_15
shipment_117,SHIP-117-2100,2024-06-24,DHL,TRK-6081182,order_1199,warehouse_27
shipment_118,SHIP-118-1476,2024-05-01,USPS,TRK-1112567,order_69,warehouse_23
shipment_119,SHIP-119-7328,2024-07-05,DHL,TRK-7740091,order_233,manufacturer_18
shipment_120,SHIP-120-2726,2024-12-05,USPS,TRK-2107238,order_97,manufacturer_12
shipment_121,SHIP-121-1418,2025-01-13,DHL,TRK-2372167,order_253,warehouse_7
shipment_122,SHIP-122-4145,2025-02-17,FedEx,TRK-9631864,order_52,warehouse_24
shipment_123,SHIP-123-9276,2025-02-13,UPS,TRK-6952870,order_506,warehouse_3
shipment_124,SHIP-124-8662,2025-01-25,USPS,TRK-7117137,order_595,manufacturer_13
shipment_125,SHIP-125-1902,2025-02-09,DHL,TRK-8127686,order_569,manufacturer_15
shipment_126,SHIP-126-9210,2023-11-27,FedEx,TRK-8434598,order_985,warehouse_32
shipment_127,SHIP-127-5717,2024-12-26,DHL,TRK-7137608,order_618,warehouse_11
shipment_128,SHIP-128-2679,2024-08-08,USPS,TRK-7292331,order_1255,warehouse_11
shipment_129,SHIP-129-8951,2025-01-26,FedEx,TRK-8979426,order_1413,warehouse_16
shipment_130,SHIP-130-7383,2024-12-21,DHL,TRK-2096451,order_1081,manufacturer_11
shipment_131,SHIP-131-8739,2024-09-26,FedEx,TRK-4303418,order_950,manufacturer_5
shipment_132,SHIP-132-5248,2025-01-26,USPS,TRK-1992906,order_1036,warehouse_17
shipment_133,SHIP-133-2615,2024-08-03,UPS,TRK-2118907,order_450,manufacturer_0
shipment_134,SHIP-134-8856,2024-03-12,UPS,TRK-3521088,order_1203,manufacturer_6
shipment_135,SHIP-135-2835,2024-07-19,UPS,TRK-4972024,order_205,manufacturer_9
shipment_136,SHIP-136-3011,2023-12-08,FedEx,TRK-7989119,order_47,warehouse_16
shipment_137,SHIP-137-1239,2025-01-29,DHL,TRK-1786561,order_1327,manufacturer_4
shipment_138,SHIP-138-6856,2024-10-02,DHL,TRK-8551733,order_1104,warehouse_33
shipment_139,SHIP-139-6713,2024-10-12,DHL,TRK-8370620,order_1121,warehouse_0
shipment_140,SHIP-140-2819,2024-07-25,UPS,TRK-3977110,order_177,manufacturer_8
shipment_141,SHIP-141-6986,2024-10-06,UPS,TRK-6069377,order_145,manufacturer_10
shipment_142,SHIP-142-6421,2024-06-15,UPS,TRK-8492703,order_847,warehouse_3
shipment_143,SHIP-143-9043,2025-01-10,USPS,TRK-4557447,order_574,warehouse_31
shipment_144,SHIP-144-2205,2024-11-12,UPS,TRK-1067479,order_190,warehouse_34
shipment_145,SHIP-145-3366,2023-09-09,DHL,TRK-4556940,order_1118,manufacturer_9
shipment_146,SHIP-146-5808,2025-02-05,USPS,TRK-2799918,order_715,warehouse_39
shipment_147,SHIP-147-1978,2023-08-10,FedEx,TRK-3162980,order_503,warehouse_37
shipment_148,SHIP-148-5550,2024-11-16,USPS,TRK-7254158,order_231,warehouse_7
shipment_149,SHIP-149-8626,2024-09-16,USPS,TRK-6886093,order_1156,warehouse_24
shipment_150,SHIP-150-4948,2025-01-11,DHL,TRK-1753319,order_272,warehouse_39
shipment_151,SHIP-151-8537,2025-01-25,UPS,TRK-7768450,order_546,warehouse_19
shipment_152,SHIP-152-5753,2024-04-24,UPS,TRK-4833982,order_90,manufacturer_0
shipment_153,SHIP-153-6213,2024-11-05,USPS,TRK-1787182,order_721,warehouse_29
shipment_154,SHIP-154-5335,2025-01-07,USPS,TRK-2467071,order_871,warehouse_18
shipment_155,SHIP-155-2155,2024-06-16,UPS,TRK-8964135,order_168,warehouse_22
shipment_156,SHIP-156-3162,2025-02-05,DHL,TRK-6170456,order_1398,manufacturer_17
shipment_157,SHIP-157-6431,2023-06-11,FedEx,TRK-3232787,order_1006,warehouse_18
shipment_158,SHIP-158-9860,2025-01-16,UPS,TRK-2082568,order_87,warehouse_16
shipment_159,SHIP-159-6264,2023-12-06,DHL,TRK-3750037,order_1273,warehouse_32
shipment_160,SHIP-160-8381,2024-02-22,FedEx,TRK-5487276,order_410,warehouse_5
shipment_161,SHIP-161-6203,2025-01-30,FedEx,TRK-4891674,order_1138,warehouse_19
shipment_162,SHIP-162-9369,2024-10-07,USPS,TRK-8941278,order_721,warehouse_29
shipment_163,SHIP-163-8684,2024-05-19,FedEx,TRK-3967591,order_132,manufacturer_8
shipment_164,SHIP-164-5878,2024-08-16,FedEx,TRK-2156809,order_468,warehouse_36
shipment_165,SHIP-165-8732,2024-07-19,UPS,TRK-1815092,order_733,warehouse_31
shipment_166,SHIP-166-4338,2024-12-18,FedEx,TRK-4953411,order_738,manufacturer_1
shipment_167,SHIP-167-4001,2023-06-23,UPS,TRK-5968139,order_1088,manufacturer_0
shipment_168,SHIP-168-9690,2024-11-08,USPS,TRK-2429558,order_319,manufacturer_15
shipment_169,SHIP-169-5609,2025-02-11,UPS,TRK-2504452,order_407,warehouse_12
shipment_170,SHIP-170-9044,2023-11-27,USPS,TRK-2541289,order_870,warehouse_13
shipment_171,SHIP-171-2576,2025-02-09,USPS,TRK-4516886,order_783,warehouse_9
shipment_172,SHIP-172-7297,2024-10-21,UPS,TRK-3726266,order_387,manufacturer_5
shipment_173,SHIP-173-6865,2025-02-13,DHL,TRK-4705052,order_130,manufacturer_3
shipment_174,SHIP-174-5877,2024-08-07,FedEx,TRK-3798090,order_550,warehouse_17
shipment_175,SHIP-175-2543,2023-12-05,DHL,TRK-7747466,order_505,warehouse_15
shipment_176,SHIP-176-2641,2025-02-15,USPS,TRK-3645630,order_1020,warehouse_26
shipment_177,SHIP-177-5752,2025-01-08,USPS,TRK-5576184,order_889,warehouse_7
shipment_178,SHIP-178-6096,2024-10-22,USPS,TRK-5985241,order_675,warehouse_18
shipment_179,SHIP-179-6838,2025-02-09,UPS,TRK-6779722,order_182,warehouse_10
shipment_180,SHIP-180-1425,2025-02-07,DHL,TRK-4984932,order_639,warehouse_14
shipment_181,SHIP-181-2673,2025-01-23,DHL,TRK-3066906,order_1178,manufacturer_14
shipment_182,SHIP-182-9859,2025-01-11,UPS,TRK-2524700,order_1419,warehouse_32
shipment_183,SHIP-183-5909,2024-03-20,DHL,TRK-1781931,order_15,manufacturer_1
shipment_184,SHIP-184-4381,2023-12-31,USPS,TRK-2827150,order_851,warehouse_10
shipment_185,SHIP-185-9726,2024-10-23,DHL,TRK-1415167,order_914,manufacturer_12
shipment_186,SHIP-186-6509,2024-07-01,USPS,TRK-9203898,order_819,manufacturer_7
shipment_187,SHIP-187-1505,2025-01-29,FedEx,TRK-5622869,order_1246,warehouse_36
shipment_188,SHIP-188-8992,2024-07-28,DHL,TRK-6161131,order_894,warehouse_32
shipment_189,SHIP-189-7985,2024-07-26,FedEx,TRK-6782149,order_1240,warehouse_4
shipment_190,SHIP-190-9509,2024-10-23,FedEx,TRK-9341724,order_1011,warehouse_34
shipment_191,SHIP-191-5649,2025-01-05,USPS,TRK-5837497,order_1429,warehouse_38
shipment_192,SHIP-192-1585,2024-08-28,UPS,TRK-1654365,order_455,warehouse_35
shipment_193,SHIP-193-3682,2025-01-17,USPS,TRK-5143718,order_342,warehouse_13
shipment_194,SHIP-194-5454,2024-04-15,DHL,TRK-9647791,order_853,manufacturer_10
shipment_195,SHIP-195-9780,2025-01-20,UPS,TRK-7895084,order_1452,warehouse_9
shipment_196,SHIP-196-6284,2025-01-30,FedEx,TRK-6396665,order_1353,manufacturer_19
shipment_197,SHIP-197-1724,2023-12-18,DHL,TRK-8053949,order_147,manufacturer_0
shipment_198,SHIP-198-1495,2025-02-06,FedEx,TRK-9528923,order_817,warehouse_2
shipment_199,SHIP-199-7526,2024-12-01,DHL,TRK-3361459,order_1346,manufacturer_18
shipment_200,SHIP-200-3436,2024-10-07,DHL,TRK-4341103,order_1262,manufacturer_17
shipment_201,SHIP-201-7096,2024-01-11,FedEx,TRK-5195341,order_856,manufacturer_17
shipment_202,SHIP-202-6084,2025-01-12,USPS,TRK-9448384,order_1277,warehouse_17
shipment_203,SHIP-203-7548,2025-02-10,DHL,TRK-1505238,order_27,warehouse_4
shipment_204,SHIP-204-1415,2024-11-07,FedEx,TRK-2460556,order_305,warehouse_33
shipment_205,SHIP-205-4446,2024-09-22,DHL,TRK-4141494,order_146,warehouse_15
shipment_206,SHIP-206-3828,2024-10-23,UPS,TRK-3928086,order_334,manufacturer_15
shipment_207,SHIP-207-6165,2024-08-15,FedEx,TRK-9267947,order_385,warehouse_11
shipment_208,SHIP-208-7562,2025-01-07,DHL,TRK-6000761,order_946,manufacturer_18
shipment_209,SHIP-209-8523,2025-01-20,DHL,TRK-2561130,order_204,manufacturer_19
shipment_210,SHIP-210-6458,2023-10-30,USPS,TRK-9691098,order_209,warehouse_10
shipment_211,SHIP-211-5103,2024-02-08,FedEx,TRK-4841687,order_1096,manufacturer_1
shipment_212,SHIP-212-8155,2025-01-03,UPS,TRK-4129070,order_853,manufacturer_10
shipment_213,SHIP-213-7271,2025-02-17,UPS,TRK-9786993,order_501,warehouse_11
shipment_214,SHIP-214-1310,2024-01-19,DHL,TRK-8629116,order_43,warehouse_39
shipment_215,SHIP-215-9959,2025-01-02,UPS,TRK-8175384,order_1255,warehouse_11
shipment_216,SHIP-216-8577,2024-11-14,UPS,TRK-7129482,order_580,warehouse_39
shipment_217,SHIP-217-7194,2025-01-22,FedEx,TRK-5578929,order_855,warehouse_24
shipment_218,SHIP-218-3293,2025-01-08,FedEx,TRK-4254055,order_1152,warehouse_17
shipment_219,SHIP-219-6425,2025-01-20,UPS,TRK-3981929,order_383,warehouse_6
shipment_220,SHIP-220-3893,2024-02-09,FedEx,TRK-3690016,order_498,warehouse_0
shipment_221,SHIP-221-6298,2025-01-21,USPS,TRK-7472753,order_1394,warehouse_17
shipment_222,SHIP-222-4039,2025-01-03,FedEx,TRK-1484255,order_520,warehouse_38
shipment_223,SHIP-223-9658,2025-02-13,DHL,TRK-5359704,order_52,warehouse_24
shipment_224,SHIP-224-5296,2024-04-21,UPS,TRK-6695205,order_848,warehouse_16
shipment_225,SHIP-225-2255,2024-11-14,USPS,TRK-1960074,order_1392,warehouse_22
shipment_226,SHIP-226-6102,2024-08-30,UPS,TRK-1200100,order_1067,manufacturer_17
shipment_227,SHIP-227-7627,2024-10-11,USPS,TRK-6629844,order_1153,warehouse_31
shipment_228,SHIP-228-1680,2024-06-23,FedEx,TRK-1685309,order_54,warehouse_2
shipment_229,SHIP-229-2019,2024-06-20,DHL,TRK-6452631,order_1006,warehouse_18
shipment_230,SHIP-230-5634,2024-10-30,USPS,TRK-8984183,order_1269,manufacturer_16
shipment_231,SHIP-231-9214,2023-07-23,DHL,TRK-8626838,order_1416,warehouse_15
shipment_232,SHIP-232-6403,2024-05-04,UPS,TRK-3625544,order_765,warehouse_34
shipment_233,SHIP-233-4829,2024-07-14,USPS,TRK-5336153,order_727,warehouse_24
shipment_234,SHIP-234-6598,2024-03-18,USPS,TRK-4551042,order_566,manufacturer_8
shipment_235,SHIP-235-9885,2024-05-01,DHL,TRK-6627864,order_971,warehouse_2
shipment_236,SHIP-236-9013,2023-12-10,UPS,TRK-8474599,order_686,warehouse_36
shipment_237,SHIP-237-3416,2024-07-29,DHL,TRK-2021688,order_969,warehouse_29
shipment_238,SHIP-238-7065,2024-03-20,USPS,TRK-3230407,order_1404,warehouse_10
shipment_239,SHIP-239-9976,2023-10-24,UPS,TRK-6247703,order_148,manufacturer_3
shipment_240,SHIP-240-9741,2025-01-20,DHL,TRK-4500858,order_1394,warehouse_17
shipment_241,SHIP-241-6978,2024-01-31,DHL,TRK-8673383,order_102,warehouse_18
shipment_242,SHIP-242-3221,2025-02-17,FedEx,TRK-8162875,order_347,warehouse_3
shipment_243,SHIP-243-6062,2024-04-04,USPS,TRK-6270984,order_1382,warehouse_29
shipment_244,SHIP-244-3092,2025-01-11,UPS,TRK-6666721,order_1268,warehouse_6
shipment_245,SHIP-245-4827,2025-01-10,USPS,TRK-6747255,order_666,manufacturer_12
shipment_246,SHIP-246-7139,2024-05-02,UPS,TRK-8013705,order_1374,warehouse_14
shipment_247,SHIP-247-3900,2023-09-21,UPS,TRK-6046899,order_991,warehouse_27
shipment_248,SHIP-248-3072,2023-11-06,DHL,TRK-4270375,order_101,manufacturer_13
shipment_249,SHIP-249-6331,2025-01-29,DHL,TRK-8286111,order_403,manufacturer_19
shipment_250,SHIP-250-6930,2023-09-13,UPS,TRK-3713524,order_917,warehouse_16
shipment_251,SHIP-251-8170,2024-12-19,FedEx,TRK-6291913,order_1060,warehouse_23
shipment_252,SHIP-252-8051,2025-02-13,DHL,TRK-8214731,order_891,warehouse_7
shipment_253,SHIP-253-6791,2024-09-05,FedEx,TRK-8602023,order_189,warehouse_38
shipment_254,SHIP-254-8401,2024-11-12,FedEx,TRK-2526119,order_1037,warehouse_2
shipment_255,SHIP-255-9273,2023-11-23,FedEx,TRK-4835324,order_1006,warehouse_18
shipment_256,SHIP-256-6774,2025-01-19,DHL,TRK-9748184,order_379,warehouse_12
shipment_257,SHIP-257-3083,2024-11-01,FedEx,TRK-9022888,order_544,warehouse_28
shipment_258,SHIP-258-8686,2024-06-29,FedEx,TRK-6125491,order_1426,manufacturer_0
shipment_259,SHIP-259-7123,2024-04-17,USPS,TRK-3398995,order_1094,warehouse_31
shipment_260,SHIP-260-8546,2025-01-21,USPS,TRK-2364562,order_293,warehouse_8
shipment_261,SHIP-261-9462,2024-12-29,FedEx,TRK-2511740,order_819,manufacturer_7
shipment_262,SHIP-262-6432,2025-01-07,DHL,TRK-5946150,order_727,warehouse_24
shipment_263,SHIP-263-8165,2024-09-17,UPS,TRK-8416792,order_548,warehouse_20
shipment_264,SHIP-264-5409,2024-12-21,USPS,TRK-7841384,order_26,warehouse_17
shipment_265,SHIP-265-2618,2024-05-01,UPS,TRK-1671657,order_289,warehouse_36
shipment_266,SHIP-266-4394,2025-02-16,DHL,TRK-4244235,order_870,warehouse_13
shipment_267,SHIP-267-9745,2025-02-15,UPS,TRK-1937296,order_696,warehouse_0
shipment_268,SHIP-268-6995,2025-02-10,UPS,TRK-1474178,order_1043,warehouse_29
shipment_269,SHIP-269-9338,2023-05-31,USPS,TRK-8805646,order_1190,manufacturer_9
shipment_270,SHIP-270-6787,2023-07-23,USPS,TRK-5693111,order_725,manufacturer_18
shipment_271,SHIP-271-1787,2024-05-05,USPS,TRK-6473246,order_902,warehouse_15
shipment_272,SHIP-272-5173,2024-02-15,DHL,TRK-2395088,order_804,warehouse_2
shipment_273,SHIP-273-6095,2024-06-01,USPS,TRK-5521198,order_955,warehouse_26
shipment_274,SHIP-274-6959,2024-04-12,FedEx,TRK-3687344,order_186,warehouse_39
shipment_275,SHIP-275-8096,2024-10-30,USPS,TRK-1259542,order_48,warehouse_22
shipment_276,SHIP-276-5786,2024-05-22,UPS,TRK-4514986,order_105,warehouse_10
shipment_277,SHIP-277-8801,2024-11-07,DHL,TRK-6859918,order_1375,warehouse_33
shipment_278,SHIP-278-7992,2024-07-07,USPS,TRK-7324729,order_1352,warehouse_3
shipment_279,SHIP-279-7860,2024-11-14,DHL,TRK-4469630,order_81,warehouse_4
shipment_280,SHIP-280-6253,2024-04-05,DHL,TRK-1319269,order_1156,warehouse_24
shipment_281,SHIP-281-5914,2024-12-29,DHL,TRK-9832112,order_98,warehouse_21
shipment_282,SHIP-282-1018,2024-11-11,UPS,TRK-5367774,order_799,warehouse_39
shipment_283,SHIP-283-4719,2024-11-08,DHL,TRK-5795691,order_1303,warehouse_25
shipment_284,SHIP-284-3467,2024-07-18,FedEx,TRK-6563687,order_188,manufacturer_11
shipment_285,SHIP-285-1728,2024-12-14,DHL,TRK-9203165,order_1116,warehouse_37
shipment_286,SHIP-286-8917,2024-09-15,DHL,TRK-7390085,order_261,warehouse_35
shipment_287,SHIP-287-6217,2024-12-14,FedEx,TRK-1844789,order_14,manufacturer_5
shipment_288,SHIP-288-5879,2024-11-23,FedEx,TRK-9199011,order_279,manufacturer_12
shipment_289,SHIP-289-8198,2025-02-04,UPS,TRK-1734434,order_891,warehouse_7
shipment_290,SHIP-290-5219,2023-08-01,DHL,TRK-4333307,order_757,manufacturer_13
shipment_291,SHIP-291-1878,2023-10-24,DHL,TRK-6135720,order_1113,manufacturer_19
shipment_292,SHIP-292-8441,2024-12-13,USPS,TRK-2685910,order_839,manufacturer_18
shipment_293,SHIP-293-4587,2024-09-19,UPS,TRK-4217531,order_1050,manufacturer_6
shipment_294,SHIP-294-2654,2025-01-06,DHL,TRK-5926283,order_557,warehouse_3
shipment_295,SHIP-295-7809,2024-11-05,USPS,TRK-9846516,order_665,warehouse_2
shipment_296,SHIP-296-2819,2023-10-23,UPS,TRK-6557030,order_794,manufacturer_6
