id,orderNumber,orderDate,status,totalAmount,sellerType,sellerID,retailerID,productIDs
order_68,ON-68-4488,2023-08-22,Delivered,2114.22,warehouse,warehouse_18,retailer_13,"['product_189', 'product_160']"
order_69,ON-69-5532,2024-03-07,Delivered,2494.81,warehouse,warehouse_23,retailer_24,"['product_171', 'product_221']"
order_70,ON-70-7933,2024-05-25,Cancelled,14670.43,warehouse,warehouse_30,retailer_30,"['product_183', 'product_126', 'product_27', 'product_4', 'product_20']"
order_71,ON-71-9090,2023-11-16,Pending,4747.76,manufacturer,manufacturer_12,retailer_10,"['product_202', 'product_219']"
order_72,ON-72-7303,2024-05-18,Pending,4044.32,manufacturer,manufacturer_15,retailer_26,['product_118']
order_73,ON-73-2231,2024-10-19,Shipped,5790.89,warehouse,warehouse_32,retailer_49,"['product_211', 'product_1', 'product_60', 'product_101']"
order_74,ON-74-8076,2024-05-16,Cancelled,8840.89,manufacturer,manufacturer_19,retailer_34,"['product_5', 'product_77', 'product_23']"
order_75,ON-75-4638,2024-09-18,Delivered,1559.28,warehouse,warehouse_24,retailer_25,"['product_23', 'product_197', 'product_213']"
order_76,ON-76-1187,2023-03-07,Shipped,2986.78,manufacturer,manufacturer_10,retailer_25,['product_129']
order_77,ON-77-8029,2024-12-18,Delivered,22630.2,warehouse,warehouse_7,retailer_22,"['product_24', 'product_111', 'product_202', 'product_86']"
order_78,ON-78-8067,2023-04-14,Shipped,21073.89,warehouse,warehouse_10,retailer_3,"['product_118', 'product_81', 'product_44', 'product_165', 'product_155']"
order_79,ON-79-7033,2023-03-30,Shipped,1293.1,manufacturer,manufacturer_17,retailer_33,"['product_165', 'product_104']"
order_80,ON-80-9011,2024-11-14,Cancelled,8847.9,manufacturer,manufacturer_5,retailer_5,"['product_2', 'product_222', 'product_239', 'product_69', 'product_32']"
order_81,ON-81-6671,2024-09-13,Shipped,5121.94,warehouse,warehouse_4,retailer_12,"['product_69', 'product_157', 'product_135', 'product_191']"
order_82,ON-82-6874,2024-06-23,Cancelled,4652.22,warehouse,warehouse_39,retailer_46,"['product_186', 'product_65']"
order_83,ON-83-6823,2023-03-25,Delivered,1369.62,warehouse,warehouse_18,retailer_15,['product_247']
order_84,ON-84-8065,2024-05-05,Delivered,4369.22,manufacturer,manufacturer_2,retailer_16,"['product_126', 'product_151']"
order_85,ON-85-8987,2024-06-17,Cancelled,20974.91,warehouse,warehouse_19,retailer_1,"['product_96', 'product_190', 'product_28', 'product_118', 'product_249']"
order_86,ON-86-8159,2024-04-23,Delivered,335.34,warehouse,warehouse_35,retailer_0,['product_222']
order_87,ON-87-6194,2024-12-10,Shipped,5291.51,warehouse,warehouse_16,retailer_49,['product_190']
order_88,ON-88-2899,2024-05-30,Shipped,14890.98,warehouse,warehouse_36,retailer_11,"['product_165', 'product_81', 'product_37', 'product_45']"
order_89,ON-89-3161,2024-07-30,Delivered,16004.94,manufacturer,manufacturer_3,retailer_17,"['product_158', 'product_81', 'product_178', 'product_202']"
order_90,ON-90-9665,2023-05-15,Pending,9524.06,manufacturer,manufacturer_0,retailer_30,"['product_189', 'product_32', 'product_215', 'product_65']"
order_91,ON-91-8445,2024-09-22,Shipped,15319.54,warehouse,warehouse_7,retailer_3,"['product_67', 'product_137', 'product_185', 'product_151', 'product_202']"
order_92,ON-92-9930,2024-04-01,Delivered,5183.73,warehouse,warehouse_39,retailer_21,"['product_246', 'product_97', 'product_93']"
order_93,ON-93-6836,2023-09-20,Shipped,14228.92,warehouse,warehouse_4,retailer_35,"['product_72', 'product_191', 'product_214', 'product_186', 'product_135']"
order_94,ON-94-1628,2024-09-14,Delivered,5994.1,warehouse,warehouse_30,retailer_25,['product_183']
order_95,ON-95-2978,2023-05-07,Shipped,10377.3,manufacturer,manufacturer_19,retailer_23,"['product_5', 'product_23']"
order_96,ON-96-3144,2023-08-07,Delivered,9220.49,manufacturer,manufacturer_8,retailer_2,"['product_72', 'product_221', 'product_195', 'product_22', 'product_247']"
order_97,ON-97-1406,2024-04-12,Shipped,1484.07,manufacturer,manufacturer_12,retailer_9,"['product_197', 'product_241', 'product_11']"
order_98,ON-98-6030,2024-11-16,Shipped,17088.96,warehouse,warehouse_21,retailer_30,"['product_160', 'product_208', 'product_102', 'product_12']"
order_99,ON-99-5922,2024-11-04,Shipped,2717.64,warehouse,warehouse_36,retailer_16,"['product_81', 'product_222', 'product_32', 'product_213']"
order_100,ON-100-3894,2023-03-21,Cancelled,23268.24,manufacturer,manufacturer_4,retailer_15,"['product_91', 'product_246', 'product_218', 'product_217', 'product_101']"
order_101,ON-101-8201,2023-05-06,Delivered,7914.59,manufacturer,manufacturer_13,retailer_33,"['product_215', 'product_191', 'product_165']"
order_102,ON-102-1568,2023-02-19,Delivered,11477.2,warehouse,warehouse_18,retailer_34,"['product_55', 'product_138', 'product_196', 'product_186']"
order_103,ON-103-6131,2024-08-22,Cancelled,5725.98,manufacturer,manufacturer_13,retailer_25,"['product_96', 'product_121']"
order_104,ON-104-9851,2023-02-27,Pending,5690.18,warehouse,warehouse_39,retailer_37,"['product_22', 'product_93']"
order_105,ON-105-2556,2024-04-29,Shipped,11979.49,warehouse,warehouse_10,retailer_41,"['product_240', 'product_200', 'product_136', 'product_213']"
order_106,ON-106-5499,2023-07-06,Shipped,6956.5,warehouse,warehouse_28,retailer_34,"['product_57', 'product_196', 'product_171', 'product_214']"
order_107,ON-107-8968,2024-08-20,Delivered,20275.49,manufacturer,manufacturer_15,retailer_28,"['product_22', 'product_137', 'product_118', 'product_75']"
order_108,ON-108-1791,2025-01-05,Delivered,16822.5,manufacturer,manufacturer_3,retailer_4,"['product_155', 'product_81', 'product_187', 'product_65']"
order_109,ON-109-2197,2023-09-12,Pending,7205.04,manufacturer,manufacturer_8,retailer_35,"['product_173', 'product_103', 'product_40']"
order_110,ON-110-5635,2024-04-13,Shipped,13054.85,warehouse,warehouse_29,retailer_11,"['product_221', 'product_9', 'product_187', 'product_168']"
order_111,ON-111-6173,2023-07-31,Cancelled,335.92,warehouse,warehouse_23,retailer_14,['product_173']
order_112,ON-112-5689,2024-11-27,Cancelled,9305.16,warehouse,warehouse_17,retailer_9,"['product_185', 'product_220', 'product_57']"
order_113,ON-113-4081,2023-06-10,Cancelled,11146.84,warehouse,warehouse_23,retailer_15,"['product_123', 'product_173', 'product_32', 'product_28']"
order_114,ON-114-4658,2024-09-25,Delivered,8704.52,warehouse,warehouse_7,retailer_34,"['product_202', 'product_23', 'product_42', 'product_118', 'product_86']"
order_115,ON-115-7059,2025-02-06,Pending,7709.42,manufacturer,manufacturer_16,retailer_11,"['product_164', 'product_93', 'product_156']"
order_116,ON-116-5374,2023-07-31,Cancelled,1383.52,manufacturer,manufacturer_19,retailer_8,"['product_147', 'product_77', 'product_8']"
order_117,ON-117-5277,2023-10-30,Cancelled,13675.75,warehouse,warehouse_37,retailer_20,"['product_76', 'product_219', 'product_164', 'product_142']"
order_118,ON-118-4146,2025-02-05,Shipped,6432.89,manufacturer,manufacturer_15,retailer_7,['product_75']
order_119,ON-119-3063,2023-04-30,Cancelled,4954.81,warehouse,warehouse_18,retailer_23,"['product_17', 'product_197', 'product_233']"
order_120,ON-120-8379,2023-06-30,Cancelled,2846.58,manufacturer,manufacturer_19,retailer_3,"['product_8', 'product_23']"
order_121,ON-121-8784,2024-12-17,Delivered,13034.76,manufacturer,manufacturer_4,retailer_7,"['product_246', 'product_91', 'product_104']"
order_122,ON-122-3494,2023-12-04,Shipped,842.4,warehouse,warehouse_36,retailer_24,['product_189']
order_123,ON-123-7985,2023-10-31,Pending,842.4,warehouse,warehouse_9,retailer_47,['product_10']
order_124,ON-124-3506,2023-02-25,Cancelled,7953.35,manufacturer,manufacturer_11,retailer_29,"['product_222', 'product_69', 'product_221', 'product_93', 'product_136']"
order_125,ON-125-8378,2024-12-01,Shipped,12836.12,warehouse,warehouse_15,retailer_9,"['product_129', 'product_91', 'product_2']"
order_126,ON-126-3452,2023-11-26,Delivered,88.14,manufacturer,manufacturer_7,retailer_23,['product_228']
order_127,ON-127-9035,2024-04-13,Cancelled,8904.39,manufacturer,manufacturer_17,retailer_39,"['product_165', 'product_196', 'product_51', 'product_104', 'product_211']"
order_128,ON-128-5507,2024-01-21,Cancelled,2546.37,warehouse,warehouse_33,retailer_43,['product_38']
order_129,ON-129-4269,2023-11-18,Cancelled,4961.62,warehouse,warehouse_21,retailer_46,"['product_160', 'product_200', 'product_111']"
order_130,ON-130-6420,2024-10-16,Shipped,6203.53,manufacturer,manufacturer_3,retailer_12,"['product_221', 'product_65']"
order_131,ON-131-9226,2023-12-14,Shipped,4639.85,warehouse,warehouse_24,retailer_32,"['product_241', 'product_213', 'product_202']"
order_132,ON-132-4369,2024-03-06,Shipped,9407.63,manufacturer,manufacturer_8,retailer_21,"['product_204', 'product_47', 'product_247', 'product_72']"
order_133,ON-133-3591,2024-03-09,Pending,1311.84,warehouse,warehouse_8,retailer_4,['product_198']
order_134,ON-134-3214,2023-09-29,Cancelled,2120.43,warehouse,warehouse_15,retailer_46,"['product_129', 'product_91', 'product_152', 'product_180']"
order_135,ON-135-5192,2023-05-14,Cancelled,17107.55,warehouse,warehouse_22,retailer_31,"['product_81', 'product_186', 'product_199', 'product_77', 'product_154']"
order_136,ON-136-4641,2023-09-17,Pending,19837.18,manufacturer,manufacturer_3,retailer_28,"['product_221', 'product_178', 'product_187', 'product_65', 'product_81']"
order_137,ON-137-2221,2023-04-30,Pending,9463.46,manufacturer,manufacturer_18,retailer_18,"['product_237', 'product_215', 'product_175', 'product_243', 'product_96']"
order_138,ON-138-4793,2024-12-22,Shipped,11397.08,warehouse,warehouse_1,retailer_39,"['product_69', 'product_238', 'product_208', 'product_1', 'product_146']"
order_139,ON-139-9838,2023-05-30,Shipped,5419.5,warehouse,warehouse_33,retailer_18,"['product_31', 'product_221', 'product_29', 'product_38', 'product_190']"
order_140,ON-140-7334,2024-09-18,Delivered,7343.83,warehouse,warehouse_24,retailer_23,"['product_47', 'product_185', 'product_242', 'product_202']"
order_141,ON-141-6912,2023-05-23,Pending,3750.87,warehouse,warehouse_26,retailer_24,"['product_146', 'product_28', 'product_17']"
order_142,ON-142-5324,2024-07-23,Delivered,12508.34,warehouse,warehouse_15,retailer_7,"['product_137', 'product_195', 'product_190']"
order_143,ON-143-3619,2023-06-20,Cancelled,1696.2,warehouse,warehouse_9,retailer_40,['product_24']
order_144,ON-144-1096,2024-06-28,Pending,1826.26,warehouse,warehouse_5,retailer_3,"['product_59', 'product_152', 'product_27']"
order_145,ON-145-4069,2024-06-18,Pending,8499.79,manufacturer,manufacturer_10,retailer_48,"['product_86', 'product_129', 'product_160', 'product_188']"
order_146,ON-146-1899,2024-07-29,Pending,290.16,warehouse,warehouse_15,retailer_33,['product_91']
order_147,ON-147-6442,2023-05-08,Shipped,8909.88,manufacturer,manufacturer_0,retailer_25,"['product_202', 'product_189', 'product_147']"
order_148,ON-148-4988,2023-02-18,Shipped,8066.8,manufacturer,manufacturer_3,retailer_18,"['product_158', 'product_221', 'product_178']"
order_149,ON-149-2387,2024-06-05,Delivered,8615.4,warehouse,warehouse_31,retailer_20,"['product_24', 'product_165', 'product_180']"
order_150,ON-150-8710,2024-10-19,Shipped,6476.4,warehouse,warehouse_7,retailer_41,['product_24']
order_151,ON-151-9959,2023-05-25,Shipped,3300.85,warehouse,warehouse_35,retailer_10,['product_38']
order_152,ON-152-7593,2025-02-07,Pending,1462.5,warehouse,warehouse_25,retailer_35,['product_155']
order_153,ON-153-6796,2025-01-06,Shipped,9734.55,warehouse,warehouse_2,retailer_29,"['product_47', 'product_58']"
order_154,ON-154-4693,2024-10-24,Delivered,3807.79,warehouse,warehouse_23,retailer_3,"['product_171', 'product_239']"
order_155,ON-155-4900,2023-07-10,Delivered,2532.51,warehouse,warehouse_22,retailer_42,"['product_239', 'product_199', 'product_77']"
order_156,ON-156-4912,2024-11-16,Pending,2174.04,warehouse,warehouse_3,retailer_45,['product_239']
order_157,ON-157-8651,2023-08-31,Cancelled,3594.69,warehouse,warehouse_12,retailer_34,"['product_59', 'product_124']"
order_158,ON-158-4140,2024-10-21,Pending,8517.63,warehouse,warehouse_20,retailer_7,"['product_91', 'product_10', 'product_52', 'product_147', 'product_87']"
order_159,ON-159-6953,2024-02-17,Cancelled,9869.69,warehouse,warehouse_34,retailer_25,"['product_22', 'product_135', 'product_154', 'product_34']"
order_160,ON-160-4149,2025-01-03,Pending,17958.73,warehouse,warehouse_39,retailer_39,"['product_135', 'product_97', 'product_246', 'product_38', 'product_93']"
order_161,ON-161-6322,2023-05-30,Cancelled,4587.21,warehouse,warehouse_30,retailer_20,"['product_144', 'product_183', 'product_38']"
order_162,ON-162-3595,2024-01-06,Pending,2459.86,warehouse,warehouse_7,retailer_16,['product_158']
order_163,ON-163-5454,2024-10-27,Pending,7438.27,manufacturer,manufacturer_15,retailer_10,"['product_118', 'product_218', 'product_4']"
order_164,ON-164-3183,2023-10-20,Shipped,3202.2,manufacturer,manufacturer_11,retailer_9,"['product_145', 'product_202']"
order_165,ON-165-6769,2024-08-23,Shipped,1162.35,warehouse,warehouse_19,retailer_22,['product_151']
order_166,ON-166-1787,2023-12-24,Delivered,502.32,manufacturer,manufacturer_5,retailer_19,['product_32']
order_167,ON-167-6238,2024-05-24,Shipped,6432.24,warehouse,warehouse_12,retailer_14,"['product_160', 'product_169', 'product_65']"
order_168,ON-168-8197,2024-02-19,Delivered,7500.09,warehouse,warehouse_22,retailer_13,"['product_158', 'product_18', 'product_222']"
order_169,ON-169-8523,2024-07-11,Pending,4645.33,warehouse,warehouse_36,retailer_26,"['product_45', 'product_81']"
order_170,ON-170-3338,2023-08-21,Pending,1273.2,warehouse,warehouse_31,retailer_49,['product_111']
order_171,ON-171-2582,2024-06-20,Shipped,3216.01,manufacturer,manufacturer_16,retailer_31,"['product_17', 'product_156']"
order_172,ON-172-6498,2024-12-30,Shipped,6031.41,warehouse,warehouse_16,retailer_23,"['product_86', 'product_1']"
order_173,ON-173-4967,2023-06-01,Delivered,6880.21,warehouse,warehouse_28,retailer_29,"['product_180', 'product_37', 'product_57', 'product_7']"
order_174,ON-174-7766,2024-03-14,Delivered,400.08,warehouse,warehouse_2,retailer_33,['product_213']
order_175,ON-175-7626,2024-01-23,Cancelled,11515.38,warehouse,warehouse_10,retailer_34,"['product_24', 'product_199', 'product_228', 'product_118']"
order_176,ON-176-5561,2024-08-20,Pending,8071.62,warehouse,warehouse_27,retailer_5,"['product_238', 'product_188', 'product_55', 'product_147', 'product_47']"
order_177,ON-177-8431,2023-07-29,Shipped,10186.62,manufacturer,manufacturer_8,retailer_19,"['product_22', 'product_195', 'product_247', 'product_221']"
order_178,ON-178-8863,2023-05-12,Pending,7077.04,warehouse,warehouse_7,retailer_2,"['product_24', 'product_86', 'product_211', 'product_111']"
order_179,ON-179-9858,2023-10-02,Shipped,8561.5,warehouse,warehouse_38,retailer_23,"['product_158', 'product_10']"
order_180,ON-180-5754,2024-02-16,Cancelled,2332.8,warehouse,warehouse_39,retailer_14,['product_241']
order_181,ON-181-4490,2023-10-23,Cancelled,7431.06,warehouse,warehouse_39,retailer_43,"['product_135', 'product_32', 'product_52', 'product_51', 'product_9']"
order_182,ON-182-8533,2023-07-12,Delivered,13510.67,warehouse,warehouse_10,retailer_14,"['product_118', 'product_44', 'product_247', 'product_155', 'product_199']"
order_183,ON-183-2014,2024-05-03,Cancelled,2082.62,warehouse,warehouse_21,retailer_27,"['product_208', 'product_55']"
order_184,ON-184-6099,2024-11-06,Cancelled,1747.86,manufacturer,manufacturer_14,retailer_43,"['product_211', 'product_188']"
order_185,ON-185-7814,2024-07-28,Shipped,3336.06,warehouse,warehouse_9,retailer_6,['product_186']
order_186,ON-186-4941,2024-01-19,Shipped,3194.19,warehouse,warehouse_39,retailer_35,"['product_135', 'product_9']"
order_187,ON-187-7831,2023-10-05,Delivered,3465.62,warehouse,warehouse_17,retailer_36,"['product_57', 'product_155']"
order_188,ON-188-1606,2024-02-12,Delivered,2225.18,manufacturer,manufacturer_11,retailer_17,"['product_239', 'product_104']"
order_189,ON-189-4877,2024-03-21,Shipped,1166.76,warehouse,warehouse_38,retailer_13,['product_52']
order_190,ON-190-7092,2024-06-24,Delivered,7551.14,warehouse,warehouse_34,retailer_14,"['product_154', 'product_135', 'product_91']"
order_191,ON-191-1199,2024-08-13,Shipped,669.6,warehouse,warehouse_15,retailer_13,['product_96']
order_192,ON-192-6539,2023-03-30,Cancelled,17640.41,warehouse,warehouse_21,retailer_49,"['product_102', 'product_55', 'product_187', 'product_124', 'product_12']"
order_193,ON-193-3661,2024-10-04,Delivered,12584.26,manufacturer,manufacturer_6,retailer_10,"['product_116', 'product_147', 'product_58', 'product_101']"
order_194,ON-194-2465,2023-11-06,Pending,11804.21,warehouse,warehouse_17,retailer_32,"['product_57', 'product_160', 'product_58']"
order_195,ON-195-4217,2024-05-02,Delivered,2964.87,manufacturer,manufacturer_5,retailer_22,"['product_239', 'product_222']"
order_196,ON-196-3799,2024-10-27,Pending,3009.24,manufacturer,manufacturer_16,retailer_4,"['product_42', 'product_186']"
order_197,ON-197-4035,2024-05-05,Cancelled,15112.76,manufacturer,manufacturer_12,retailer_26,"['product_97', 'product_202', 'product_241', 'product_185', 'product_197']"
order_198,ON-198-5363,2024-12-24,Delivered,243.75,warehouse,warehouse_10,retailer_16,['product_155']
order_199,ON-199-3996,2023-10-24,Pending,7727.99,warehouse,warehouse_31,retailer_27,"['product_180', 'product_220', 'product_168']"
order_200,ON-200-9854,2023-12-14,Cancelled,21837.28,warehouse,warehouse_14,retailer_29,"['product_185', 'product_123', 'product_65', 'product_249', 'product_248']"
order_201,ON-201-1235,2024-08-24,Shipped,3653.04,manufacturer,manufacturer_19,retailer_15,"['product_111', 'product_241', 'product_5', 'product_159']"
order_202,ON-202-4133,2023-11-16,Pending,13913.33,warehouse,warehouse_33,retailer_21,"['product_10', 'product_5', 'product_38', 'product_140']"
order_203,ON-203-6268,2025-02-01,Shipped,5112.46,manufacturer,manufacturer_9,retailer_43,"['product_149', 'product_138', 'product_204', 'product_145']"
order_204,ON-204-8523,2023-08-31,Delivered,1432.35,manufacturer,manufacturer_19,retailer_25,['product_111']
order_205,ON-205-7709,2024-04-03,Shipped,839.57,manufacturer,manufacturer_9,retailer_14,"['product_149', 'product_204', 'product_188']"
order_206,ON-206-8588,2024-10-15,Shipped,21265.7,warehouse,warehouse_6,retailer_31,"['product_215', 'product_158', 'product_24', 'product_116', 'product_227']"
