id,policyNumber,policyType,startDate,endDate,premiumAmount,status,policyHolderID,insurerID,underwriterID,coverageIDs,agentID
policy_24,PN-5841-24,Renter,2023-11-14,2024-08-25,715.81,Cancelled,holder_268,insurer_6,underwriter_2,['coverage_11'],agent_3
policy_25,PN-7941-25,Home,2024-07-16,2025-05-18,1699.88,Lapsed,holder_440,insurer_0,underwriter_8,"['coverage_14', 'coverage_2', 'coverage_6', 'coverage_10']",agent_12
policy_26,PN-7865-26,Umbrella,2023-04-10,2024-07-25,503.3,Lapsed,holder_534,insurer_3,underwriter_5,"['coverage_2', 'coverage_11', 'coverage_0', 'coverage_4']",agent_10
policy_27,PN-3181-27,Home,2024-10-23,2025-11-20,966.01,Lapsed,holder_111,insurer_9,underwriter_7,"['coverage_0', 'coverage_9', 'coverage_8', 'coverage_6']",agent_7
policy_28,PN-1190-28,Home,2022-03-07,2023-09-16,357.33,Lapsed,holder_276,insurer_2,underwriter_1,['coverage_11'],agent_6
policy_29,PN-9744-29,Condo,2023-08-27,2023-09-27,917.19,Cancelled,holder_223,insurer_8,underwriter_16,"['coverage_2', 'coverage_3']",agent_13
policy_30,PN-5107-30,Condo,2024-07-20,2026-10-14,670.39,Cancelled,holder_60,insurer_5,underwriter_15,"['coverage_2', 'coverage_8', 'coverage_12', 'coverage_7']",agent_6
policy_31,PN-4627-31,Umbrella,2024-05-31,2026-12-22,513.49,Lapsed,holder_366,insurer_0,underwriter_1,['coverage_2'],agent_13
policy_32,PN-5203-32,Home,2024-08-03,2025-05-18,1562.68,Active,holder_493,insurer_0,underwriter_7,"['coverage_13', 'coverage_10']",agent_18
policy_33,PN-3473-33,Landlord,2024-10-09,2026-08-01,398.36,Lapsed,holder_193,insurer_1,underwriter_3,"['coverage_6', 'coverage_0', 'coverage_11', 'coverage_5']",agent_13
policy_34,PN-3898-34,Auto,2024-11-24,2025-11-16,1803.46,Active,holder_372,insurer_8,underwriter_1,"['coverage_7', 'coverage_11', 'coverage_4', 'coverage_9']",agent_3
policy_35,PN-7382-35,Renter,2024-10-05,2025-12-18,1111.89,Active,holder_389,insurer_4,underwriter_12,"['coverage_11', 'coverage_7', 'coverage_8']",agent_0
policy_36,PN-7574-36,Home,2022-07-08,2023-05-22,1950.84,Lapsed,holder_145,insurer_9,underwriter_6,['coverage_6'],agent_0
policy_37,PN-4238-37,Home,2024-08-08,2027-04-25,1336.44,Active,holder_463,insurer_3,underwriter_1,"['coverage_11', 'coverage_6', 'coverage_3', 'coverage_5']",agent_13
policy_38,PN-2338-38,Renter,2025-02-10,2028-01-19,674.51,Cancelled,holder_209,insurer_9,underwriter_4,"['coverage_13', 'coverage_12', 'coverage_5']",agent_19
policy_39,PN-4092-39,Landlord,2024-03-26,2025-07-26,813.61,Cancelled,holder_456,insurer_7,underwriter_0,"['coverage_3', 'coverage_12']",agent_0
policy_40,PN-4449-40,Auto,2022-12-24,2025-10-23,1101.31,Active,holder_595,insurer_5,underwriter_14,['coverage_5'],agent_16
policy_41,PN-9640-41,Condo,2022-12-03,2025-09-23,1669.92,Lapsed,holder_132,insurer_1,underwriter_19,['coverage_13'],agent_18
policy_42,PN-1683-42,Auto,2025-01-07,2025-12-13,838.89,Expired,holder_514,insurer_6,underwriter_19,"['coverage_6', 'coverage_4', 'coverage_12']",agent_19
policy_43,PN-5680-43,Landlord,2022-06-26,2024-10-12,1037.45,Lapsed,holder_488,insurer_7,underwriter_14,['coverage_4'],agent_1
policy_44,PN-5921-44,Home,2023-01-08,2025-05-10,792.01,Cancelled,holder_258,insurer_7,underwriter_14,"['coverage_7', 'coverage_2', 'coverage_10']",agent_2
policy_45,PN-4920-45,Landlord,2024-02-12,2027-01-14,987.7,Lapsed,holder_410,insurer_9,underwriter_13,"['coverage_1', 'coverage_14', 'coverage_7', 'coverage_13']",agent_15
policy_46,PN-4198-46,Auto,2022-10-20,2025-03-02,566.0,Lapsed,holder_101,insurer_3,underwriter_9,"['coverage_7', 'coverage_1', 'coverage_0']",agent_6
policy_47,PN-4453-47,Home,2023-12-14,2024-02-04,986.82,Active,holder_479,insurer_0,underwriter_17,"['coverage_10', 'coverage_12', 'coverage_9', 'coverage_0']",agent_3
policy_48,PN-3461-48,Landlord,2023-06-15,2025-03-17,1805.74,Cancelled,holder_57,insurer_4,underwriter_6,"['coverage_11', 'coverage_4', 'coverage_0']",agent_11
policy_49,PN-5774-49,Condo,2023-01-30,2023-05-14,1857.48,Lapsed,holder_276,insurer_0,underwriter_16,['coverage_12'],agent_10
policy_50,PN-9806-50,Renter,2024-08-23,2024-10-11,1895.05,Expired,holder_323,insurer_5,underwriter_7,"['coverage_1', 'coverage_14', 'coverage_0']",agent_14
policy_51,PN-9615-51,Landlord,2023-12-09,2024-04-11,895.27,Expired,holder_365,insurer_2,underwriter_9,"['coverage_4', 'coverage_9', 'coverage_6']",agent_6
policy_52,PN-1843-52,Home,2022-07-03,2024-09-27,380.45,Cancelled,holder_124,insurer_8,underwriter_7,"['coverage_14', 'coverage_4', 'coverage_1']",agent_7
policy_53,PN-3058-53,Landlord,2022-06-25,2025-04-21,1475.74,Cancelled,holder_424,insurer_7,underwriter_2,['coverage_14'],agent_2
policy_54,PN-2306-54,Umbrella,2023-11-04,2025-01-10,978.28,Lapsed,holder_260,insurer_5,underwriter_10,"['coverage_3', 'coverage_14']",agent_11
policy_55,PN-3874-55,Condo,2023-05-18,2024-04-12,1059.47,Expired,holder_188,insurer_1,underwriter_13,"['coverage_11', 'coverage_3', 'coverage_14']",agent_3
policy_56,PN-2661-56,Renter,2022-12-12,2025-04-10,1100.25,Active,holder_228,insurer_2,underwriter_9,"['coverage_11', 'coverage_14', 'coverage_0', 'coverage_2']",agent_16
policy_57,PN-6221-57,Landlord,2025-02-14,2025-08-27,1475.92,Lapsed,holder_9,insurer_8,underwriter_4,"['coverage_4', 'coverage_7', 'coverage_0']",agent_5
policy_58,PN-6635-58,Landlord,2024-04-14,2024-09-04,623.34,Cancelled,holder_444,insurer_6,underwriter_9,['coverage_14'],agent_0
policy_59,PN-7339-59,Condo,2024-08-16,2027-06-15,1589.65,Lapsed,holder_216,insurer_4,underwriter_1,['coverage_3'],agent_3
policy_60,PN-2991-60,Auto,2024-10-26,2026-10-08,1689.07,Cancelled,holder_98,insurer_0,underwriter_3,"['coverage_13', 'coverage_5']",agent_9
policy_61,PN-5791-61,Auto,2023-10-23,2026-10-22,1360.11,Cancelled,holder_288,insurer_7,underwriter_7,"['coverage_0', 'coverage_13', 'coverage_10']",agent_9
policy_62,PN-2267-62,Landlord,2025-02-15,2027-02-19,829.25,Active,holder_451,insurer_5,underwriter_11,"['coverage_9', 'coverage_8', 'coverage_14']",agent_19
policy_63,PN-3749-63,Auto,2023-03-26,2025-05-27,880.34,Expired,holder_571,insurer_2,underwriter_8,['coverage_2'],agent_18
policy_64,PN-8469-64,Renter,2022-10-14,2024-12-10,953.3,Active,holder_184,insurer_1,underwriter_15,['coverage_5'],agent_7
policy_65,PN-1302-65,Umbrella,2023-02-08,2025-09-21,674.0,Active,holder_411,insurer_2,underwriter_2,"['coverage_5', 'coverage_7']",agent_6
policy_66,PN-5096-66,Renter,2022-11-13,2024-09-27,1825.1,Expired,holder_129,insurer_8,underwriter_16,['coverage_13'],agent_0
policy_67,PN-2578-67,Renter,2023-06-19,2025-11-14,1391.95,Expired,holder_191,insurer_4,underwriter_0,['coverage_9'],agent_5
policy_68,PN-6241-68,Renter,2024-05-29,2024-08-31,307.53,Lapsed,holder_255,insurer_1,underwriter_0,"['coverage_4', 'coverage_11', 'coverage_0']",agent_3
policy_69,PN-2252-69,Landlord,2024-08-25,2024-12-28,1849.05,Lapsed,holder_84,insurer_8,underwriter_17,"['coverage_2', 'coverage_10', 'coverage_8', 'coverage_1']",agent_1
policy_70,PN-3228-70,Renter,2023-01-21,2023-11-20,940.74,Active,holder_339,insurer_9,underwriter_14,"['coverage_5', 'coverage_8']",agent_7
policy_71,PN-4434-71,Auto,2024-02-23,2024-09-06,1032.86,Cancelled,holder_325,insurer_9,underwriter_3,"['coverage_12', 'coverage_6', 'coverage_11']",agent_1
policy_72,PN-1668-72,Umbrella,2023-01-24,2024-06-16,971.26,Lapsed,holder_188,insurer_0,underwriter_2,['coverage_12'],agent_4
policy_73,PN-5919-73,Landlord,2022-11-20,2024-01-06,1379.5,Active,holder_68,insurer_2,underwriter_11,"['coverage_10', 'coverage_9', 'coverage_2', 'coverage_5']",agent_8
policy_74,PN-8474-74,Umbrella,2024-08-16,2025-09-07,1435.01,Active,holder_47,insurer_4,underwriter_1,"['coverage_9', 'coverage_2']",agent_11
policy_75,PN-9966-75,Landlord,2023-01-20,2024-09-24,1007.28,Lapsed,holder_422,insurer_8,underwriter_8,"['coverage_12', 'coverage_3', 'coverage_9', 'coverage_14']",agent_0
policy_76,PN-4520-76,Condo,2024-01-07,2026-04-21,295.62,Active,holder_155,insurer_7,underwriter_7,"['coverage_10', 'coverage_4', 'coverage_2', 'coverage_7']",agent_18
policy_77,PN-3219-77,Condo,2024-12-29,2027-09-16,1195.9,Lapsed,holder_314,insurer_3,underwriter_6,"['coverage_10', 'coverage_11']",agent_14
policy_78,PN-4226-78,Renter,2024-05-25,2025-07-13,649.55,Active,holder_528,insurer_0,underwriter_10,['coverage_11'],agent_12
policy_79,PN-5427-79,Auto,2024-02-05,2026-12-11,236.86,Active,holder_302,insurer_3,underwriter_18,['coverage_3'],agent_17
policy_80,PN-3842-80,Umbrella,2024-11-24,2027-05-07,1771.92,Cancelled,holder_10,insurer_4,underwriter_7,"['coverage_4', 'coverage_1', 'coverage_2']",agent_1
policy_81,PN-2779-81,Landlord,2024-09-27,2026-10-28,1635.74,Cancelled,holder_420,insurer_9,underwriter_10,"['coverage_0', 'coverage_1', 'coverage_11', 'coverage_10']",agent_8
policy_82,PN-4863-82,Home,2022-05-16,2023-12-02,370.7,Cancelled,holder_549,insurer_9,underwriter_7,"['coverage_4', 'coverage_8', 'coverage_0']",agent_16
policy_83,PN-3046-83,Renter,2024-02-02,2025-10-21,1629.22,Expired,holder_52,insurer_5,underwriter_19,"['coverage_7', 'coverage_11', 'coverage_3']",agent_5
policy_84,PN-5448-84,Landlord,2024-01-18,2026-11-02,1873.79,Active,holder_349,insurer_6,underwriter_16,"['coverage_13', 'coverage_12', 'coverage_8']",agent_9
policy_85,PN-9072-85,Renter,2022-07-31,2023-11-13,1527.82,Active,holder_333,insurer_3,underwriter_12,"['coverage_7', 'coverage_4', 'coverage_8']",agent_15
policy_86,PN-5916-86,Landlord,2024-08-06,2025-12-12,956.94,Active,holder_165,insurer_7,underwriter_13,['coverage_13'],agent_5
policy_87,PN-6290-87,Landlord,2024-03-06,2026-04-16,248.65,Cancelled,holder_382,insurer_1,underwriter_15,"['coverage_12', 'coverage_2', 'coverage_7', 'coverage_10']",agent_9
policy_88,PN-4682-88,Condo,2024-05-08,2024-12-22,727.27,Cancelled,holder_327,insurer_8,underwriter_3,"['coverage_13', 'coverage_1', 'coverage_12', 'coverage_0']",agent_15
policy_89,PN-7554-89,Condo,2024-10-03,2026-03-05,953.89,Active,holder_463,insurer_5,underwriter_1,"['coverage_9', 'coverage_12', 'coverage_11']",agent_3
policy_90,PN-2470-90,Renter,2022-02-25,2024-07-26,751.35,Active,holder_527,insurer_1,underwriter_4,"['coverage_3', 'coverage_11']",agent_13
policy_91,PN-6085-91,Renter,2022-09-24,2023-02-13,415.27,Cancelled,holder_493,insurer_9,underwriter_3,['coverage_13'],agent_11
policy_92,PN-9767-92,Renter,2024-02-01,2024-06-27,820.25,Expired,holder_397,insurer_7,underwriter_10,['coverage_6'],agent_14
policy_93,PN-8610-93,Renter,2022-05-13,2024-07-28,385.71,Lapsed,holder_592,insurer_8,underwriter_9,"['coverage_4', 'coverage_8']",agent_10
policy_94,PN-6543-94,Home,2023-01-01,2025-03-24,363.56,Lapsed,holder_118,insurer_1,underwriter_6,['coverage_11'],agent_8
policy_95,PN-3980-95,Home,2022-04-08,2024-07-16,376.82,Expired,holder_370,insurer_9,underwriter_1,"['coverage_13', 'coverage_4']",agent_13
policy_96,PN-9988-96,Condo,2022-11-25,2024-12-18,1781.4,Cancelled,holder_92,insurer_1,underwriter_1,['coverage_9'],agent_18
policy_97,PN-9477-97,Landlord,2024-04-12,2025-08-18,765.23,Lapsed,holder_150,insurer_4,underwriter_6,"['coverage_5', 'coverage_6', 'coverage_4', 'coverage_13']",agent_18
policy_98,PN-8012-98,Umbrella,2024-10-03,2026-03-16,1969.48,Active,holder_448,insurer_3,underwriter_5,"['coverage_8', 'coverage_9']",agent_2
policy_99,PN-4350-99,Umbrella,2023-08-14,2025-01-26,1854.19,Expired,holder_576,insurer_8,underwriter_19,"['coverage_5', 'coverage_2', 'coverage_3']",agent_16
policy_100,PN-8121-100,Condo,2022-11-24,2025-07-16,939.74,Lapsed,holder_267,insurer_7,underwriter_3,"['coverage_12', 'coverage_7', 'coverage_2']",agent_1
policy_101,PN-6411-101,Condo,2022-11-09,2024-06-29,1663.56,Active,holder_582,insurer_0,underwriter_8,"['coverage_10', 'coverage_3']",agent_3
policy_102,PN-1122-102,Home,2022-05-05,2023-03-01,1501.77,Active,holder_382,insurer_5,underwriter_16,['coverage_2'],agent_15
policy_103,PN-1187-103,Condo,2024-12-08,2025-02-28,390.71,Cancelled,holder_463,insurer_0,underwriter_5,"['coverage_0', 'coverage_12', 'coverage_5']",agent_16
policy_104,PN-9994-104,Home,2024-10-17,2026-12-20,1369.62,Lapsed,holder_276,insurer_2,underwriter_15,['coverage_12'],agent_0
policy_105,PN-3145-105,Umbrella,2024-08-26,2026-11-25,1417.79,Expired,holder_241,insurer_3,underwriter_9,"['coverage_13', 'coverage_2', 'coverage_5']",agent_5
policy_106,PN-5071-106,Umbrella,2023-02-06,2024-02-05,1668.05,Active,holder_444,insurer_1,underwriter_5,"['coverage_4', 'coverage_12', 'coverage_11', 'coverage_13']",agent_15
policy_107,PN-8868-107,Renter,2023-08-31,2026-06-05,911.54,Lapsed,holder_401,insurer_0,underwriter_17,"['coverage_5', 'coverage_3', 'coverage_12', 'coverage_7']",agent_19
policy_108,PN-3495-108,Renter,2022-12-20,2023-08-10,1284.23,Expired,holder_551,insurer_9,underwriter_2,"['coverage_5', 'coverage_1', 'coverage_8', 'coverage_7']",agent_0
policy_109,PN-2605-109,Home,2024-03-28,2027-01-15,1119.1,Cancelled,holder_508,insurer_8,underwriter_16,['coverage_2'],agent_9
policy_110,PN-7488-110,Auto,2022-04-19,2022-11-29,1941.37,Cancelled,holder_271,insurer_5,underwriter_3,"['coverage_13', 'coverage_8', 'coverage_6', 'coverage_0']",agent_14
policy_111,PN-7233-111,Landlord,2024-11-28,2025-09-21,1500.55,Active,holder_471,insurer_4,underwriter_14,"['coverage_8', 'coverage_3']",agent_14
policy_112,PN-4524-112,Home,2023-03-18,2024-01-29,1831.11,Cancelled,holder_250,insurer_6,underwriter_15,['coverage_7'],agent_11
policy_113,PN-1386-113,Landlord,2024-08-19,2027-01-04,1473.75,Active,holder_462,insurer_9,underwriter_12,['coverage_14'],agent_12
policy_114,PN-4557-114,Condo,2024-12-29,2025-11-05,1898.55,Lapsed,holder_47,insurer_5,underwriter_11,"['coverage_13', 'coverage_2', 'coverage_8']",agent_13
policy_115,PN-5113-115,Condo,2022-10-31,2025-08-06,993.18,Cancelled,holder_61,insurer_1,underwriter_13,"['coverage_13', 'coverage_8', 'coverage_2']",agent_1
policy_116,PN-5524-116,Landlord,2022-12-26,2023-01-27,1249.23,Expired,holder_446,insurer_1,underwriter_16,['coverage_14'],agent_0
policy_117,PN-1791-117,Landlord,2023-05-02,2023-09-11,988.79,Expired,holder_320,insurer_9,underwriter_15,['coverage_1'],agent_19
policy_118,PN-8419-118,Home,2023-04-16,2025-12-29,1493.69,Expired,holder_51,insurer_6,underwriter_17,"['coverage_5', 'coverage_2', 'coverage_0']",agent_14
policy_119,PN-1071-119,Umbrella,2022-09-04,2024-07-20,1061.07,Active,holder_336,insurer_3,underwriter_17,['coverage_6'],agent_6
policy_120,PN-8344-120,Renter,2024-09-18,2026-04-20,288.31,Lapsed,holder_364,insurer_9,underwriter_10,"['coverage_12', 'coverage_10', 'coverage_9', 'coverage_0']",agent_7
policy_121,PN-5208-121,Auto,2024-12-25,2026-04-21,391.91,Active,holder_270,insurer_8,underwriter_15,"['coverage_8', 'coverage_11', 'coverage_13']",agent_0
policy_122,PN-6353-122,Condo,2022-07-28,2023-02-18,473.64,Cancelled,holder_152,insurer_2,underwriter_4,['coverage_12'],agent_19
policy_123,PN-6855-123,Auto,2024-02-20,2026-02-03,809.98,Expired,holder_493,insurer_7,underwriter_10,"['coverage_3', 'coverage_0', 'coverage_6']",agent_17
policy_124,PN-9317-124,Landlord,2023-01-24,2023-06-11,1341.44,Expired,holder_120,insurer_5,underwriter_18,"['coverage_9', 'coverage_10', 'coverage_3']",agent_0
policy_125,PN-7519-125,Condo,2024-11-03,2026-08-22,1876.22,Expired,holder_312,insurer_4,underwriter_18,['coverage_10'],agent_7
policy_126,PN-9045-126,Renter,2023-09-23,2025-02-06,1526.93,Active,holder_215,insurer_7,underwriter_9,"['coverage_10', 'coverage_11', 'coverage_3', 'coverage_14']",agent_16
policy_127,PN-2687-127,Auto,2022-06-18,2023-12-23,460.98,Cancelled,holder_383,insurer_9,underwriter_12,"['coverage_10', 'coverage_14']",agent_14
policy_128,PN-7022-128,Auto,2024-01-28,2026-09-27,755.45,Expired,holder_429,insurer_3,underwriter_15,['coverage_12'],agent_8
policy_129,PN-3053-129,Renter,2024-12-29,2025-03-28,557.3,Lapsed,holder_484,insurer_9,underwriter_3,"['coverage_4', 'coverage_11', 'coverage_10', 'coverage_3']",agent_11
policy_130,PN-5369-130,Auto,2023-08-24,2025-12-22,1828.65,Cancelled,holder_132,insurer_6,underwriter_5,['coverage_9'],agent_2
policy_131,PN-8105-131,Condo,2022-06-17,2023-09-28,233.82,Lapsed,holder_187,insurer_1,underwriter_2,['coverage_9'],agent_13
policy_132,PN-3817-132,Home,2022-02-20,2024-11-17,1473.82,Expired,holder_318,insurer_9,underwriter_17,"['coverage_2', 'coverage_5', 'coverage_9']",agent_14
policy_133,PN-1411-133,Umbrella,2022-08-22,2022-12-16,1837.57,Lapsed,holder_29,insurer_3,underwriter_10,"['coverage_0', 'coverage_11', 'coverage_5', 'coverage_12']",agent_10
policy_134,PN-5706-134,Condo,2023-02-11,2025-11-30,1760.9,Active,holder_288,insurer_1,underwriter_14,"['coverage_1', 'coverage_0']",agent_14
policy_135,PN-3161-135,Home,2025-01-30,2026-02-01,658.17,Lapsed,holder_323,insurer_0,underwriter_17,"['coverage_8', 'coverage_14', 'coverage_3']",agent_2
policy_136,PN-9234-136,Umbrella,2024-01-26,2026-08-28,254.81,Lapsed,holder_355,insurer_9,underwriter_11,"['coverage_4', 'coverage_6', 'coverage_14', 'coverage_12']",agent_1
policy_137,PN-6836-137,Landlord,2024-10-13,2026-06-30,1135.45,Lapsed,holder_40,insurer_1,underwriter_16,['coverage_2'],agent_0
policy_138,PN-5495-138,Renter,2022-12-14,2024-11-03,787.08,Lapsed,holder_205,insurer_9,underwriter_9,"['coverage_1', 'coverage_3']",agent_7
policy_139,PN-9747-139,Renter,2024-01-24,2026-01-16,1856.35,Lapsed,holder_112,insurer_0,underwriter_3,"['coverage_9', 'coverage_10']",agent_1
policy_140,PN-1176-140,Home,2023-12-05,2024-11-28,805.77,Lapsed,holder_193,insurer_3,underwriter_12,"['coverage_6', 'coverage_1']",agent_6
policy_141,PN-8185-141,Home,2024-08-18,2026-09-15,828.59,Cancelled,holder_532,insurer_1,underwriter_17,"['coverage_14', 'coverage_9', 'coverage_11', 'coverage_1']",agent_1
policy_142,PN-5494-142,Renter,2024-01-23,2026-04-21,574.13,Expired,holder_63,insurer_1,underwriter_15,['coverage_0'],agent_9
policy_143,PN-6597-143,Landlord,2024-10-18,2027-06-18,1699.97,Cancelled,holder_218,insurer_5,underwriter_7,"['coverage_10', 'coverage_0', 'coverage_9', 'coverage_6']",agent_19
policy_144,PN-9412-144,Umbrella,2023-08-19,2025-11-01,439.48,Cancelled,holder_245,insurer_3,underwriter_9,"['coverage_14', 'coverage_10', 'coverage_9']",agent_18
policy_145,PN-3573-145,Condo,2024-09-26,2027-07-29,1898.09,Expired,holder_557,insurer_6,underwriter_7,['coverage_5'],agent_3
policy_146,PN-5370-146,Umbrella,2022-07-29,2022-11-13,608.84,Expired,holder_42,insurer_7,underwriter_9,['coverage_6'],agent_13
policy_147,PN-3883-147,Home,2022-07-28,2025-06-02,1846.59,Cancelled,holder_62,insurer_4,underwriter_17,"['coverage_3', 'coverage_10', 'coverage_9']",agent_8
policy_148,PN-8178-148,Landlord,2024-09-21,2025-10-25,226.75,Expired,holder_131,insurer_8,underwriter_11,"['coverage_3', 'coverage_11', 'coverage_12']",agent_5
policy_149,PN-9341-149,Renter,2023-07-12,2024-08-12,1480.53,Cancelled,holder_394,insurer_3,underwriter_0,"['coverage_13', 'coverage_3']",agent_16
policy_150,PN-3090-150,Umbrella,2022-10-17,2025-09-28,1234.6,Cancelled,holder_93,insurer_9,underwriter_15,"['coverage_4', 'coverage_9', 'coverage_13']",agent_7
policy_151,PN-8035-151,Condo,2024-06-20,2024-08-20,1618.11,Expired,holder_423,insurer_7,underwriter_19,['coverage_8'],agent_5
policy_152,PN-2040-152,Auto,2022-07-09,2023-09-13,678.31,Active,holder_564,insurer_3,underwriter_16,"['coverage_9', 'coverage_10', 'coverage_6']",agent_10
policy_153,PN-8499-153,Umbrella,2024-12-07,2025-10-17,1430.63,Lapsed,holder_230,insurer_1,underwriter_6,"['coverage_0', 'coverage_5', 'coverage_2', 'coverage_10']",agent_11
policy_154,PN-2276-154,Umbrella,2024-10-15,2026-01-04,964.36,Cancelled,holder_439,insurer_1,underwriter_10,"['coverage_2', 'coverage_5', 'coverage_13', 'coverage_7']",agent_8
policy_155,PN-6725-155,Home,2022-09-06,2024-01-26,1086.82,Lapsed,holder_386,insurer_9,underwriter_17,"['coverage_4', 'coverage_12', 'coverage_1', 'coverage_7']",agent_9
policy_156,PN-7541-156,Umbrella,2024-07-03,2024-09-26,294.96,Expired,holder_240,insurer_7,underwriter_1,['coverage_6'],agent_9
policy_157,PN-5711-157,Landlord,2024-05-11,2025-10-17,1449.33,Expired,holder_213,insurer_8,underwriter_5,"['coverage_4', 'coverage_5']",agent_9
policy_158,PN-8416-158,Auto,2024-04-11,2026-06-30,1844.65,Lapsed,holder_473,insurer_1,underwriter_4,"['coverage_7', 'coverage_11', 'coverage_13', 'coverage_1']",agent_19
policy_159,PN-9634-159,Renter,2022-07-22,2025-06-12,565.0,Lapsed,holder_68,insurer_0,underwriter_12,"['coverage_14', 'coverage_1']",agent_16
policy_160,PN-6236-160,Umbrella,2022-07-14,2025-07-06,1616.58,Expired,holder_374,insurer_8,underwriter_19,"['coverage_7', 'coverage_12', 'coverage_1']",agent_5
policy_161,PN-3802-161,Auto,2023-09-17,2026-07-14,920.6,Cancelled,holder_91,insurer_3,underwriter_16,['coverage_5'],agent_13
policy_162,PN-2381-162,Renter,2024-04-09,2026-12-27,1422.63,Cancelled,holder_237,insurer_6,underwriter_0,"['coverage_5', 'coverage_12']",agent_15
policy_163,PN-5135-163,Auto,2024-06-22,2027-01-18,1594.64,Expired,holder_453,insurer_7,underwriter_6,"['coverage_8', 'coverage_14', 'coverage_4', 'coverage_6']",agent_3
policy_164,PN-4272-164,Home,2024-07-18,2025-11-20,1172.72,Cancelled,holder_394,insurer_3,underwriter_4,['coverage_10'],agent_3
